reqId,ra,dec,startJD,endJD,created,started,ended,machine,exitcode,lightcurve
1932045,1.162369272,-8.09992668,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:42:47,2024-06-21 15:56:52,6,61,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932045_lc.txt
1932046,227.3563931,25.47154256,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:42:49,2024-06-21 15:58:17,11,0,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932046_lc.txt
1932047,215.1956051,-19.78613155,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:43:06,2024-06-21 15:53:00,5,57,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932047_lc.txt
1932048,76.34879771,-11.88225321,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:44:34,2024-06-21 15:54:49,2,61,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932048_lc.txt
1932049,219.5078377,10.18407552,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:44:56,2024-06-21 15:55:33,10,56,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932049_lc.txt
1932050,212.2047217,35.61423431,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:46:22,2024-06-21 16:15:38,15,57,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932050_lc.txt
1932051,341.8629272,-25.66482784,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:46:34,2024-06-21 15:50:17,2,0,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932051_lc.txt
1932052,17.78523155,-13.94413061,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:46:35,2024-06-21 15:52:57,12,61,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932052_lc.txt
1932053,139.1750924,18.9650336,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:47:08,2024-06-21 15:51:00,13,61,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932053_lc.txt
1932054,145.3088815,26.08860138,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:47:17,2024-06-21 15:56:39,10,61,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932054_lc.txt
1932055,167.9824905,3.13370243,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:47:58,2024-06-21 15:55:41,12,61,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932055_lc.txt
1932056,264.7369415,74.82995899,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:48:11,2024-06-21 16:34:04,3,61,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932056_lc.txt
1932057,29.1356962,3.860408406,2458194.5,2460481.151,2024-06-19 15:38:50,2024-06-21 15:48:56,2024-06-21 16:00:35,3,61,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932057_lc.txt
1932058,70.72920637,0.6183744592,2458194.5,2460481.151,2024-06-19 15:38:50,2024-06-21 15:50:21,2024-06-21 16:07:57,2,56,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932058_lc.txt
1932059,162.8512118,8.558297167,2458194.5,2460481.151,2024-06-19 15:38:50,2024-06-21 15:51:08,2024-06-21 15:59:47,13,57,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932059_lc.txt
