objname, objname, ra, dec, z, MJDs, MJDe, mu, st, Tmax, EBVhost, mu_err, st_err, Tmax_err, EBVhost_err, origin, host_mass, host_mass_err
2021abzd, 2021abzd, 10.8995375, 30.592322222222222, 0.018086, 2458305.9647222, 2460440.9865625, 34.6038578183453, 0.5810517635472255, 2459519.6034499817, 0.04573367571205543, 0.02265068714669443, 0.013719608701043728, 0.11138620525376966, 0.024413688262201298, ZTF, 10.78600418510209, 0.0005559682094218451
2023fot, 2023fot, 185.44815147159014, 10.59147506777273, 0.026467, 2458205.8171644, 2460126.7009606, 35.966564461184205, 0.47642600647171773, 2460056.6032847045, 0.05718687096188868, 0.06792937263890829, 0.018355243759898155, 0.13412976802433424, 0.029061594775860226, ATLAS, 10.60069767104924, 0.0010828350223605655
2019op, 2019op, 35.424387026612415, -25.927123010010185, 0.04, 2458488.6670833, 2460196.960463, 36.69198467203609, 0.5202025309928188, 2458497.10976111, -0.053664112567696994, 0.1388596618110592, 0.04513554525094165, 0.4545508398974239, 0.05118095055241984, ATLAS, 8.40685425462122, 0.0035269244904225774
2024bjb, 2024bjb, 167.9824902652031, 3.1337018866174584, 0.0298, 2458290.6925, 2460449.7197917, 36.003819484545495, 0.45084603591203065, 2460346.42982572, 0.06270541489638001, 0.035389784915048975, 0.012732067433840734, 0.15670143766495437, 0.03483360868602494, ATLAS, 10.881913964858091, 0.000479011282422774
2021qqr, 2021qqr, 257.3738166666666, -22.44768611111111, 0.0309549998, 2458302.7803241, 2460477.772419, 35.77198203089858, 0.6009410613296445, 2459392.6001274073, -0.18235112514423069, 0.0399528403975628, 0.025660275636653556, 0.23623548705694003, 0.055813527050726286, ZTF, 8.573645842354992, 0.09099381995104013
2024jhk, 2024jhk, 162.8512114449619, 8.558299085325991, 0.02315, 60452.33804475, 60490.97549505, 35.39672334161901, 0.4010262400032515, 60460.92791547643, 0.11449211531692922, 0.09341852341219854, 0.01859368834550879, 0.2822642674406925, 0.04759079344292457, ATLAS, 10.717597614530817, 0.0005467162453691708
2021mab, 2021mab, 178.79425241592884, -7.843156338771086, 0.021, 2459304.44045585, 2459692.37141005, 35.55535909361496, 0.4794331453113615, 2459338.4774781135, -0.18510354549168145, 0.1550702487875652, 0.03478210268617036, 0.373963796775665, 0.08146248956540914, ATLAS, 10.713022716938031, 0.00037423560637777904
2022rjs, 2022rjs, 244.12571260124486, 21.251364192883027, 0.037, 2458229.0087963, 2460503.7622222, 36.13503125940488, 0.5109231768006672, 2459816.005390633, 0.16243816125816535, 0.030743261851765933, 0.011238144669495412, 0.11999454779102417, 0.020220101408157304, ATLAS, 10.48999877821179, 0.0018017453246977574
2022xhh, 2022xhh, 64.17339308094819, -12.18356267210426, 0.0315, 2458371.944375, 2460257.8754514, 36.02812852765188, 0.45140585114861137, 2459868.060263707, 0.08441838511782478, 0.05962216120105871, 0.018569139310021736, 0.2179295774854198, 0.04349614495654421, ATLAS, 10.79645631191364, 0.0017011828138871884
SN2006gt, SN2006gt, 14.072083, -1.629444, 0.0448, 1001.67, 1076.62, 36.601989460928195, 0.5557848820670866, 1004.0289502691448, -0.027858186028583348, 0.019349981561558552, 0.00950038833428672, 0.11210699372219333, 0.018189433755397263, CSP, 10.111136946318842, 0.0037506224022017622
SN2007ba, SN2007ba, 229.177625, 7.396611, 0.0385, 1190.83, 1255.61, 35.86542249100956, 0.5959677114811817, 1198.0160411871564, 0.13993176520271022, 0.02555069599783652, 0.012256967145505367, 0.10143820463393154, 0.024811184830618352, CSP, 11.141102329068884, 0.0008626674562506656
SN2008bd, SN2008bd, 154.597167, -13.103111, 0.0301, 1541.7, 1592.62, 35.824383530503745, 0.42689645244435376, 1531.8642731293833, -0.039331916393279945, 0.03575068221185495, 0.015960160042467288, 0.5524774266748416, 0.03121788686425798, CSP, 11.066906876654066, 0.0008724495479113708
