# Created by M.D. Woods -- 2024-12-10 14:13:59.817869 -- HUBBLE RESID STD: 0.12958548329063316
# Cuts: {'z': 0.015, 'c': (-0.6, 0.6), 'x1': (-3.2, 0), 'c_err': 0.1, 'x1_err': 1, 't0_err': 1, 'mu_err': 0.2}
# Avg. 'c': -0.00551355667549669 +/- 0.036976974635761585
# Avg. 'x1': -0.8959520376324503 +/- 0.26954806175496693
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, x0, x0_err, x1, x1_err, t0, t0_err, c, c_err, chisquare, chisquare_err, hostMass, hostMass_err
1334645, 36.379593, -5.878989, 0.2322, 0.2312, nan, nan, PanPlus, 40.2155, 0.1265, 8.05525e-05, 2.65929e-06, -0.822458, 0.17453, 57335.512, 0.16, -0.0348051, 0.0281478, 0.33, nan, 10.453, 0.132
1334879, 52.408852, -28.216372, 0.64, 0.6393, nan, nan, PanPlus, 42.9389, 0.1326, 6.16544e-06, 2.23415e-07, -0.0124072, 0.26618, 57336.562, 0.366, 0.10071, 0.0409945, -0.34, nan, 9.666, 0.025
1335472, 9.555312, -44.049526, 0.5, 0.4989, nan, nan, PanPlus, 42.1914, 0.1393, 1.52193e-05, 5.25496e-07, -0.0706326, 0.35557, 57344.574, 0.401, -0.0332972, 0.0322685, 0.05, nan, 10.125, 0.05
1335717, 52.859905, -28.353096, 0.3053, 0.3048, nan, nan, PanPlus, 41.151, 0.1236, 2.95067e-05, 8.06148e-07, -0.0789013, 0.12248, 57346.691, 0.137, 0.0485795, 0.026958, 1.2, nan, 9.773, 0.0025
1336009, 8.916194, -44.893734, 0.3425, 0.3416, nan, nan, PanPlus, 41.38, 0.1366, 1.80123e-05, 7.42185e-07, -0.430017, 0.34699, 57344.297, 0.372, 0.14521, 0.0359392, 0.26, nan, 9.634, 0.081
1336480, 41.724586, -1.164557, 0.2569, 0.256, nan, nan, PanPlus, 40.716, 0.1477, 5.06969e-05, 2.10206e-06, -0.140279, 0.30194, 57350.594, 0.305, 0.00512971, 0.0366157, 1.5, nan, 10.476, 0.5175
1337272, 34.128422, -5.680552, 0.504, 0.5027, nan, nan, PanPlus, 42.2348, 0.1692, 1.36902e-05, 7.86856e-07, -0.970821, 0.57811, 57357.824, 0.637, -0.0770337, 0.0505211, -0.08, nan, 8.602, 0.135
1337703, 54.883587, -26.724333, 0.534, 0.5334, nan, nan, PanPlus, 42.1344, 0.1641, 1.63424e-05, 8.05244e-07, -1.04022, 0.4605, 57358.93, 0.599, -0.0986193, 0.0433206, 3.08, nan, 10.583, 0.1245
1338128, 8.083662, -43.740833, 0.3127, 0.3117, nan, nan, PanPlus, 41.1252, 0.1335, 3.21916e-05, 1.31385e-06, -0.690358, 0.33106, 57366.656, 0.358, -0.00863989, 0.0333885, 0.13, nan, 9.265, 0.0255
1338170, 6.669886, -42.964066, 0.39, 0.389, nan, nan, PanPlus, 41.5101, 0.1614, 2.09789e-05, 1.15736e-06, -0.393381, 0.65535, 57363.785, 0.727, 0.046079, 0.0458069, 0.31, nan, 9.889, 0.038
1338266, 34.905033, -5.869125, 0.649, 0.6476, nan, nan, PanPlus, 43.1688, 0.189, 6.93354e-06, 3.70311e-07, -0.303364, 0.59159, 57366.977, 0.52, -0.111902, 0.0684184, 0.8, nan, 8.965, 0.3485
1339002, 35.830547, -6.526311, 0.3036, 0.3025, nan, nan, PanPlus, 40.8888, 0.1646, 2.9038e-05, 1.25817e-06, -1.23443, 0.38597, 57369.816, 0.472, 0.10942, 0.0445844, 0.3, nan, 10.871, 0.017
1339149, 35.555027, -5.871708, 0.469, 0.4678, nan, nan, PanPlus, 41.8807, 0.1494, 1.64975e-05, 8.20859e-07, -0.262127, 0.50423, 57373.785, 0.554, 0.0217277, 0.042548, 2.04, nan, 9.94, 0.002
1339392, 54.124462, -28.569849, 0.1809, 0.1804, nan, nan, PanPlus, 39.4587, 0.1804, 0.000167858, 1.48051e-05, -0.483407, 0.59079, 57370.789, 0.6, -0.0329854, 0.0551872, 2.02, nan, 10.292, 0.0435
1341894, 35.302509, -4.65022, 0.3132, 0.3121, nan, nan, PanPlus, 41.0995, 0.1441, 3.96671e-05, 1.56557e-06, -0.253793, 0.36434, 57390.121, 0.37, -0.0420179, 0.0350944, -0.02, nan, 10.003, 0.009
1343208, 52.846481, -28.544226, 0.4998, 0.4993, nan, nan, PanPlus, 42.2229, 0.1327, 1.39829e-05, 4.36981e-07, -0.123123, 0.36085, 57390.824, 0.401, -0.0114275, 0.0293977, -0.11, nan, 10.385, 0.031
1346387, 52.695011, -28.64933, 0.345, 0.3445, nan, nan, PanPlus, 41.4168, 0.1265, 2.23533e-05, 7.02634e-07, -2.10822, 0.29184, 57394.82, 0.076, -0.0272355, 0.0275799, 0.55, nan, 10.812, 0.0525
1347120, 52.889896, -28.912092, 0.18, 0.1795, nan, nan, PanPlus, 39.6666, 0.1328, 0.000102778, 3.67238e-06, -0.422004, 0.13377, 57409.219, 0.169, 0.0680548, 0.0293374, 0.07, nan, 7.773, 0.0205
000006, 53.366451, -28.371523, 0.2309, 0.23044, nan, nan, PanPlus, 40.3989, 0.1437, 4.96762e-05, 2.05355e-06, -0.00698938, 0.4078, 55204.141, 0.464, 0.13687, 0.0366712, 0.52, nan, 10.793, 0.055
000011, 149.975922, 2.4119, 0.38, 0.3816, nan, nan, PanPlus, 41.8313, 0.1374, 1.25873e-05, 5.18017e-07, -2.15458, 0.551, 55210.762, 0.502, 0.12814, 0.0403267, 3.63, nan, 11.764, 0.1
000091, 129.328903, 44.333733, 0.152, 0.15267, nan, nan, PanPlus, 39.259, 0.1271, 0.000140854, 4.51017e-06, -2.34882, 0.12648, 55210.355, 0.131, -0.0111953, 0.0286988, 0.17, nan, 6.593, 0.118
000137, 161.159271, 57.811123, 0.1182, 0.11878, nan, nan, PanPlus, 38.6405, 0.1302, 0.00025423, 8.50759e-06, -0.703973, 0.17534, 55213.039, 0.143, 0.0897694, 0.0301369, 0.43, nan, 10.2136, 0.035
000142, 162.30925, 58.467232, 0.436, 0.43673, nan, nan, PanPlus, 42.1836, 0.144, 1.45659e-05, 4.77678e-07, -0.741143, 0.42269, 55214.203, 0.295, -0.0217814, 0.0382859, 2.91, nan, 11.713, 0.051
000174, 162.029419, 56.850155, 0.2443, 0.24497, nan, nan, PanPlus, 40.4214, 0.1249, 4.89727e-05, 1.59066e-06, -0.737409, 0.2148, 55216.812, 0.209, 0.0972254, 0.0298762, -0.1, nan, 10.532, 0.1
000220, 150.536758, 2.718564, 0.2184, 0.21982, nan, nan, PanPlus, 40.1827, 0.1229, 0.000103167, 3.24761e-06, -0.697157, 0.14461, 55227.477, 0.113, -0.114979, 0.0272122, -0.05, nan, 11.335, 0.122
000236, 131.58017, 44.073051, 0.1953, 0.19602, nan, nan, PanPlus, 39.8396, 0.1223, 0.000137075, 4.23562e-06, -0.203537, 0.14218, 55211.055, 0.143, -0.0709334, 0.0259172, 0.24, nan, 10.902, 0.009
000420, 149.820007, 1.613486, 0.31, 0.31152, nan, nan, PanPlus, 41.0822, 0.1196, 3.89911e-05, 1.22362e-06, -0.758068, 0.17855, 55223.371, 0.161, -0.0682462, 0.0259538, -0.09, nan, 9.742, 0.708
010026, 160.67453, 58.84383, 0.03123, 0.03174, nan, nan, PanPlus, 35.7765, 0.127, 0.00474554, 0.000166912, -0.406946, 0.0822541, 55248.031, 0.079, -0.0226891, 0.032635, -0.24, nan, 9.61222, 0.01
020096, 161.314117, 58.192711, 0.225, 0.22563, nan, nan, PanPlus, 40.0615, 0.1339, 9.76392e-05, 3.52691e-06, -0.693253, 0.21559, 55281.441, 0.258, -0.0648947, 0.0328299, 1.64, nan, 9.059, 0.642
040150, 162.097794, 57.148205, 0.381, 0.38174, nan, nan, PanPlus, 41.669, 0.1476, 2.37527e-05, 1.20538e-06, -0.262724, 0.52306, 55337.762, 0.38, -0.0370069, 0.0428907, 0.32, nan, 8.413, 0.738
040780, 243.619476, 54.725811, 0.2306, 0.23066, nan, nan, PanPlus, 40.179, 0.1478, 3.88149e-05, 1.62183e-06, -0.906106, 0.46714, 55358.82, 0.308, 0.28803, 0.0398509, 0.46, nan, 10.963, 0.021
040782, 242.076706, 54.90815, 0.3373, 0.33739, nan, nan, PanPlus, 41.1154, 0.1398, 2.45957e-05, 1.17126e-06, -0.582797, 0.43732, 55352.441, 0.538, 0.1641, 0.0425499, 0.96, nan, 10.152, 0.358
050580, 212.990707, 52.071846, 0.45, 0.4506, nan, nan, PanPlus, 41.7975, 0.1296, 1.97291e-05, 7.88769e-07, -0.380886, 0.42334, 55369.328, 0.444, 0.0313548, 0.0399614, 2.16, nan, 10.422, 0.14
080064, 52.425301, -27.877251, 0.06613, 0.06571, nan, nan, PanPlus, 37.3443, 0.1216, 0.000570619, 1.87267e-05, -0.285626, 0.0860294, 55444.711, 0.011, 0.24038, 0.0328944, -0.2, nan, 8.35509, 0.022
080646, 334.622223, 0.941486, 0.3197, 0.31812, nan, nan, PanPlus, 41.1447, 0.1337, 3.8147e-05, 1.8902e-06, -1.05051, 0.26885, 55462.184, 0.246, -0.0800956, 0.0377922, -0.08, nan, 10.768, 0.023
090275, 54.072086, -28.051512, 0.14, 0.13958, nan, nan, PanPlus, 39.118, 0.1265, 0.000209939, 7.92118e-06, -1.10676, 0.17277, 55494.406, 0.134, -0.0280816, 0.0315616, -0.04, nan, 10.184, 0.008
100090, 131.827972, 43.408115, 0.1721, 0.17282, nan, nan, PanPlus, 39.8494, 0.1361, 8.49169e-05, 3.08508e-06, -1.02417, 0.3321, 55506.34, 0.384, 0.0499433, 0.0316627, 3.0, nan, 9.978, 0.071
100101, 132.140976, 43.985249, 0.4288, 0.42967, nan, nan, PanPlus, 42.0941, 0.1576, 1.70598e-05, 7.68979e-07, -0.756972, 0.48073, 55517.445, 0.587, -0.0627177, 0.0419712, 1.54, nan, 11.578, 0.16
100405, 53.628551, -27.320578, 0.1034, 0.10298, nan, nan, PanPlus, 38.2636, 0.128, 0.000382045, 2.99664e-05, -0.915765, 0.36837, 55534.188, 0.192, 0.054135, 0.0549602, 1.53, nan, 10.3204, 0.1
110425, 132.011475, 44.449287, 0.38, 0.38083, nan, nan, PanPlus, 41.5584, 0.1401, 2.32097e-05, 1.03194e-06, -0.19292, 0.42125, 55555.129, 0.38, 0.0208435, 0.0365752, -0.23, nan, 9.563, 0.342
110430, 132.249557, 44.865685, 0.42, 0.42085, nan, nan, PanPlus, 41.797, 0.1627, 1.75445e-05, 8.44525e-07, -0.883552, 0.57111, 55553.992, 0.521, 0.0231143, 0.0430149, -0.24, nan, 9.14, 0.492
110460, 53.844757, -27.840279, 0.2, 0.19956, nan, nan, PanPlus, 39.9724, 0.1533, 9.12223e-05, 3.53743e-06, -0.120424, 0.26023, 55560.793, 0.332, 0.0274046, 0.0371698, -0.04, nan, 9.5517, 0.1
110567, 52.713146, -26.459984, 0.2149, 0.21442, nan, nan, PanPlus, 40.1075, 0.1638, 5.36752e-05, 2.91299e-06, -1.00934, 0.46865, 55550.539, 0.175, 0.15741, 0.0491623, -0.09, nan, 11.403, 0.006
120085, 150.470947, 2.042647, 0.3206, 0.32214, nan, nan, PanPlus, 40.8302, 0.1381, 3.23909e-05, 1.50081e-06, -2.27663, 0.32728, 55571.223, 0.304, 0.0559661, 0.0423879, 5.13, nan, 10.9, 0.115
120143, 163.682434, 58.626564, 0.173, 0.1736, nan, nan, PanPlus, 39.4362, 0.1227, 0.000184378, 5.42639e-06, -0.266072, 0.14636, 55567.781, 0.207, -0.0619164, 0.0263818, 2.28, nan, 9.163, 0.213
120336, 149.082336, 1.409467, 0.16, 0.16134, nan, nan, PanPlus, 39.4385, 0.1261, 0.000135336, 4.59281e-06, -0.232666, 0.1755, 55585.219, 0.173, 0.0587972, 0.0287844, -0.04, nan, 9.757, 0.584
120369, 150.995255, 2.262419, 0.329, 0.33055, nan, nan, PanPlus, 41.3586, 0.1279, 3.74455e-05, 1.58031e-06, -0.204693, 0.32799, 55584.305, 0.33, -0.110116, 0.0318097, 1.17, nan, 10.563, 0.166
120586, 52.146969, -27.340967, 0.23, 0.22951, nan, nan, PanPlus, 40.3035, 0.157, 7.96116e-05, 5.13042e-06, -0.299436, 0.83191, 55590.449, 0.708, -0.0494261, 0.0463928, 0.1, nan, 9.483, 0.559
130308, 213.237793, 52.74366, 0.08177, 0.08221, nan, nan, PanPlus, 37.9039, 0.1234, 0.00046434, 1.60331e-05, -1.01808, 0.15204, 55595.492, 0.217, 0.0994734, 0.0304652, -0.15, nan, 10.1141, 0.513
150254, 183.21106, 47.14576, 0.2742, 0.27508, nan, nan, PanPlus, 40.6582, 0.1201, 4.33136e-05, 1.36836e-06, -0.051054, 0.1712, 55678.262, 0.239, 0.0818528, 0.0269019, 0.07, nan, 9.355, 0.439
150522, 151.369812, 1.856136, 0.2292, 0.23064, nan, nan, PanPlus, 40.1304, 0.1395, 7.31203e-05, 3.30643e-06, -0.364315, 0.32345, 55684.625, 0.024, 0.0611372, 0.0356174, 1.18, nan, 10.745, 0.029
160126, 163.283539, 57.20126, 0.3595, 0.36023, nan, nan, PanPlus, 41.212, 0.1628, 3.22026e-05, 1.55894e-06, -0.595795, 0.76464, 55710.723, 0.787, 0.0106934, 0.047063, 1.39, nan, 10.914, 0.088
160197, 241.617432, 53.871807, 0.3535, 0.35361, nan, nan, PanPlus, 41.4958, 0.1473, 2.74235e-05, 1.05989e-06, -0.206368, 0.35276, 55711.535, 0.545, -0.0150852, 0.039307, 0.57, nan, 10.158, 0.073
170078, 186.183167, 47.668144, 0.32, 0.32089, nan, nan, PanPlus, 41.3573, 0.1624, 3.17898e-05, 1.58293e-06, -1.11394, 0.53209, 55727.617, 0.587, -0.0897444, 0.0435661, 1.7, nan, 10.419, 0.045
170428, 243.618469, 54.003021, 0.3, 0.30007, nan, nan, PanPlus, 41.0534, 0.126, 3.37553e-05, 1.35833e-06, -0.99189, 0.23115, 55738.008, 0.493, -0.0085061, 0.0305046, 0.3, nan, 9.1073, 0.1
190230, 333.936981, 0.422539, 0.14, 0.13864, nan, nan, PanPlus, 39.1499, 0.1245, 0.00021268, 8.2216e-06, -1.40534, 0.13545, 55799.871, 0.151, -0.0614812, 0.0280503, 0.17, nan, 10.1494, 0.028
190237, 243.25528, 55.486038, 0.2293, 0.22936, nan, nan, PanPlus, 40.4518, 0.1506, 5.38469e-05, 1.86256e-06, -1.31019, 0.62885, 55801.09, 0.418, 0.0133773, 0.0343641, 1.34, nan, 10.878, 0.013
310039, 36.215565, -3.344772, 0.1725, 0.17156, nan, nan, PanPlus, 39.5758, 0.1239, 0.000128098, 4.12911e-06, -0.298274, 0.12898, 55823.238, 0.139, 0.0282399, 0.0273741, -0.03, nan, 9.953, 0.011
310051, 353.411621, -0.552478, 0.272, 0.27045, nan, nan, PanPlus, 40.5954, 0.1271, 4.29306e-05, 1.73696e-06, -0.355758, 0.24638, 55820.031, 0.117, 0.11025, 0.0315584, 0.21, nan, 10.435, 0.103
310188, 35.277637, -4.519644, 0.32, 0.31893, nan, nan, PanPlus, 41.2598, 0.127, 3.65392e-05, 1.30644e-06, -0.214461, 0.24144, 55825.148, 0.285, -0.0598346, 0.0312332, 1.01, nan, 11.264, 0.071
310238, 35.526791, -3.233292, 0.285, 0.28395, nan, nan, PanPlus, 40.6627, 0.1262, 6.10802e-05, 1.94221e-06, -0.285723, 0.16589, 55838.914, 0.158, -0.072517, 0.0270193, 0.94, nan, 9.906, 0.167
310574, 352.985931, 0.536272, 0.238, 0.23649, nan, nan, PanPlus, 40.3577, 0.1301, 7.17703e-05, 2.65061e-06, -0.383404, 0.16093, 55841.035, 0.15, -0.0143413, 0.0314197, -0.08, nan, 10.234, 0.143
320258, 34.747997, -4.880739, 0.342, 0.3409, nan, nan, PanPlus, 41.2015, 0.153, 3.18294e-05, 1.37312e-06, -1.86288, 0.3906, 55854.168, 0.504, -0.0569787, 0.0437312, 0.2, nan, 10.956, 0.045
330022, 35.324089, -2.949125, 0.2649, 0.26387, nan, nan, PanPlus, 40.3964, 0.1462, 5.74879e-05, 3.30302e-06, -1.2436, 0.29988, 55870.176, 0.304, 0.0168172, 0.0447007, 1.99, nan, 10.979, 0.085
330023, 35.798058, -2.780092, 0.1816, 0.18064, nan, nan, PanPlus, 39.8613, 0.1392, 0.000163908, 1.25505e-05, -0.222824, 0.29319, 55877.535, 0.338, -0.154819, 0.0548813, 0.96, nan, 10.623, 0.04
330146, 36.717678, -3.120553, 0.136, 0.1351, nan, nan, PanPlus, 39.0971, 0.1336, 0.000164246, 6.1414e-06, -2.01583, 0.34626, 55892.906, 0.255, 0.0067242, 0.0332712, 0.21, nan, 9.8774, 0.1
340229, 35.879009, -2.860444, 0.142, 0.14108, nan, nan, PanPlus, 39.1299, 0.1404, 0.00017372, 2.23952e-05, -1.40896, 0.85077, 55919.117, 0.569, 0.00697246, 0.0876402, -0.05, nan, 9.69378, 0.1
350027, 163.119247, 57.807198, 0.305, 0.30568, nan, nan, PanPlus, 41.0411, 0.1229, 3.38232e-05, 1.79664e-06, -0.429799, 0.31017, 55941.293, 0.286, 0.047515, 0.0404066, -0.12, nan, 11.059, 0.025
350047, 163.261978, 58.136345, 0.233, 0.23364, nan, nan, PanPlus, 40.5247, 0.1682, 5.93431e-05, 4.1046e-06, -2.39754, 0.41576, 55935.711, 0.373, -0.121109, 0.0587589, 1.38, nan, 10.491, 0.02
350050, 161.079681, 58.076195, 0.404, 0.40472, nan, nan, PanPlus, 41.469, 0.1559, 2.74342e-05, 1.40449e-06, -0.294148, 0.43136, 55923.195, 0.494, 0.00302433, 0.0375132, 2.17, nan, 10.504, 0.336
350080, 130.634903, 43.99889, 0.285, 0.28577, nan, nan, PanPlus, 40.7842, 0.1468, 5.67755e-05, 1.96355e-06, -0.344721, 0.42417, 55949.109, 0.494, -0.0732772, 0.0321234, -0.02, nan, 11.229, 0.142
350233, 149.466324, 3.482358, 0.168, 0.16935, nan, nan, PanPlus, 39.6015, 0.1246, 0.000131575, 4.46727e-06, -0.467632, 0.14055, 55957.742, 0.122, -0.000570742, 0.0272738, 0.06, nan, 9.181, 0.145
350316, 131.46904, 43.818844, 0.079, 0.07966, nan, nan, PanPlus, 37.6777, 0.1192, 0.000896, 3.15452e-05, -0.424031, 0.0865602, 55965.125, 0.075, -0.0602973, 0.0276195, 1.4, nan, 8.61131, 0.566
360156, 150.807251, 1.895289, 0.04551, 0.04673, nan, nan, PanPlus, 36.5887, 0.1295, 0.00205629, 8.04209e-05, -0.878378, 0.14627, 55988.633, 0.18, -0.0172935, 0.0352432, -0.14, nan, 9.8038, 0.045
370066, 130.348587, 43.054436, 0.09, 0.09066, nan, nan, PanPlus, 38.1179, 0.1311, 0.000679225, 2.39198e-05, -0.0550499, 0.46464, 56001.281, 0.307, -0.0892074, 0.0319642, -0.06, nan, 9.12019, 0.034
370566, 159.985092, 58.414917, 0.0708, 0.07134, nan, nan, PanPlus, 37.5162, 0.127, 0.000933979, 3.11927e-05, -0.20056, 0.10192, 56024.875, 0.106, -0.00341569, 0.0337753, -0.16, nan, 9.18771, 0.192
370595, 150.49765, 1.325147, 0.18, 0.18138, nan, nan, PanPlus, 39.7675, 0.1223, 0.000149266, 4.86906e-06, -0.0560235, 0.16305, 56025.734, 0.144, -0.0694656, 0.0268296, 0.07, nan, 10.324, 0.128
380279, 149.827026, 2.934883, 0.3479, 0.34946, nan, nan, PanPlus, 41.3403, 0.1456, 2.75948e-05, 1.21103e-06, -1.74534, 0.60132, 56033.285, 0.112, -0.04038, 0.0396296, -0.13, nan, 10.971, 0.026
380318, 150.413193, 3.249842, 0.3367, 0.33825, nan, nan, PanPlus, 41.2626, 0.156, 3.47005e-05, 2.30714e-06, -0.230024, 0.62471, 56025.98, 0.58, -0.0315984, 0.0526967, -0.13, nan, 11.443, 0.016
390627, 212.627335, 53.89996, 0.16, 0.16045, nan, nan, PanPlus, 39.534, 0.1327, 0.00018835, 1.11017e-05, -1.70102, 0.25441, 56077.859, 0.188, -0.185184, 0.0437881, 0.48, nan, 11.254, 0.022
420100, 333.105316, 0.851414, 0.09762, 0.09632, nan, nan, PanPlus, 38.1821, 0.1587, 0.000568103, 7.97675e-05, -1.95687, 0.41856, 56128.816, 0.222, -0.137542, 0.0902662, 0.21, nan, 10.4332, 0.194
420407, 333.949005, -0.315517, 0.2466, 0.24512, nan, nan, PanPlus, 40.5903, 0.1491, 6.06032e-05, 3.62771e-06, -0.28725, 0.25753, 56174.453, 0.305, -0.0267272, 0.0394181, 0.96, nan, 10.504, 0.158
420414, 334.276184, 0.0287, 0.294, 0.29246, nan, nan, PanPlus, 40.7997, 0.1663, 4.62223e-05, 2.54613e-06, -0.991111, 0.31619, 56176.875, 0.428, -0.0264116, 0.0462838, 0.04, nan, 11.004, 0.032
440008, 52.673477, -28.863211, 0.147, 0.14656, nan, nan, PanPlus, 39.266, 0.1228, 0.000178953, 5.34131e-06, -0.308413, 0.19049, 56216.336, 0.146, 0.00926821, 0.026438, 0.1, nan, 9.32684, 0.21
440050, 333.866943, 1.549489, 0.287, 0.28547, nan, nan, PanPlus, 40.81, 0.1504, 5.18036e-05, 2.42176e-06, -0.182859, 0.69949, 56217.113, 0.569, -0.0355746, 0.0397385, -0.01, nan, 11.03, 0.035
440236, 37.101852, -4.424606, 0.43, 0.42888, nan, nan, PanPlus, 41.8215, 0.145, 2.24423e-05, 8.86324e-07, -0.735861, 0.5163, 56208.25, 0.475, -0.0727909, 0.0367973, -0.06, nan, 11.413, 0.184
440285, 36.804253, -4.128797, 0.18, 0.17907, nan, nan, PanPlus, 39.8353, 0.1388, 0.000102315, 5.94651e-06, -1.44025, 0.21155, 56194.191, 0.106, -0.0241888, 0.0440497, 0.92, nan, 10.634, 0.01
440509, 34.84964, -5.430367, 0.32, 0.31892, nan, nan, PanPlus, 41.0133, 0.149, 4.68523e-05, 3.66026e-06, -0.494235, 0.67825, 56229.137, 0.6, -0.086782, 0.0614341, 0.47, nan, 11.8593, 0.1
450082, 353.356018, 0.310492, 0.25, 0.24848, nan, nan, PanPlus, 40.5322, 0.1283, 7.17243e-05, 2.59126e-06, -0.0753325, 0.322, 56246.949, 0.316, -0.060575, 0.0281497, 0.17, nan, 10.292, 0.082
460003, 128.83551, 43.855457, 0.15, 0.15067, nan, nan, PanPlus, 39.2701, 0.1256, 0.000206505, 6.8018e-06, -0.822126, 0.11512, 56278.527, 0.112, -0.0606294, 0.0276729, -0.04, nan, 10.8761, 0.1
460105, 129.369904, 44.045273, 0.21, 0.21071, nan, nan, PanPlus, 40.0624, 0.1366, 9.28703e-05, 3.88743e-06, -1.68754, 0.18457, 56289.305, 0.228, -0.0864293, 0.0359759, -0.05, nan, 11.601, 0.037
470244, 130.407776, 43.771503, 0.36, 0.36081, nan, nan, PanPlus, 41.5322, 0.1375, 3.13388e-05, 1.39323e-06, -0.22404, 0.34445, 56318.891, 0.284, -0.116157, 0.0393063, 0.51, nan, 9.115, 0.901
480184, 129.735458, 43.313931, 0.33, 0.3308, nan, nan, PanPlus, 41.2792, 0.1511, 2.05929e-05, 9.93292e-07, -2.17854, 0.51248, 56334.156, 0.204, 0.0894739, 0.0447676, -0.02, nan, 11.073, 0.04
490007, 184.267822, 46.627476, 0.05439, 0.05513, nan, nan, PanPlus, 36.9592, 0.1237, 0.00161045, 5.81778e-05, -0.206413, 0.0866544, 56365.688, 0.076, -0.0157836, 0.0329145, -0.18, nan, 9.16275, 0.067
490037, 149.957199, 0.816617, 0.4219, 0.42355, nan, nan, PanPlus, 41.7646, 0.1518, 2.78498e-05, 1.89528e-06, -0.0478332, 0.48504, 56370.465, 0.374, -0.114346, 0.0452323, 0.07, nan, 11.417, 0.238
490521, 148.865173, 1.575294, 0.34, 0.34155, nan, nan, PanPlus, 41.2648, 0.1554, 1.78721e-05, 1.76028e-06, -0.294635, 0.50152, 56370.375, 0.556, 0.2681, 0.0700065, -0.21, nan, 10.715, 0.821
500065, 214.087631, 54.134895, 0.285, 0.28548, nan, nan, PanPlus, 40.706, 0.1404, 9.07907e-05, 7.60739e-06, -0.260786, 0.41031, 56368.109, 0.156, -0.258529, 0.0520623, 0.45, nan, 10.016, 0.282
500100, 131.638519, 45.356152, 0.31, 0.31077, nan, nan, PanPlus, 41.1626, 0.1316, 4.00812e-05, 1.34298e-06, -0.732913, 0.41419, 56391.84, 0.399, -0.0935565, 0.029912, 0.54, nan, 10.898, 0.069
500504, 212.459198, 53.477791, 0.199, 0.19948, nan, nan, PanPlus, 39.7679, 0.1383, 8.30821e-05, 3.18832e-06, -0.797463, 0.25699, 56415.387, 0.073, 0.11601, 0.036327, 1.63, nan, 11.075, 0.0845
510266, 214.033157, 51.732117, 0.44, 0.44059, nan, nan, PanPlus, 41.8235, 0.1373, 2.73771e-05, 9.83329e-07, -0.459286, 0.31751, 56430.727, 0.33, -0.160686, 0.0329926, 0.58, nan, 11.806, 0.111
520019, 241.861191, 54.457806, 0.263, 0.26309, nan, nan, PanPlus, 40.7311, 0.137, 5.02922e-05, 2.47019e-06, -0.493321, 0.27526, 56440.031, 0.299, -0.01393, 0.0375544, 0.83, nan, 11.266, 0.108
520023, 245.239151, 55.154831, 0.268, 0.26804, nan, nan, PanPlus, 40.562, 0.1686, 5.99947e-05, 4.78487e-06, -0.595293, 0.47343, 56441.508, 0.545, -0.0279487, 0.0607348, 0.17, nan, 11.324, 0.013
520041, 184.138382, 45.962044, 0.5443, 0.5454, nan, nan, PanPlus, 42.7597, 0.1597, 1.2195e-05, 7.10016e-07, -0.101942, 0.83308, 56456.559, 0.826, -0.169196, 0.0577166, 2.41, nan, 10.672, 0.272
520071, 215.503983, 53.619328, 0.411, 0.41152, nan, nan, PanPlus, 41.9599, 0.1353, 1.97153e-05, 9.47083e-07, -0.204256, 0.4322, 56461.543, 0.433, -0.0461185, 0.040149, 1.69, nan, 10.641, 0.319
520077, 244.662933, 55.684216, 0.25, 0.25004, nan, nan, PanPlus, 40.7105, 0.1477, 5.45843e-05, 2.36499e-06, -1.63328, 0.38162, 56448.648, 0.154, -0.109544, 0.0391416, 2.21, nan, 11.3931, 0.1
530112, 333.569214, 0.920858, 0.316, 0.31444, nan, nan, PanPlus, 41.2385, 0.1325, 3.38545e-05, 1.37893e-06, -0.639454, 0.27245, 56487.719, 0.283, -0.0427307, 0.0336123, 1.15, nan, 10.678, 0.1275
540163, 36.07233, -3.309342, 0.3305, 0.32943, nan, nan, PanPlus, 41.345, 0.1178, 2.65182e-05, 6.76248e-07, -0.255732, 0.32888, 56516.238, 0.256, 0.0499877, 0.013383, 1.24, nan, 10.359, 0.374
550218, 332.927094, 0.901281, 0.389, 0.38735, nan, nan, PanPlus, 41.6243, 0.1872, 2.43634e-05, 2.20606e-06, -1.55482, 0.50099, 56556.004, 0.499, -0.105249, 0.0661426, -0.21, nan, 9.1626, 0.1
560027, 35.850624, -3.083947, 0.44, 0.43883, nan, nan, PanPlus, 41.8581, 0.1937, 2.6237e-05, 1.30995e-06, -0.462099, 0.61157, 56569.207, 0.613, -0.155135, 0.0516523, -0.06, nan, 12.1047, 0.1
560033, 353.598633, -0.683075, 0.08, 0.07869, nan, nan, PanPlus, 37.7834, 0.1198, 0.000545518, 2.14229e-05, -0.242564, 0.14847, 56578.41, 0.115, 0.10379, 0.0292918, -0.14, nan, 9.07144, 0.368
560087, 352.675507, -1.555989, 0.308, 0.30641, nan, nan, PanPlus, 41.0314, 0.1572, 4.34615e-05, 2.45561e-06, -1.47396, 0.43315, 56605.508, 0.549, -0.121815, 0.0482239, -0.11, nan, 11.27, 0.015
