# Created by M.D. Woods -- 2024-12-10 14:13:59.817869 -- HUBBLE RESID STD: 0.12958548329063316
# Cuts: {'z': 0.015, 'c': (-0.6, 0.6), 'x1': (-3.2, 0), 'c_err': 0.1, 'x1_err': 1, 't0_err': 1, 'mu_err': 0.2}
# Avg. 'c': -0.00551355667549669 +/- 0.036976974635761585
# Avg. 'x1': -0.8959520376324503 +/- 0.26954806175496693
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, x0, x0_err, x1, x1_err, t0, t0_err, c, c_err, chisquare, chisquare_err, hostMass, hostMass_err
18809, 50.881317, 0.666634, 0.129, 0.12837, nan, nan, PanPlus, 38.8787, 0.13, 0.000276208, 1.59923e-05, -1.17151, 0.18384, 54383.145, 0.275, -0.059702, 0.0267068, 0.09, nan, 10.6395, 0.072
18927, 46.682472, -0.754019, 0.214, 0.21323, nan, nan, PanPlus, 40.0056, 0.1435, 7.17624e-05, 3.7345e-06, -0.587144, 0.38769, 54386.828, 0.402, 0.12107, 0.0399354, 0.32, nan, 11.503, 0.005
18940, 10.348955, 0.411951, 0.21236, 0.21099, nan, nan, PanPlus, 40.0643, 0.1395, 9.30517e-05, 3.64913e-06, -0.845979, 0.25968, 54396.734, 0.206, -0.0313409, 0.0374459, -0.1, nan, 10.226, 0.077
18965, 13.509144, 1.069021, 0.20587, 0.20454, nan, nan, PanPlus, 40.0047, 0.1404, 0.000118353, 4.28641e-06, -0.621722, 0.23088, 54395.355, 0.189, -0.107256, 0.0348861, -0.07, nan, 10.63, 0.11
19174, 25.659727, 1.030393, 0.1647, 0.16357, nan, nan, PanPlus, 39.3593, 0.1349, 0.000141853, 5.24538e-06, -0.749514, 0.21771, 54394.883, 0.195, 0.058425, 0.0312867, 0.72, nan, 11.02, 0.054
19230, 332.891022, 0.764785, 0.221, 0.21955, nan, nan, PanPlus, 40.0025, 0.1547, 6.99241e-05, 3.54219e-06, -1.64798, 0.4587, 54390.457, 0.435, 0.083332, 0.0448868, 0.93, nan, 10.516, 0.102
19341, 15.860297, 0.331394, 0.23676, 0.23543, nan, nan, PanPlus, 40.3282, 0.1549, 6.06042e-05, 2.83114e-06, -1.53367, 0.37725, 54393.281, 0.326, 0.0239067, 0.0438826, -0.2, nan, 11.015, 0.083
19543, 357.908356, 0.279826, 0.123, 0.12165, nan, nan, PanPlus, 38.9205, 0.1259, 0.000238701, 7.50147e-06, -0.829304, 0.14018, 54401.004, 0.122, -0.0142949, 0.023948, 1.32, nan, 8.61533, 0.101
19702, 47.754841, 0.356752, 0.269, 0.26822, nan, nan, PanPlus, 40.7276, 0.1691, 5.13956e-05, 3.3886e-06, -1.09041, 0.47879, 54397.219, 0.397, -0.0582795, 0.0524586, 0.0, nan, 9.896, 0.124
19775, 318.956085, 0.651289, 0.13809, 0.13687, nan, nan, PanPlus, 39.0794, 0.1302, 0.000173639, 8.69237e-06, -0.219175, 0.20453, 54404.422, 0.188, 0.10474, 0.0295796, 0.03, nan, 10.0494, 0.104
19968, 24.348734, -0.311997, 0.05594, 0.0549, nan, nan, PanPlus, 36.8721, 0.1326, 0.00142048, 3.75986e-05, -1.8805, 0.1706, 54412.684, 0.102, -0.0273375, 0.022889, 0.05, nan, 9.99998, 0.064
19990, 34.806366, -0.384841, 0.24988, 0.24883, nan, nan, PanPlus, 40.5489, 0.1499, 6.41087e-05, 3.08497e-06, -1.30526, 0.34663, 54403.375, 0.314, -0.089407, 0.0460354, 0.07, nan, 10.628, 0.154
20048, 339.308075, 0.736387, 0.18532, 0.18388, nan, nan, PanPlus, 39.8778, 0.1581, 9.80191e-05, 4.9757e-06, -0.678153, 0.51708, 54410.227, 0.37, 0.0229248, 0.0383248, 0.56, nan, 10.86, 0.09
20088, 13.205203, 0.6315, 0.24453, 0.24316, nan, nan, PanPlus, 40.3814, 0.1314, 9.69709e-05, 2.98554e-06, -0.206926, 0.21114, 54407.797, 0.204, -0.153993, 0.0325292, -0.07, nan, 11.383, 0.098
20111, 354.394379, 0.248099, 0.24419, 0.24267, nan, nan, PanPlus, 40.5173, 0.1631, 6.21541e-05, 2.84698e-06, -0.0277683, 0.61396, 54410.051, 0.513, 0.0161293, 0.045164, 0.24, nan, 10.934, 0.119
20227, 349.119995, -0.098497, 0.2773, 0.27574, nan, nan, PanPlus, 40.8037, 0.1673, 5.65563e-05, 2.46386e-06, -1.21517, 0.55612, 54408.469, 0.544, -0.137581, 0.0466337, 0.08, nan, 11.046, 0.149
20245, 341.705536, 0.75629, 0.302, 0.30041, nan, nan, PanPlus, 40.7139, 0.1729, 4.81727e-05, 3.19276e-06, -0.571245, 0.92049, 54411.895, 0.625, 0.054058, 0.0539761, 1.84, nan, 11.74, 0.084
20581, 337.703003, 0.01074, 0.20481, 0.20336, nan, nan, PanPlus, 39.9099, 0.1447, 0.000127941, 5.72978e-06, -0.427231, 0.45725, 54416.949, 0.412, -0.111235, 0.0342494, 0.3, nan, 9.903, 0.048
20625, 5.683364, -0.47901, 0.10813, 0.10684, nan, nan, PanPlus, 38.5593, 0.126, 0.000366794, 1.08322e-05, -0.10632, 0.20664, 54423.59, 0.178, 0.00458155, 0.0235382, 0.2, nan, 10.0166, 0.048
20687, 16.718126, 1.154068, 0.19154, 0.19026, nan, nan, PanPlus, 39.7484, 0.1673, 8.27519e-05, 3.75518e-06, -0.648237, 0.7401, 54420.984, 0.795, 0.1466, 0.0459024, 0.16, nan, 10.976, 0.064
20764, 26.120781, 0.229765, 0.1659, 0.16478, nan, nan, PanPlus, 39.4242, 0.1321, 0.000177365, 4.77814e-06, -1.41776, 0.35551, 54421.656, 0.342, -0.100007, 0.00817741, 0.36, nan, 11.011, 0.075
21510, 7.352812, 0.831497, 0.14957, 0.14824, nan, nan, PanPlus, 39.0543, 0.1386, 0.000289681, 9.66392e-06, -0.810306, 0.32468, 54429.457, 0.306, -0.147777, 0.0275869, 1.93, nan, 9.95805, 0.056
21669, 11.61416, -1.062266, 0.12407, 0.12282, nan, nan, PanPlus, 38.6389, 0.1251, 0.000347535, 2.69582e-05, -1.28599, 0.61335, 54429.977, 0.967, -0.0700008, 0.00182403, 1.75, nan, 11.2944, 0.096
22075, 29.963102, 1.216465, 0.13003, 0.129, nan, nan, PanPlus, 38.8388, 0.1357, 0.000243831, 8.07023e-06, -1.68017, 0.33878, 54425.945, 0.31, -0.0247031, 0.0290476, 0.36, nan, 10.7935, 0.067
03D1ax, 36.097172, -4.72067, 0.49692, 0.49572, nan, nan, PanPlus, 42.2164, 0.1311, 1.48233e-05, 3.50694e-07, -0.727498, 0.10132, 52915.922, 0.111, -0.100569, 0.0284163, -0.07, nan, 11.58, 0.1125
03D1bp, 36.657234, -4.838779, 0.347, 0.34594, nan, nan, PanPlus, 41.4377, 0.1273, 2.49415e-05, 7.00908e-07, -1.14921, 0.11023, 52920.246, 0.103, -0.0411878, 0.026571, 0.97, nan, 10.821, 0.1235
03D1fq, 36.731934, -4.302217, 0.8, 0.79858, nan, nan, PanPlus, 43.6855, 0.1807, 3.59502e-06, 1.48775e-07, -1.03288, 0.40114, 52999.188, 0.651, -0.0532772, 0.0631497, 0.45, nan, 10.651, 0.127
04D1dc, 36.576935, -4.311968, 0.211, 0.21004, nan, nan, PanPlus, 39.9798, 0.1239, 8.58061e-05, 2.38941e-06, -1.23108, 0.0619728, 53230.668, 0.159, -0.00360702, 0.024615, 0.57, nan, 10.635, 0.0415
04D1oh, 36.259838, -4.236187, 0.59, 0.58873, nan, nan, PanPlus, 42.6294, 0.1396, 9.8914e-06, 2.79118e-07, -0.071196, 0.20717, 53308.27, 0.206, -0.0633532, 0.0327187, 0.03, nan, 9.17, 0.1525
04D1pc, 36.603649, -4.3994, 0.77, 0.7686, nan, nan, PanPlus, 43.5859, 0.1524, 3.48339e-06, 1.15244e-07, -0.411426, 0.33452, 53324.852, 0.473, 0.0896505, 0.0597337, 0.84, nan, 10.418, 0.1795
04D1pp, 36.301994, -4.701584, 0.735, 0.73362, nan, nan, PanPlus, 43.1637, 0.1446, 5.8231e-06, 1.62647e-07, -1.36512, 0.21387, 53320.375, 0.349, -0.110226, 0.0496554, 0.07, nan, 11.382, 0.0895
04D1sa, 36.983994, -4.176071, 0.585, 0.58375, nan, nan, PanPlus, 42.7866, 0.1492, 8.47704e-06, 2.47753e-07, -0.439349, 0.28738, 53360.227, 0.319, -0.0610783, 0.0344673, 0.48, nan, 10.623, 0.064
04D2al, 150.468643, 2.164106, 0.836, 0.83814, nan, nan, PanPlus, 43.4692, 0.1944, 4.25731e-06, 2.32857e-07, -1.33342, 0.75358, 53034.727, 0.501, -0.0909991, 0.0725071, 0.0, nan, 9.642, 0.219
04D2an, 150.217957, 2.04123, 0.62, 0.62188, nan, nan, PanPlus, 42.7448, 0.1594, 8.42805e-06, 2.42466e-07, -0.31034, 0.39321, 53031.148, 0.286, -0.0462117, 0.0442, 0.09, nan, 7.542, 0.574
04D2cf, 150.483704, 1.879478, 0.369, 0.37059, nan, nan, PanPlus, 41.4704, 0.1342, 2.35529e-05, 8.64938e-07, -0.870193, 0.18596, 53075.883, 0.646, -0.0135361, 0.0316413, -0.02, nan, 10.809, 0.1575
04D2gb, 150.594452, 1.894161, 0.45, 0.45169, nan, nan, PanPlus, 41.7074, 0.142, 1.56959e-05, 4.09788e-07, -1.58794, 0.17092, 53108.398, 0.205, 0.0263923, 0.0333548, 4.51, nan, 10.246, 0.09
04D2mc, 150.148132, 1.784181, 0.348, 0.34957, nan, nan, PanPlus, 41.0984, 0.127, 2.25719e-05, 7.45201e-07, -1.78975, 0.11592, 53367.168, 0.125, 0.0840372, 0.029108, 3.47, nan, 10.96, 0.118
04D3co, 214.458252, 52.963612, 0.62, 0.62063, nan, nan, PanPlus, 42.8505, 0.1119, 6.96488e-06, 2.01712e-07, -0.66685, 0.19265, 53101.484, 0.262, -0.0200023, 0.00407824, -0.23, nan, 9.517, 0.243
04D3cy, 214.551804, 52.658333, 0.643, 0.64364, nan, nan, PanPlus, 42.9518, 0.1745, 6.97168e-06, 2.23021e-07, -0.195261, 0.20323, 53101.098, 0.265, -0.0320855, 0.0620063, -0.43, nan, 9.98, 0.212
04D3do, 214.442001, 52.267551, 0.61, 0.61064, nan, nan, PanPlus, 42.8092, 0.1408, 8.59221e-06, 2.09579e-07, -0.826076, 0.14586, 53113.004, 0.409, -0.108679, 0.0340947, -0.22, nan, 10.485, 0.071
04D3ez, 214.782883, 53.071991, 0.263, 0.26348, nan, nan, PanPlus, 40.5061, 0.1224, 4.91371e-05, 1.21913e-06, -1.08966, 0.0826836, 53115.477, 0.129, 0.0319702, 0.0242594, 0.6, nan, 10.29, 0.012
04D3fk, 214.6091, 52.528469, 0.3578, 0.35833, nan, nan, PanPlus, 41.3365, 0.1229, 2.25096e-05, 5.30991e-07, -0.395227, 0.0811257, 53126.93, 0.084, 0.0786812, 0.0229444, 0.24, nan, 10.189, 0.0765
04D3fq, 214.24118, 52.379471, 0.742, 0.74269, nan, nan, PanPlus, 43.2631, 0.1786, 5.29086e-06, 1.7739e-07, -0.40233, 0.35435, 53120.203, 0.508, -0.0388391, 0.0646333, -0.54, nan, 9.299, 0.0455
04D3gt, 215.635803, 52.646919, 0.451, 0.45155, nan, nan, PanPlus, 41.8211, 0.1274, 1.14568e-05, 2.79112e-07, -0.229411, 0.11052, 53137.84, 0.147, 0.19183, 0.0276485, 2.12, nan, 11.34, 0.0945
04D3hn, 215.528732, 52.228588, 0.552, 0.5526, nan, nan, PanPlus, 42.3483, 0.1326, 9.17198e-06, 2.23873e-07, -0.566706, 0.12049, 53137.148, 0.177, 0.0816935, 0.0338398, 1.53, nan, 10.79, 0.022
04D3lp, 214.962112, 52.503197, 0.983, 0.98377, nan, nan, PanPlus, 44.2577, 0.1721, 2.36778e-06, 2.09188e-07, -1.3348, 0.55592, 53148.809, 0.182, 0.0198983, 0.0553038, 0.41, nan, 8.895, 0.125
04D3lu, 215.283203, 52.974792, 0.822, 0.82269, nan, nan, PanPlus, 43.6601, 0.1588, 4.1495e-06, 1.46248e-07, -0.580883, 0.22513, 53169.137, 0.401, -0.110973, 0.054226, -0.35, nan, 11.111, 0.0765
04D3mk, 214.857346, 53.163692, 0.813, 0.81369, nan, nan, PanPlus, 43.6132, 0.1552, 4.43466e-06, 1.49152e-07, -0.269117, 0.28252, 53179.527, 0.332, -0.140318, 0.0517994, -0.43, nan, 9.719, 0.349
04D3ny, 214.734665, 52.187466, 0.81, 0.81071, nan, nan, PanPlus, 43.4607, 0.1754, 4.69375e-06, 2.2399e-07, -0.0716393, 0.49481, 53194.184, 0.638, -0.0116153, 0.0619694, -0.5, nan, 10.032, 0.262
04D4an, 333.987915, -17.695501, 0.613, 0.61125, nan, nan, PanPlus, 43.0826, 0.1568, 5.63222e-06, 2.05523e-07, -0.347339, 0.39603, 53183.684, 0.481, 0.0210397, 0.0394144, 3.04, nan, 10.541, 0.154
04D4dm, 333.856049, -17.245159, 0.811, 0.80903, nan, nan, PanPlus, 43.54, 0.1688, 3.99613e-06, 1.61249e-07, -0.279215, 0.31274, 53199.652, 0.563, 0.00186193, 0.0628407, -0.72, nan, 8.977, 0.1235
04D4jw, 334.328705, -17.665495, 0.961, 0.95887, nan, nan, PanPlus, 44.1487, 0.1913, 2.87957e-06, 2.12685e-07, -0.655352, 0.40329, 53286.375, 0.649, -0.190672, 0.061729, 0.01, nan, 11.226, 0.1005
05D1cb, 36.737732, -4.117567, 0.632, 0.63071, nan, nan, PanPlus, 42.8127, 0.1356, 7.50037e-06, 2.02346e-07, -0.302384, 0.20859, 53616.836, 0.309, 0.0124498, 0.0409351, -0.11, nan, 10.111, 0.0795
05D1cc, 36.629868, -4.164801, 0.564, 0.56276, nan, nan, PanPlus, 42.5808, 0.1267, 8.93774e-06, 2.43233e-07, -0.146672, 0.15184, 53607.871, 0.23, -0.000220253, 0.0305109, -0.18, nan, 9.316, 0.2025
05D1ck, 36.103539, -4.7128, 0.617, 0.61571, nan, nan, PanPlus, 42.9559, 0.1381, 5.30738e-06, 1.60549e-07, -0.0207962, 0.25872, 53628.207, 0.271, 0.10824, 0.0368315, 0.69, nan, 9.724, 0.172
05D1ee, 36.194786, -4.000485, 0.559, 0.55775, nan, nan, PanPlus, 42.5812, 0.1384, 8.8068e-06, 2.41634e-07, -0.600123, 0.18404, 53660.637, 0.199, -0.000664521, 0.0333353, -0.12, nan, 10.973, 0.0875
05D2ab, 150.461853, 2.106329, 0.323, 0.32454, nan, nan, PanPlus, 41.1764, 0.1202, 3.63875e-05, 8.89606e-07, -0.15715, 0.0839217, 53381.254, 0.102, -0.0373291, 0.0214024, -0.01, nan, 10.098, 0.08
05D2ah, 150.369598, 1.86283, 0.18489, 0.18627, nan, nan, PanPlus, 39.803, 0.1225, 0.000113517, 3.03226e-06, -0.0678117, 0.0480243, 53382.715, 0.063, -0.0020994, 0.0238276, 0.0, nan, 9.21, 0.0145
05D2ay, 150.284668, 2.130321, 0.92, 0.92223, nan, nan, PanPlus, 43.9055, 0.1878, 3.19761e-06, 2.01553e-07, -0.481839, 0.59094, 53375.262, 0.873, 0.0431706, 0.0845626, -0.97, nan, 10.277, 0.1285
05D2bv, 150.570831, 2.2406, 0.474, 0.47571, nan, nan, PanPlus, 42.0365, 0.1252, 1.86656e-05, 4.35389e-07, -0.00321835, 0.12313, 53404.207, 0.141, -0.101826, 0.0239882, 0.7, nan, 8.838, 0.111
05D2bw, 149.627319, 2.536402, 0.92, 0.92222, nan, nan, PanPlus, 43.698, 0.1891, 4.14941e-06, 2.66149e-07, -0.282097, 0.48262, 53400.203, 0.464, -0.129845, 0.0613261, 0.25, nan, 9.144, 0.54
05D2ci, 150.008499, 2.215852, 0.63, 0.63189, nan, nan, PanPlus, 42.5207, 0.1611, 8.31305e-06, 3.22844e-07, -0.958839, 0.23903, 53427.863, 0.268, 0.0583025, 0.0496458, 4.74, nan, 10.977, 0.159
05D2ck, 150.188339, 2.572851, 0.698, 0.69997, nan, nan, PanPlus, 43.3386, 0.1851, 3.77333e-06, 1.40709e-07, -2.62699, 0.45485, 53416.84, 0.723, -0.000786565, 0.0673252, 0.41, nan, 10.941, 0.095
05D2ec, 149.8591, 2.013626, 0.64, 0.6419, nan, nan, PanPlus, 42.9572, 0.1571, 7.70516e-06, 2.33304e-07, -0.202973, 0.21129, 53440.355, 0.428, -0.100854, 0.0532063, -0.38, nan, 9.997, 0.0565
05D2hc, 150.019135, 1.886025, 0.35, 0.35157, nan, nan, PanPlus, 41.577, 0.1251, 1.9268e-05, 4.71864e-07, -0.680061, 0.16356, 53471.684, 0.141, 0.0372444, 0.0238657, 3.25, nan, 10.977, 0.092
05D2ie, 150.262054, 2.658085, 0.348, 0.34956, nan, nan, PanPlus, 41.4778, 0.1293, 2.92555e-05, 7.61317e-07, -0.0711778, 0.14058, 53480.965, 0.129, -0.0753991, 0.0254306, 1.18, nan, 9.287, 0.0525
05D3cf, 214.222458, 52.345055, 0.419, 0.41956, nan, nan, PanPlus, 41.9379, 0.1304, 1.52285e-05, 3.78506e-07, -0.253722, 0.17317, 53418.812, 0.21, 0.00791325, 0.0262437, 0.75, nan, 9.609, 0.138
05D3cq, 214.692352, 53.132137, 0.89, 0.89072, nan, nan, PanPlus, 43.528, 0.1633, 4.80225e-06, 1.90235e-07, -0.704836, 0.44769, 53450.797, 0.811, -0.192373, 0.0498384, 1.96, nan, 8.876, 0.27
05D3dd, 215.626862, 52.606792, 0.48, 0.48056, nan, nan, PanPlus, 42.1088, 0.1255, 1.50798e-05, 3.57128e-07, -0.213539, 0.12477, 53455.297, 0.103, -0.0306248, 0.0245475, 0.18, nan, 11.222, 0.097
05D3gp, 215.676315, 52.724689, 0.58, 0.5806, nan, nan, PanPlus, 42.6964, 0.1694, 8.9266e-06, 3.86555e-07, -0.485397, 0.38867, 53454.934, 0.353, -0.0712892, 0.0444817, -0.09, nan, 9.015, 0.185
05D3gv, 215.246887, 53.178879, 0.715, 0.71565, nan, nan, PanPlus, 43.1801, 0.1706, 5.80665e-06, 1.8737e-07, -0.835109, 0.25817, 53466.562, 0.299, -0.0594345, 0.0604391, -0.53, nan, 10.726, 0.113
05D3ha, 215.210129, 52.834038, 0.805, 0.80569, nan, nan, PanPlus, 43.4513, 0.1518, 4.04169e-06, 2.00804e-07, -0.196667, 0.38698, 53484.816, 0.296, 0.0950306, 0.061906, -0.62, nan, 11.164, 0.159
05D3jh, 214.355774, 52.618767, 0.718, 0.71867, nan, nan, PanPlus, 43.02, 0.1401, 7.43148e-06, 2.1821e-07, -0.628619, 0.18085, 53492.664, 0.359, -0.134771, 0.0478082, 1.6, nan, 10.815, 0.1385
05D3jr, 214.869781, 52.864849, 0.37, 0.37053, nan, nan, PanPlus, 41.4061, 0.1232, 2.02514e-05, 4.83671e-07, -0.901578, 0.11998, 53494.691, 0.269, 0.0495828, 0.0224336, 0.39, nan, 8.008, 0.833
05D3kt, 214.973831, 52.742985, 0.648, 0.64863, nan, nan, PanPlus, 42.9266, 0.1419, 5.88714e-06, 1.64184e-07, -0.440469, 0.19492, 53530.953, 0.273, 0.0647936, 0.04689, -0.42, nan, 9.138, 0.1745
05D3la, 215.355911, 52.357971, 0.936, 0.93675, nan, nan, PanPlus, 43.8124, 0.1544, 3.74439e-06, 1.7152e-07, -0.184704, 0.303, 53535.902, 0.407, -0.0985291, 0.0497963, -0.24, nan, 9.599, 0.104
05D3lc, 215.595505, 52.478867, 0.461, 0.46156, nan, nan, PanPlus, 42.0899, 0.1243, 1.47266e-05, 3.22999e-07, -0.737129, 0.10651, 53527.66, 0.179, -0.0452092, 0.0233224, -0.03, nan, 10.777, 0.054
05D3mn, 214.688507, 52.323147, 0.76, 0.76069, nan, nan, PanPlus, 43.2644, 0.1423, 5.63603e-06, 1.45047e-07, -0.208472, 0.28997, 53559.312, 0.328, -0.0341705, 0.0491425, -0.12, nan, 10.432, 0.1145
05D3mq, 214.751785, 52.38512, 0.246, 0.24649, nan, nan, PanPlus, 40.5, 0.1238, 5.73443e-05, 1.52248e-06, -0.701257, 0.16314, 53575.746, 0.152, -0.00367229, 0.025516, 0.09, nan, 10.723, 0.0765
05D3mx, 215.537918, 52.219177, 0.47, 0.47057, nan, nan, PanPlus, 42.134, 0.1347, 1.38639e-05, 3.42432e-07, -1.37639, 0.10657, 53570.004, 0.148, -0.0769529, 0.0299301, -0.06, nan, 10.788, 0.066
05D3ne, 215.262268, 52.495529, 0.16925, 0.1697, nan, nan, PanPlus, 39.5328, 0.1266, 0.000175125, 5.84645e-06, -1.47927, 0.20053, 53570.812, 0.101, -0.148446, 0.0295259, 0.04, nan, 11.133, 0.1625
05D4cw, 333.708679, -17.738766, 0.375, 0.37351, nan, nan, PanPlus, 41.4511, 0.1242, 3.1415e-05, 7.9227e-07, -0.826054, 0.10265, 53580.414, 0.16, -0.126002, 0.0238055, 0.15, nan, 10.503, 0.0725
05D4dt, 333.607697, -17.67111, 0.407, 0.40547, nan, nan, PanPlus, 41.8901, 0.1243, 1.71146e-05, 4.29701e-07, -0.981083, 0.1052, 53609.586, 0.174, -0.046407, 0.0239857, 1.92, nan, 10.429, 0.115
05D4dy, 333.875488, -18.215502, 0.81, 0.80804, nan, nan, PanPlus, 43.893, 0.1753, 3.31127e-06, 1.31342e-07, -0.372476, 0.38138, 53616.379, 0.703, -0.11625, 0.0621779, 3.72, nan, 8.321, 0.1705
05D4ef, 333.497101, -18.212345, 0.605, 0.60327, nan, nan, PanPlus, 42.9059, 0.1488, 6.62851e-06, 2.00023e-07, -1.55131, 0.20454, 53625.586, 0.27, -0.0640295, 0.0366512, 0.71, nan, 10.437, 0.131
05D4ev, 333.37677, -17.700785, 0.722, 0.72013, nan, nan, PanPlus, 43.3616, 0.169, 4.58689e-06, 1.74216e-07, -1.1063, 0.27822, 53631.281, 0.306, -0.0357329, 0.0611072, -0.0, nan, 10.883, 0.0615
05D4ff, 334.083984, -18.042557, 0.402, 0.40048, nan, nan, PanPlus, 41.595, 0.126, 2.08275e-05, 5.66516e-07, -0.722283, 0.12096, 53635.84, 0.127, -0.000578883, 0.0251721, 0.45, nan, 10.543, 0.1785
05D4fo, 333.837128, -17.268076, 0.373, 0.3715, nan, nan, PanPlus, 41.5307, 0.1236, 2.39431e-05, 5.87897e-07, -0.702143, 0.0870599, 53658.219, 0.08, -0.0503886, 0.0227129, 0.07, nan, 8.381, 0.3655
06D2cc, 149.86203, 2.451355, 0.532, 0.53377, nan, nan, PanPlus, 42.2969, 0.1587, 9.42814e-06, 3.70841e-07, -0.566, 0.33163, 53788.578, 0.45, 0.0861158, 0.0495786, 0.51, nan, 10.87, 0.1085
06D2fb, 149.883957, 1.82792, 0.1245, 0.1258, nan, nan, PanPlus, 38.8113, 0.1191, 0.000285882, 8.07769e-06, -0.357296, 0.053972, 53853.758, 0.078, -0.0213618, 0.0246562, 0.08, nan, 9.41529, 0.124
06D2gb, 150.197586, 1.985406, 0.442, 0.44368, nan, nan, PanPlus, 41.9042, 0.1418, 1.43738e-05, 4.69459e-07, -1.57493, 0.20211, 53872.562, 0.299, -0.0129582, 0.0372275, 0.12, nan, 10.905, 0.1245
06D3bz, 214.29184, 53.024826, 0.727, 0.72767, nan, nan, PanPlus, 43.1909, 0.1791, 6.05969e-06, 2.4206e-07, -0.794946, 0.41053, 53776.527, 0.437, -0.104421, 0.0659117, -0.45, nan, 10.293, 0.062
06D3ed, 214.699173, 52.756557, 0.404, 0.40454, nan, nan, PanPlus, 41.7761, 0.1225, 2.07341e-05, 4.63094e-07, -0.3911, 0.0806911, 53876.172, 0.139, -0.0654403, 0.0228105, 0.24, nan, 9.512, 0.205
06D3em, 214.84758, 53.023014, 0.69, 0.69065, nan, nan, PanPlus, 43.1935, 0.1586, 4.04905e-06, 1.29738e-07, -0.147998, 0.35065, 53881.707, 0.253, 0.17877, 0.0581692, -0.41, nan, 9.459, 0.2445
06D3en, 215.305573, 52.456078, 1.06, 1.06079, nan, nan, PanPlus, 44.0437, 0.1729, 3.1432e-06, 2.39726e-07, -1.09761, 0.31336, 53881.238, 0.082, -0.151675, 0.0577808, 0.81, nan, 7.715, 0.935
06D3et, 215.519867, 52.338367, 0.576, 0.57661, nan, nan, PanPlus, 42.566, 0.1338, 9.47283e-06, 2.2486e-07, -1.35147, 0.14416, 53894.156, 0.185, -0.079743, 0.0309774, 0.11, nan, 10.766, 0.09
06D3fp, 215.077515, 52.89716, 0.268, 0.26848, nan, nan, PanPlus, 40.6099, 0.1197, 4.72546e-05, 1.14664e-06, -0.0718396, 0.0536378, 53905.328, 0.081, 0.04857, 0.0218333, 0.09, nan, 9.55, 0.2595
06D3gn, 214.435959, 52.361179, 0.25024, 0.25073, nan, nan, PanPlus, 40.5587, 0.1236, 4.10201e-05, 1.07827e-06, -0.526584, 0.0962904, 53921.238, 0.091, 0.11279, 0.0252447, 0.23, nan, 10.59, 0.1125
06D4co, 333.860504, -17.869184, 0.437, 0.43544, nan, nan, PanPlus, 41.6931, 0.1231, 2.21005e-05, 5.16939e-07, -0.387892, 0.0947367, 53940.262, 0.164, -0.0415989, 0.0224757, 3.27, nan, 10.627, 0.1515
2016afk, 155.624557, 15.09661, 0.04561, 0.04677, nan, nan, PanPlus, 36.662, 0.1247, 0.00182775, 8.88411e-05, -0.295058, 0.21556, 57440.688, 0.298, 0.0426285, 0.0367997, -0.02, nan, 9.44086, 0.002
2016W, 37.665485, 42.23597, 0.01906, 0.01836, nan, nan, PanPlus, 34.4868, 0.1498, 0.0108682, 0.000549303, -1.40065, 0.10844, 57417.812, 0.134, 0.0561236, 0.0357857, 0.52, nan, 8.45606, 0.002
ASASSN-15hg, 148.452393, 9.1939, 0.02992, 0.03107, nan, nan, PanPlus, 35.725, 0.1328, 0.00408627, 0.000175561, -1.28256, 0.0959981, 57131.508, 0.083, 0.0222462, 0.0347805, -0.21, nan, 10.2789, 0.006
ASASSN-15jt, 197.037811, 27.826399, 0.02306, 0.02396, nan, nan, PanPlus, 35.0995, 0.1442, 0.00365807, 0.000148159, -2.32743, 0.14473, 57169.77, 0.185, 0.21155, 0.0389037, -0.19, nan, 9.91542, 0.001
ASASSN-15kx, 334.049133, 37.473804, 0.01954, 0.01849, nan, nan, PanPlus, 34.6935, 0.155, 0.0130142, 0.00117127, -1.4155, 0.14477, 57191.645, 0.157, -0.0743615, 0.039539, 1.7, nan, 10.5578, 0.028
ASASSN-15la, 213.213379, 35.711185, 0.02779, 0.02842, nan, nan, PanPlus, 35.1471, 0.1351, 0.00657064, 0.000237335, -0.956764, 0.22176, 57190.055, 0.236, 0.0595508, 0.0337244, 5.33, nan, 10.5989, 0.125
ASASSN-15lg, 198.886719, 3.500652, 0.02015, 0.02121, nan, nan, PanPlus, 34.7321, 0.1498, 0.0123846, 0.000623709, -1.22345, 0.1432, 57196.484, 0.302, -0.0755782, 0.0405822, -0.16, nan, 9.66664, 0.013
ASASSN-15lu, 200.303696, 40.265739, 0.03505, 0.03577, nan, nan, PanPlus, 36.0924, 0.1334, 0.00355897, 0.0001324, -0.586884, 0.23551, 57199.438, 0.405, -0.0341501, 0.0343568, -0.03, nan, 9.65851, 0.01
ASASSN-15mf, 213.594772, 2.97552, 0.02604, 0.02691, nan, nan, PanPlus, 35.2035, 0.1372, 0.00733299, 0.000293685, -1.15365, 0.16334, 57212.582, 0.354, -0.0145086, 0.0342722, 0.86, nan, 10.9913, 0.001
ASASSN-15mg, 233.094055, 41.85038, 0.04278, 0.04307, nan, nan, PanPlus, 36.4158, 0.1325, 0.00233321, 9.23697e-05, -1.54001, 0.15957, 57218.094, 0.141, -0.0364585, 0.0366225, -0.19, nan, 9.84386, 0.029
