# Created by M.D. Woods -- 2024-12-10 14:13:59.817869 -- NUM TARGETS: 1513
# Avg. 'c': -0.008497671095836087 +/- 0.037995761070720425
# Avg. 'x1': -0.08243076693919366 +/- 0.2914902035029742
# Avg. 'x0': 0.008616161355039656 +/- 0.00036897059947937867
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, x0, x0_err, x1, x1_err, t0, t0_err, c, c_err, chisquare, chisquare_err, hostMass, hostMass_err
190237, 243.255280, 55.486038, 0.22930, 0.22936, nan, nan, PanPlus, 40.4518, 0.1506, 5.38469e-05, 1.86256e-06, -1.31019e+00, 0.62885, 55801.090, 0.418, 1.33773e-02, 0.0343641, 1.34, nan, 10.87800, 0.013
190260, 333.966827, -0.825158, 0.14480, 0.14344, nan, nan, PanPlus, 39.2075, 0.1243, 2.67117e-04, 1.58742e-05, 0.97695, 0.12269, 55810.699, 0.103, -3.73755e-02, 0.0297741, 0.04, nan, 10.26390, 0.042
190340, 334.134460, 0.473294, 0.13960, 0.13824, nan, nan, PanPlus, 39.1312, 0.1211, 2.80233e-04, 1.15007e-05, 0.51245, 0.0867269, 55815.293, 0.078, -5.39991e-02, 0.0261543, 0.10, nan, 10.00880, 0.034
300105, 351.710297, -0.730058, 0.09314, 0.09181, nan, nan, PanPlus, 38.3272, 0.1199, 3.83567e-04, 1.39378e-05, 0.33504, 0.0897986, 55784.695, 0.076, 8.15770e-02, 0.0265878, 2.07, nan, 9.04492, 0.059
300179, 351.141998, 0.227000, 0.18040, 0.17896, nan, nan, PanPlus, 39.8887, 0.1589, 1.42333e-04, 5.70165e-06, 9.99949e-02, 0.17829, 55791.914, 0.153, -8.65401e-02, 0.0454157, 1.38, nan, 10.32400, 0.112
310025, 35.704994, -4.897872, 0.15760, 0.15667, nan, nan, PanPlus, 39.5268, 0.1517, 2.34392e-04, 1.34602e-05, 1.86306, 0.30979, 55793.320, 0.768, -7.05483e-02, 0.0376589, 0.90, nan, 10.09400, 0.158
310039, 36.215565, -3.344772, 0.17250, 0.17156, nan, nan, PanPlus, 39.5758, 0.1239, 1.28098e-04, 4.12911e-06, -2.98274e-01, 0.12898, 55823.238, 0.139, 2.82399e-02, 0.0273741, -0.03, nan, 9.95300, 0.011
310051, 353.411621, -0.552478, 0.27200, 0.27045, nan, nan, PanPlus, 40.5954, 0.1271, 4.29306e-05, 1.73696e-06, -3.55758e-01, 0.24638, 55820.031, 0.117, 0.11025, 0.0315584, 0.21, nan, 10.43500, 0.103
310073, 53.446918, -28.913206, 0.15000, 0.14957, nan, nan, PanPlus, 39.6296, 0.1272, 2.37546e-04, 1.15253e-05, 0.36420, 0.22596, 55805.879, 0.213, -1.85491e-01, 0.0336858, 8.07, nan, 10.25970, 0.1
310090, 351.308350, -0.605108, 0.34850, 0.34686, nan, nan, PanPlus, 41.5537, 0.2418, 2.36761e-05, 1.78106e-06, -1.32495e+00, 0.58183, 55818.945, 0.536, -3.78076e-02, 0.0873901, 0.74, nan, 11.63900, 0.017
310146, 52.486576, -28.741932, 0.48000, 0.47943, nan, nan, PanPlus, 42.0289, 0.152, 2.25794e-05, 1.00578e-06, 0.74698, 0.44813, 55837.289, 0.473, -1.13937e-01, 0.0382338, 0.52, nan, 9.32450, 0.1
310161, 352.965912, -0.660444, 0.25400, 0.25247, nan, nan, PanPlus, 40.5557, 0.1227, 6.37441e-05, 2.20689e-06, 0.13030, 0.176, 55839.258, 0.165, -2.84002e-02, 0.0266584, 0.05, nan, 9.57700, 0.348
310188, 35.277637, -4.519644, 0.32000, 0.31893, nan, nan, PanPlus, 41.2598, 0.127, 3.65392e-05, 1.30644e-06, -2.14461e-01, 0.24144, 55825.148, 0.285, -5.98346e-02, 0.0312332, 1.01, nan, 11.26400, 0.071
310238, 35.526791, -3.233292, 0.28500, 0.28395, nan, nan, PanPlus, 40.6627, 0.1262, 6.10802e-05, 1.94221e-06, -2.85723e-01, 0.16589, 55838.914, 0.158, -7.25170e-02, 0.0270193, 0.94, nan, 9.90600, 0.167
310260, 36.168915, -5.104308, 0.52000, 0.51879, nan, nan, PanPlus, 42.3342, 0.1529, 1.47425e-05, 6.22989e-07, 2.47767e-02, 0.56305, 55828.625, 0.808, -5.46957e-02, 0.0489963, -0.47, nan, 8.79670, 0.1
310574, 352.985931, 0.536272, 0.23800, 0.23649, nan, nan, PanPlus, 40.3577, 0.1301, 7.17703e-05, 2.65061e-06, -3.83404e-01, 0.16093, 55841.035, 0.15, -1.43413e-02, 0.0314197, -0.08, nan, 10.23400, 0.143
320099, 36.067501, -3.916022, 0.38100, 0.37989, nan, nan, PanPlus, 41.5453, 0.1355, 3.08878e-05, 1.37016e-06, 0.58375, 0.34104, 55846.281, 0.339, -4.42366e-02, 0.0370074, -0.22, nan, 10.71070, 0.1
320258, 34.747997, -4.880739, 0.34200, 0.34090, nan, nan, PanPlus, 41.2015, 0.153, 3.18294e-05, 1.37312e-06, -1.86288e+00, 0.3906, 55854.168, 0.504, -5.69787e-02, 0.0437312, 0.20, nan, 10.95600, 0.045
330022, 35.324089, -2.949125, 0.26490, 0.26387, nan, nan, PanPlus, 40.3964, 0.1462, 5.74879e-05, 3.30302e-06, -1.24360e+00, 0.29988, 55870.176, 0.304, 1.68172e-02, 0.0447007, 1.99, nan, 10.97900, 0.085
330023, 35.798058, -2.780092, 0.18160, 0.18064, nan, nan, PanPlus, 39.8613, 0.1392, 1.63908e-04, 1.25505e-05, -2.22824e-01, 0.29319, 55877.535, 0.338, -1.54819e-01, 0.0548813, 0.96, nan, 10.62300, 0.04
330083, 129.495605, 43.297680, 0.22300, 0.22373, nan, nan, PanPlus, 40.1017, 0.1344, 1.06346e-04, 3.3556e-06, 7.83181e-04, 0.33984, 55888.164, 0.328, -7.35340e-02, 0.0282206, 0.68, nan, 8.78000, 0.241
330089, 36.190273, -4.822142, 0.34980, 0.34872, nan, nan, PanPlus, 41.4900, 0.1361, 2.56084e-05, 1.07053e-06, 0.68704, 0.53356, 55890.648, 0.14, 3.76179e-02, 0.0359301, 1.19, nan, 9.65100, 0.264
330128, 36.822823, -3.821314, 0.32200, 0.32095, nan, nan, PanPlus, 41.0742, 0.1361, 4.88852e-05, 1.74944e-06, 0.40088, 0.39607, 55890.148, 0.458, -7.87348e-02, 0.0317851, 0.15, nan, 10.81200, 0.024
330146, 36.717678, -3.120553, 0.13600, 0.13510, nan, nan, PanPlus, 39.0971, 0.1336, 1.64246e-04, 6.1414e-06, -2.01583e+00, 0.34626, 55892.906, 0.255, 6.72420e-03, 0.0332712, 0.21, nan, 9.87740, 0.1
340229, 35.879009, -2.860444, 0.14200, 0.14108, nan, nan, PanPlus, 39.1299, 0.1404, 1.73720e-04, 2.23952e-05, -1.40896e+00, 0.85077, 55919.117, 0.569, 6.97246e-03, 0.0876402, -0.05, nan, 9.69378, 0.1
350027, 163.119247, 57.807198, 0.30500, 0.30568, nan, nan, PanPlus, 41.0411, 0.1229, 3.38232e-05, 1.79664e-06, -4.29799e-01, 0.31017, 55941.293, 0.286, 4.75150e-02, 0.0404066, -0.12, nan, 11.05900, 0.025
350047, 163.261978, 58.136345, 0.23300, 0.23364, nan, nan, PanPlus, 40.5247, 0.1682, 5.93431e-05, 4.1046e-06, -2.39754e+00, 0.41576, 55935.711, 0.373, -1.21109e-01, 0.0587589, 1.38, nan, 10.49100, 0.02
350050, 161.079681, 58.076195, 0.40400, 0.40472, nan, nan, PanPlus, 41.4690, 0.1559, 2.74342e-05, 1.40449e-06, -2.94148e-01, 0.43136, 55923.195, 0.494, 3.02433e-03, 0.0375132, 2.17, nan, 10.50400, 0.336
350080, 130.634903, 43.998890, 0.28500, 0.28577, nan, nan, PanPlus, 40.7842, 0.1468, 5.67755e-05, 1.96355e-06, -3.44721e-01, 0.42417, 55949.109, 0.494, -7.32772e-02, 0.0321234, -0.02, nan, 11.22900, 0.142
350083, 130.138016, 44.373875, 0.36700, 0.36780, nan, nan, PanPlus, 41.3594, 0.1299, 3.48847e-05, 1.268e-06, 0.83730, 0.36814, 55945.578, 0.533, -3.63390e-02, 0.0308781, 0.50, nan, 9.75500, 0.426
350233, 149.466324, 3.482358, 0.16800, 0.16935, nan, nan, PanPlus, 39.6015, 0.1246, 1.31575e-04, 4.46727e-06, -4.67632e-01, 0.14055, 55957.742, 0.122, -5.70742e-04, 0.0272738, 0.06, nan, 9.18100, 0.145
350235, 184.350204, 48.346245, 0.26300, 0.26384, nan, nan, PanPlus, 40.6379, 0.1264, 5.36639e-05, 3.35326e-06, 6.73499e-02, 0.30782, 55932.465, 0.162, 2.47526e-02, 0.0435675, -0.04, nan, 10.12700, 0.406
350316, 131.469040, 43.818844, 0.07900, 0.07966, nan, nan, PanPlus, 37.6777, 0.1192, 8.96000e-04, 3.15452e-05, -4.24031e-01, 0.0865602, 55965.125, 0.075, -6.02973e-02, 0.0276195, 1.40, nan, 8.61131, 0.566
350374, 131.336365, 44.239048, 0.50000, 0.50090, nan, nan, PanPlus, 42.3135, 0.2015, 1.43572e-05, 7.9167e-07, -7.45121e-01, 0.7763, 55955.242, 0.906, -4.77951e-02, 0.0597318, -0.37, nan, 10.96320, 0.1
350548, 128.847778, 44.913643, 0.18000, 0.18067, nan, nan, PanPlus, 39.7379, 0.1246, 1.54215e-04, 5.63335e-06, 0.89015, 0.17634, 55964.266, 0.133, -1.87704e-02, 0.0282466, -0.03, nan, 10.63600, 0.006
350630, 162.404297, 58.953342, 0.30460, 0.30525, nan, nan, PanPlus, 41.0033, 0.1212, 4.67382e-05, 1.61234e-06, 0.70668, 0.23469, 55963.148, 0.236, -1.68199e-02, 0.0281773, -0.11, nan, 11.14900, 0.01
360112, 130.672516, 43.596630, 0.18000, 0.18071, nan, nan, PanPlus, 39.6984, 0.1268, 1.71866e-04, 5.53429e-06, 1.18279, 0.15601, 55985.137, 0.143, -5.20648e-02, 0.0286498, -0.03, nan, 9.38100, 0.36
360139, 185.738632, 47.567509, 0.38500, 0.38594, nan, nan, PanPlus, 41.6452, 0.1193, 2.69465e-05, 7.22528e-07, 0.63922, 0.31281, 55972.027, 0.411, -2.00251e-02, 0.0124025, 0.03, nan, 11.02200, 0.286
360145, 163.668640, 59.018993, 0.19800, 0.19860, nan, nan, PanPlus, 40.0079, 0.1281, 9.62994e-05, 2.87634e-06, 0.35421, 0.18313, 55978.672, 0.184, 1.98685e-02, 0.0275378, 0.23, nan, 9.91100, 0.157
360156, 150.807251, 1.895289, 0.04551, 0.04673, nan, nan, PanPlus, 36.5887, 0.1295, 2.05629e-03, 8.04209e-05, -8.78378e-01, 0.14627, 55988.633, 0.18, -1.72935e-02, 0.0352432, -0.14, nan, 9.80380, 0.045
370066, 130.348587, 43.054436, 0.09000, 0.09066, nan, nan, PanPlus, 38.1179, 0.1311, 6.79225e-04, 2.39198e-05, -5.50499e-02, 0.46464, 56001.281, 0.307, -8.92074e-02, 0.0319642, -0.06, nan, 9.12019, 0.034
370098, 150.006348, 2.431106, 0.22000, 0.22141, nan, nan, PanPlus, 40.1349, 0.1268, 1.01709e-04, 3.10215e-06, 0.53541, 0.1517, 56000.262, 0.206, -1.97594e-02, 0.0276165, 0.10, nan, 10.49100, 0.134
370308, 131.316910, 43.385666, 0.20000, 0.20073, nan, nan, PanPlus, 39.9109, 0.208, 1.67740e-04, 5.8708e-06, 0.77008, 0.89562, 56006.609, 0.577, -1.25215e-01, 0.0305683, 0.14, nan, 11.23900, 0.037
370329, 151.308884, 1.700672, 0.47620, 0.47793, nan, nan, PanPlus, 42.3862, 0.1798, 1.74962e-05, 9.00275e-07, 0.31366, 0.61241, 56006.191, 0.789, -1.79609e-01, 0.0442235, 1.37, nan, 9.64200, 0.091
370333, 164.380127, 57.297749, 0.07500, 0.07557, nan, nan, PanPlus, 37.7347, 0.1282, 9.13204e-04, 3.76564e-05, 0.92288, 0.16447, 56014.797, 0.099, -1.10707e-02, 0.0378564, -0.12, nan, 7.99137, 0.1
370344, 150.173752, 1.831642, 0.33000, 0.33155, nan, nan, PanPlus, 41.1907, 0.1235, 3.58839e-05, 1.30315e-06, 0.33572, 0.29263, 56008.629, 0.368, -1.04733e-02, 0.0305662, -0.09, nan, 9.53800, 0.1
370367, 149.221619, 1.977911, 0.47000, 0.47170, nan, nan, PanPlus, 42.0487, 0.1534, 1.80064e-05, 7.3022e-07, 2.85135, 0.6051, 56011.059, 0.503, -8.40965e-03, 0.0383932, -0.13, nan, 9.63100, 0.1
370369, 151.566330, 2.406872, 0.19000, 0.19139, nan, nan, PanPlus, 39.4345, 0.1307, 2.39822e-04, 1.41696e-05, -8.89949e-01, 0.27554, 56010.648, 0.188, -1.95091e-01, 0.0447581, 9.84, nan, 11.38700, 0.062
370428, 184.374832, 47.548210, 0.17700, 0.17780, nan, nan, PanPlus, 39.7706, 0.1259, 1.72864e-04, 5.33489e-06, 0.61379, 0.15206, 56007.176, 0.212, -9.05444e-02, 0.0266859, 0.46, nan, 10.12400, 0.085
370498, 186.266327, 46.806156, 0.26000, 0.26086, nan, nan, PanPlus, 40.7151, 0.1252, 6.72260e-05, 1.99453e-06, 0.77393, 0.20335, 56004.203, 0.342, -5.60668e-02, 0.0252621, 1.13, nan, 11.61100, 0.1
370563, 150.951843, 2.646014, 0.18400, 0.18538, nan, nan, PanPlus, 39.8832, 0.1269, 1.38957e-04, 4.98144e-06, 1.22625, 0.24887, 56024.152, 0.183, -1.79803e-02, 0.029495, 0.64, nan, 10.85900, 0.09
370566, 159.985092, 58.414917, 0.07080, 0.07134, nan, nan, PanPlus, 37.5162, 0.127, 9.33979e-04, 3.11927e-05, -2.00560e-01, 0.10192, 56024.875, 0.106, -3.41569e-03, 0.0337753, -0.16, nan, 9.18771, 0.192
370595, 150.497650, 1.325147, 0.18000, 0.18138, nan, nan, PanPlus, 39.7675, 0.1223, 1.49266e-04, 4.86906e-06, -5.60235e-02, 0.16305, 56025.734, 0.144, -6.94656e-02, 0.0268296, 0.07, nan, 10.32400, 0.128
380046, 149.335007, 3.070147, 0.09850, 0.09977, nan, nan, PanPlus, 38.4170, 0.122, 2.43690e-04, 8.26357e-06, 0.38649, 0.14108, 56039.727, 0.032, 0.22973, 0.0280601, 0.22, nan, 9.35142, 0.081
380279, 149.827026, 2.934883, 0.34790, 0.34946, nan, nan, PanPlus, 41.3403, 0.1456, 2.75948e-05, 1.21103e-06, -1.74534e+00, 0.60132, 56033.285, 0.112, -4.03800e-02, 0.0396296, -0.13, nan, 10.97100, 0.026
380318, 150.413193, 3.249842, 0.33670, 0.33825, nan, nan, PanPlus, 41.2626, 0.156, 3.47005e-05, 2.30714e-06, -2.30024e-01, 0.62471, 56025.980, 0.58, -3.15984e-02, 0.0526967, -0.13, nan, 11.44300, 0.016
380378, 213.524490, 53.464809, 0.27080, 0.27129, nan, nan, PanPlus, 40.6963, 0.1235, 7.81415e-05, 2.46821e-06, 0.52018, 0.17764, 56052.719, 0.165, -1.26005e-01, 0.0252929, -0.02, nan, 10.36400, 0.514
390264, 243.373001, 53.990917, 0.29200, 0.29208, nan, nan, PanPlus, 40.5888, 0.1235, 3.41347e-05, 1.62123e-06, 0.15548, 0.31355, 56055.809, 0.581, 0.23345, 0.0336223, 4.68, nan, 9.61900, 0.515
390471, 214.519836, 53.013973, 0.37000, 0.37053, nan, nan, PanPlus, 41.2072, 0.1255, 5.32641e-05, 1.65246e-06, 0.92048, 0.30456, 56068.926, 0.332, -1.48410e-01, 0.0273746, 4.74, nan, 10.50400, 0.209
390627, 212.627335, 53.899960, 0.16000, 0.16045, nan, nan, PanPlus, 39.5340, 0.1327, 1.88350e-04, 1.11017e-05, -1.70102e+00, 0.25441, 56077.859, 0.188, -1.85184e-01, 0.0437881, 0.48, nan, 11.25400, 0.022
420100, 333.105316, 0.851414, 0.09762, 0.09632, nan, nan, PanPlus, 38.1821, 0.1587, 5.68103e-04, 7.97675e-05, -1.95687e+00, 0.41856, 56128.816, 0.222, -1.37542e-01, 0.0902662, 0.21, nan, 10.43320, 0.194
420159, 333.684479, 1.217831, 0.18200, 0.18059, nan, nan, PanPlus, 39.6157, 0.1255, 1.73004e-04, 5.83214e-06, 0.26444, 0.20635, 56154.203, 0.178, -5.45411e-02, 0.0270335, 0.61, nan, 11.33800, 0.011
420196, 351.761230, -1.028389, 0.30000, 0.29842, nan, nan, PanPlus, 41.3621, 0.1431, 2.98147e-05, 1.48261e-06, 0.80991, 0.34221, 56165.766, 0.427, 3.42495e-02, 0.0369051, 7.85, nan, 10.31500, 0.867
420258, 352.427765, 0.705361, 0.27600, 0.27444, nan, nan, PanPlus, 40.8012, 0.1485, 2.96183e-05, 1.55143e-06, 0.91485, 0.32469, 56167.875, 0.362, 0.25299, 0.0412549, 0.27, nan, 11.46300, 0.013
420407, 333.949005, -0.315517, 0.24660, 0.24512, nan, nan, PanPlus, 40.5903, 0.1491, 6.06032e-05, 3.62771e-06, -2.87250e-01, 0.25753, 56174.453, 0.305, -2.67272e-02, 0.0394181, 0.96, nan, 10.50400, 0.158
420414, 334.276184, 0.028700, 0.29400, 0.29246, nan, nan, PanPlus, 40.7997, 0.1663, 4.62223e-05, 2.54613e-06, -9.91111e-01, 0.31619, 56176.875, 0.428, -2.64116e-02, 0.0462838, 0.04, nan, 11.00400, 0.032
420417, 333.495209, -0.191614, 0.36300, 0.36138, nan, nan, PanPlus, 41.2498, 0.2021, 3.57866e-05, 2.61158e-06, -1.77377e-01, 0.68644, 56171.539, 0.803, -2.88194e-02, 0.0586999, 0.55, nan, 10.93400, 0.067
430004, 351.113007, -0.754244, 0.23300, 0.23150, nan, nan, PanPlus, 40.2560, 0.1502, 7.65658e-05, 8.0531e-06, 1.15877, 0.41518, 56188.305, 1.576, 7.48419e-02, 0.0581121, -0.02, nan, 10.51000, 0.012
440005, 52.989254, -28.883558, 0.30600, 0.30551, nan, nan, PanPlus, 41.0882, 0.1328, 2.82031e-05, 1.35556e-06, 0.18684, 0.4375, 56219.402, 0.437, 0.13918, 0.0392457, 0.14, nan, 11.38800, 0.025
440008, 52.673477, -28.863211, 0.14700, 0.14656, nan, nan, PanPlus, 39.2660, 0.1228, 1.78953e-04, 5.34131e-06, -3.08413e-01, 0.19049, 56216.336, 0.146, 9.26821e-03, 0.026438, 0.10, nan, 9.32684, 0.21
440050, 333.866943, 1.549489, 0.28700, 0.28547, nan, nan, PanPlus, 40.8100, 0.1504, 5.18036e-05, 2.42176e-06, -1.82859e-01, 0.69949, 56217.113, 0.569, -3.55746e-02, 0.0397385, -0.01, nan, 11.03000, 0.035
440162, 353.266052, -0.912667, 0.42100, 0.41927, nan, nan, PanPlus, 41.8491, 0.1584, 2.65354e-05, 1.15895e-06, 0.88393, 0.59855, 56215.898, 0.558, -8.64182e-02, 0.0375463, -0.15, nan, 11.61100, 0.008
440236, 37.101852, -4.424606, 0.43000, 0.42888, nan, nan, PanPlus, 41.8215, 0.145, 2.24423e-05, 8.86324e-07, -7.35861e-01, 0.5163, 56208.250, 0.475, -7.27909e-02, 0.0367973, -0.06, nan, 11.41300, 0.184
440285, 36.804253, -4.128797, 0.18000, 0.17907, nan, nan, PanPlus, 39.8353, 0.1388, 1.02315e-04, 5.94651e-06, -1.44025e+00, 0.21155, 56194.191, 0.106, -2.41888e-02, 0.0440497, 0.92, nan, 10.63400, 0.01
440509, 34.849640, -5.430367, 0.32000, 0.31892, nan, nan, PanPlus, 41.0133, 0.149, 4.68523e-05, 3.66026e-06, -4.94235e-01, 0.67825, 56229.137, 0.6, -8.67820e-02, 0.0614341, 0.47, nan, 11.85930, 0.1
440643, 53.603645, -26.773911, 0.19000, 0.18955, nan, nan, PanPlus, 39.8687, 0.1282, 1.50771e-04, 4.87715e-06, 0.73436, 0.18656, 56237.012, 0.234, -8.35737e-02, 0.0294014, 0.07, nan, 8.73100, 0.349
450082, 353.356018, 0.310492, 0.25000, 0.24848, nan, nan, PanPlus, 40.5322, 0.1283, 7.17243e-05, 2.59126e-06, -7.53325e-02, 0.322, 56246.949, 0.316, -6.05750e-02, 0.0281497, 0.17, nan, 10.29200, 0.082
450339, 36.287354, -3.353392, 0.41040, 0.40927, nan, nan, PanPlus, 41.8459, 0.1938, 2.31112e-05, 2.14095e-06, 0.88377, 0.63558, 56251.363, 0.457, -2.30035e-02, 0.0547952, -0.01, nan, 10.54600, 0.197
460003, 128.835510, 43.855457, 0.15000, 0.15067, nan, nan, PanPlus, 39.2701, 0.1256, 2.06505e-04, 6.8018e-06, -8.22126e-01, 0.11512, 56278.527, 0.112, -6.06294e-02, 0.0276729, -0.04, nan, 10.87610, 0.1
460037, 54.726967, -27.541098, 0.30300, 0.30254, nan, nan, PanPlus, 40.9788, 0.1671, 5.07925e-05, 3.5455e-06, 0.76372, 0.66818, 56279.285, 0.668, -5.89500e-02, 0.0532515, -0.04, nan, 9.65500, 0.309
460064, 53.774212, -26.764938, 0.24200, 0.24153, nan, nan, PanPlus, 40.2179, 0.1403, 1.03922e-04, 3.08402e-06, 0.84574, 0.28114, 56272.258, 0.441, -6.15655e-02, 0.0279446, 1.67, nan, 9.38100, 0.55
460105, 129.369904, 44.045273, 0.21000, 0.21071, nan, nan, PanPlus, 40.0624, 0.1366, 9.28703e-05, 3.88743e-06, -1.68754e+00, 0.18457, 56289.305, 0.228, -8.64293e-02, 0.0359759, -0.05, nan, 11.60100, 0.037
470008, 53.082760, -29.013786, 0.24000, 0.23953, nan, nan, PanPlus, 40.0749, 0.1262, 1.22034e-04, 4.8827e-06, 0.75695, 0.30515, 56298.883, 0.28, -5.92783e-02, 0.0324645, 5.83, nan, 10.38690, 0.1
470015, 54.148548, -28.625116, 0.33800, 0.33752, nan, nan, PanPlus, 41.2554, 0.1517, 3.01858e-05, 3.39861e-06, 0.64419, 0.78144, 56295.879, 0.863, 7.32951e-02, 0.0906006, -0.25, nan, 11.55700, 0.064
470041, 131.337524, 44.754795, 0.33100, 0.33179, nan, nan, PanPlus, 41.1204, 0.1291, 4.72985e-05, 1.79103e-06, 0.93742, 0.29736, 56302.414, 0.401, -5.59306e-02, 0.0313397, 0.52, nan, 11.16200, 0.018
470110, 52.070568, -28.623327, 0.34600, 0.34547, nan, nan, PanPlus, 41.3166, 0.1702, 3.46821e-05, 2.0054e-06, 0.47285, 0.85797, 56313.746, 1.063, -1.55732e-02, 0.0486146, -0.10, nan, 10.57000, 0.018
470232, 129.545868, 45.202278, 0.20000, 0.20069, nan, nan, PanPlus, 40.0887, 0.1233, 9.95744e-05, 3.39753e-06, 0.83105, 0.15391, 56315.801, 0.141, 3.50953e-03, 0.0274257, 0.96, nan, 9.73700, 0.228
470244, 130.407776, 43.771503, 0.36000, 0.36081, nan, nan, PanPlus, 41.5322, 0.1375, 3.13388e-05, 1.39323e-06, -2.24040e-01, 0.34445, 56318.891, 0.284, -1.16157e-01, 0.0393063, 0.51, nan, 9.11500, 0.901
480064, 128.796539, 44.448204, 0.24200, 0.24271, nan, nan, PanPlus, 40.7301, 0.1238, 4.25762e-05, 1.62826e-06, 0.48793, 0.26199, 56325.297, 0.308, 8.60504e-02, 0.0288352, 6.37, nan, 8.86700, 0.462
480184, 129.735458, 43.313931, 0.33000, 0.33080, nan, nan, PanPlus, 41.2792, 0.1511, 2.05929e-05, 9.93292e-07, -2.17854e+00, 0.51248, 56334.156, 0.204, 8.94739e-02, 0.0447676, -0.02, nan, 11.07300, 0.04
480464, 149.800446, 3.221569, 0.22000, 0.22141, nan, nan, PanPlus, 40.1807, 0.127, 1.16628e-04, 3.76865e-06, 0.27355, 0.1584, 56342.117, 0.129, -1.07504e-01, 0.0277604, -0.06, nan, 10.91700, 0.028
490007, 184.267822, 46.627476, 0.05439, 0.05513, nan, nan, PanPlus, 36.9592, 0.1237, 1.61045e-03, 5.81778e-05, -2.06413e-01, 0.0866544, 56365.688, 0.076, -1.57836e-02, 0.0329145, -0.18, nan, 9.16275, 0.067
490008, 131.448593, 44.420605, 0.12000, 0.12067, nan, nan, PanPlus, 38.7288, 0.1211, 4.12338e-04, 1.33525e-05, 0.35554, 0.10487, 56362.570, 0.106, -8.88366e-02, 0.0258187, 0.03, nan, 8.89488, 0.429
490037, 149.957199, 0.816617, 0.42190, 0.42355, nan, nan, PanPlus, 41.7646, 0.1518, 2.78498e-05, 1.89528e-06, -4.78332e-02, 0.48504, 56370.465, 0.374, -1.14346e-01, 0.0452323, 0.07, nan, 11.41700, 0.238
490521, 148.865173, 1.575294, 0.34000, 0.34155, nan, nan, PanPlus, 41.2648, 0.1554, 1.78721e-05, 1.76028e-06, -2.94635e-01, 0.50152, 56370.375, 0.556, 0.26810, 0.0700065, -0.21, nan, 10.71500, 0.821
500004, 213.023331, 51.673889, 0.25000, 0.25052, nan, nan, PanPlus, 40.3955, 0.1431, 9.22845e-05, 5.67266e-06, 0.61633, 0.35851, 56374.020, 0.495, -9.16578e-02, 0.0412315, 0.42, nan, 9.15500, 0.296
500038, 150.192505, 2.551250, 0.10682, 0.10810, nan, nan, PanPlus, 38.5043, 0.1229, 4.33685e-04, 1.37288e-05, 1.19828, 0.19843, 56390.348, 0.207, 1.60617e-02, 0.0269901, 0.01, nan, 9.73659, 0.104
500065, 214.087631, 54.134895, 0.28500, 0.28548, nan, nan, PanPlus, 40.7060, 0.1404, 9.07907e-05, 7.60739e-06, -2.60786e-01, 0.41031, 56368.109, 0.156, -2.58529e-01, 0.0520623, 0.45, nan, 10.01600, 0.282
500100, 131.638519, 45.356152, 0.31000, 0.31077, nan, nan, PanPlus, 41.1626, 0.1316, 4.00812e-05, 1.34298e-06, -7.32913e-01, 0.41419, 56391.840, 0.399, -9.35565e-02, 0.029912, 0.54, nan, 10.89800, 0.069
500301, 215.547714, 52.631847, 0.32500, 0.32550, nan, nan, PanPlus, 41.3320, 0.1331, 2.11604e-05, 1.23218e-06, 0.71730, 0.37314, 56406.070, 0.315, 0.19582, 0.0454781, 1.15, nan, 10.19630, 0.1
500504, 212.459198, 53.477791, 0.19900, 0.19948, nan, nan, PanPlus, 39.7679, 0.1383, 8.30821e-05, 3.18832e-06, -7.97463e-01, 0.25699, 56415.387, 0.073, 0.11601, 0.036327, 1.63, nan, 11.07500, 0.0845
500511, 184.695679, 47.647293, 0.33400, 0.33491, nan, nan, PanPlus, 41.1188, 0.1184, 3.89705e-05, 1.30838e-06, 0.90979, 0.19283, 56417.660, 0.279, 8.01528e-03, 0.0286473, 1.01, nan, 9.63300, 0.836
510113, 186.582794, 46.066586, 0.29000, 0.29090, nan, nan, PanPlus, 40.6398, 0.1474, 6.81758e-05, 2.73986e-06, 2.33648, 0.39942, 56420.148, 0.483, -3.94946e-02, 0.0338582, 1.97, nan, 8.59800, 0.751
510251, 244.493683, 55.742764, 0.24000, 0.24004, nan, nan, PanPlus, 40.4766, 0.1334, 5.18416e-05, 1.72109e-06, 3.28661e-02, 0.30513, 56424.480, 0.311, 9.43347e-02, 0.0300999, 0.34, nan, 11.65400, 0.133
510266, 214.033157, 51.732117, 0.44000, 0.44059, nan, nan, PanPlus, 41.8235, 0.1373, 2.73771e-05, 9.83329e-07, -4.59286e-01, 0.31751, 56430.727, 0.33, -1.60686e-01, 0.0329926, 0.58, nan, 11.80600, 0.111
510457, 186.388824, 48.136864, 0.50200, 0.50300, nan, nan, PanPlus, 42.2732, 0.1951, 1.21578e-05, 9.26443e-07, 0.79559, 0.86367, 56431.562, 0.762, 0.10147, 0.0691425, -0.73, nan, 8.90250, 0.1
510550, 243.274979, 55.611656, 0.24100, 0.24106, nan, nan, PanPlus, 40.4436, 0.1236, 8.57902e-05, 2.88568e-06, 0.48232, 0.15987, 56438.176, 0.15, -6.86395e-02, 0.0264619, 0.07, nan, 10.65660, 0.1
