# Created by M.D. Woods -- 2024-12-10 14:13:59.817869 -- NUM TARGETS: 1513
# Avg. 'c': -0.008497671095836087 +/- 0.037995761070720425
# Avg. 'x1': -0.08243076693919366 +/- 0.2914902035029742
# Avg. 'x0': 0.008616161355039656 +/- 0.00036897059947937867
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, x0, x0_err, x1, x1_err, t0, t0_err, c, c_err, chisquare, chisquare_err, hostMass, hostMass_err
2009do, 188.743118, 50.851219, 0.03964, 0.04027, nan, nan, PanPlus, 36.1125, 0.1311, 3.11111e-03, 9.25867e-05, -1.11135e+00, 0.064851, 54946.566, 0.203, -2.42588e-03, 0.0286415, 2.07, nan, 10.46490, 0.02
2009fv, 247.434250, 40.811611, 0.02934, 0.02941, nan, nan, PanPlus, 35.2435, 0.1427, 4.24222e-03, 0.000157132, -2.90648e-01, 0.1098, 54991.578, 0.011, 0.22557, 0.0312116, 0.45, nan, 11.49590, 0.838
2009gf, 213.904617, 14.280170, 0.01845, 0.01925, nan, nan, PanPlus, 34.5100, 0.1636, 8.10713e-03, 0.000257724, -2.63873e+00, 0.16731, 55002.309, 0.173, 0.10610, 0.030297, 0.01, nan, 10.98240, 0.108
2008050, 204.198288, 5.141780, 0.04526, 0.04627, nan, nan, PanPlus, 36.3267, 0.1602, 3.10846e-03, 0.000125015, 1.10989, 0.49259, 54621.062, 0.863, 2.55746e-02, 0.0345718, 1.75, nan, 9.02736, 0.0
2008051, 229.995499, 4.904640, 0.03777, 0.03835, nan, nan, PanPlus, 36.0748, 0.1356, 4.95765e-03, 0.000191746, 0.75762, 0.13787, 54616.730, 0.356, -9.59225e-02, 0.0298476, 0.66, nan, 8.26419, 0.0
2009ig, 39.548370, -1.312530, 0.00922, 0.00845, nan, nan, PanPlus, 32.7901, 0.2528, 0.10110, 0.00351976, 1.29796, 0.16193, 55080.047, 0.302, -3.75060e-02, 0.0293249, 0.05, nan, 10.20400, 0.104
2009kq, 129.062881, 28.067141, 0.01169, 0.01247, nan, nan, PanPlus, 33.5672, 0.1926, 3.50412e-02, 0.00142012, -4.99570e-02, 0.14542, 55155.230, 0.223, 3.94419e-03, 0.0308473, 0.62, nan, 7.75299, 0.104
2009na, 161.755920, 26.543921, 0.02104, 0.02209, nan, nan, PanPlus, 34.7939, 0.1508, 1.08799e-02, 0.000349573, -6.43945e-01, 0.0983813, 55201.984, 0.091, -1.33162e-02, 0.0284064, 0.09, nan, 9.88571, 0.141
2009nq, 348.820709, 19.022921, 0.01649, 0.01526, nan, nan, PanPlus, 34.1731, 0.2083, 1.70598e-02, 0.00148371, -4.55391e-01, 0.76376, 55203.906, 0.667, 5.93440e-02, 0.0473647, 0.07, nan, 10.13230, 0.513
2010A, 38.164421, 0.619500, 0.02159, 0.02079, nan, nan, PanPlus, 34.6049, 0.161, 1.01795e-02, 0.000371209, 0.50333, 0.12862, 55212.477, 0.118, 0.14062, 0.032841, 0.70, nan, 9.92075, 0.105
2010H, 121.601501, 1.035860, 0.01520, 0.01605, nan, nan, PanPlus, 34.2846, 0.1814, 2.00240e-02, 0.00179425, -1.37083e+00, 0.15931, 55215.617, 1.311, -1.03846e-01, 0.0439369, -0.04, nan, 10.67580, 0.015
2010Y, 162.766464, 65.779716, 0.01105, 0.01142, nan, nan, PanPlus, 33.8027, 0.1939, 2.24281e-02, 0.000756522, -2.53831e+00, 0.0848834, 55247.809, 0.084, -3.04868e-02, 0.0315568, 0.27, nan, 10.11820, 0.047
2010ag, 255.973465, 31.501720, 0.03371, 0.03367, nan, nan, PanPlus, 35.8226, 0.1386, 4.93528e-03, 0.000167269, 1.90167, 0.10811, 55268.176, 0.064, 6.65121e-02, 0.0298705, -0.01, nan, 10.61050, 0.461
2010ai, 194.850113, 27.996420, 0.01827, 0.01918, nan, nan, PanPlus, 35.0270, 0.1605, 8.81112e-03, 0.000289239, -1.60369e+00, 0.088897, 55277.160, 0.065, -7.73584e-02, 0.0306467, 13.43, nan, 9.11400, 0.448
2010dt, 250.811172, 32.675110, 0.05287, 0.05292, nan, nan, PanPlus, 36.9318, 0.1479, 1.98051e-03, 0.000109135, -5.19628e-02, 0.43809, 55361.684, 0.189, -6.23535e-02, 0.0421681, 0.26, nan, 10.16590, 0.441
1993ac, 86.598251, 63.368610, 0.05026, 0.05021, nan, nan, PanPlus, 36.7275, 0.1367, 1.66028e-03, 0.000148689, -9.10856e-01, 0.23366, 49271.195, 0.215, 3.72939e-02, 0.0404931, -0.03, nan, 11.46410, 0.63
1993ae, 22.453791, -1.976970, 0.01791, 0.01689, nan, nan, PanPlus, 34.3487, 0.1659, 1.67987e-02, 0.000829737, -1.53454e+00, 0.12933, 49289.664, 0.315, -8.21423e-02, 0.0327936, 0.00, nan, 9.83236, 0.03
1994ae, 161.758087, 17.275221, 0.00405, 0.00518, nan, nan, PanPlus, 32.2281, 0.3722, 0.14808, 0.00469233, 0.43688, 0.0551595, 49685.945, 0.059, -4.94413e-02, 0.0256928, 1.45, nan, 9.31100, 0.03
1994M, 187.785873, 0.605440, 0.02308, 0.02426, nan, nan, PanPlus, 34.9991, 0.1443, 6.84915e-03, 0.000230978, -1.43375e+00, 0.0909276, 49475.613, 0.277, 6.70634e-02, 0.0281538, 1.25, nan, 10.97400, 0.6
1994Q, 252.463043, 40.432171, 0.02946, 0.02945, nan, nan, PanPlus, 35.3989, 0.147, 6.33673e-03, 0.000393657, 0.83485, 0.298, 49496.543, 0.528, 6.27872e-02, 0.0392175, -0.01, nan, 9.51920, 0.013
1994S, 187.841034, 29.134439, 0.01524, 0.01619, nan, nan, PanPlus, 34.1131, 0.172, 2.81768e-02, 0.000921481, 0.29445, 0.18105, 49518.766, 0.242, -7.67048e-02, 0.0280533, 0.02, nan, 10.20530, 0.21
1994T, 200.378036, -2.149030, 0.03457, 0.03564, nan, nan, PanPlus, 35.9650, 0.1377, 2.83695e-03, 0.000108793, -1.49269e+00, 0.14345, 49512.426, 0.425, 6.45005e-02, 0.0308435, 0.05, nan, 10.21730, 0.19
1995ac, 341.392242, -8.751310, 0.04990, 0.04867, nan, nan, PanPlus, 36.4197, 0.127, 3.35633e-03, 0.000114829, 0.75786, 0.0881586, 49993.516, 0.119, -3.93949e-02, 0.0269722, 2.97, nan, 10.38440, 0.07
1995ak, 41.453461, 3.230580, 0.02268, 0.02193, nan, nan, PanPlus, 34.7162, 0.1515, 8.67840e-03, 0.000389194, -1.06390e+00, 0.1211, 50022.191, 0.408, 9.44233e-02, 0.0322588, 1.09, nan, 10.00660, 0.05
1995al, 147.733215, 33.552608, 0.00541, 0.00629, nan, nan, PanPlus, 32.3000, 0.3188, 0.10891, 0.00323803, 0.67654, 0.12026, 50029.781, 0.192, 5.87439e-02, 0.0268052, 0.11, nan, 9.66600, 0.02
1995D, 145.228119, 5.140610, 0.00656, 0.00768, nan, nan, PanPlus, 32.5617, 0.2524, 0.11566, 0.00467209, 0.71705, 0.0850141, 49768.750, 0.163, -3.93143e-02, 0.0266221, 0.92, nan, 10.57950, 0.04
1996bl, 9.074870, 11.394580, 0.03600, 0.03481, nan, nan, PanPlus, 35.7940, 0.135, 4.68102e-03, 0.000273111, -1.52906e-01, 0.091504, 50377.117, 0.096, 6.17919e-03, 0.0304267, 0.58, nan, 10.14590, 0.16
1996C, 207.702499, 49.318638, 0.02823, 0.02875, nan, nan, PanPlus, 35.6094, 0.1416, 5.05076e-03, 0.00016208, 0.64894, 0.1307, 50129.586, 0.348, 6.64971e-02, 0.0290083, 0.21, nan, 9.36646, 0.19
1997bp, 191.723953, -11.642500, 0.00775, 0.00889, nan, nan, PanPlus, 32.6269, 0.2409, 6.10889e-02, 0.00220494, -6.58904e-02, 0.0416846, 50550.199, 0.064, 0.13859, 0.0255709, 1.92, nan, 10.24100, 0.43
1997cn, 212.490677, 17.542311, 0.01614, 0.01693, nan, nan, PanPlus, 34.7924, 0.1731, 7.04479e-03, 0.000326663, -1.96481e+00, 0.0987161, 50578.312, 0.349, 9.61445e-02, 0.0328076, 12.37, nan, 11.25110, 0.15
1997dg, 355.059204, 26.203279, 0.03400, 0.03281, nan, nan, PanPlus, 35.9488, 0.1377, 3.97764e-03, 0.000192122, -2.82855e-01, 0.17533, 50720.785, 0.283, -1.13445e-02, 0.0296367, 0.14, nan, 8.80558, 0.31
1997do, 111.677078, 47.093330, 0.01012, 0.01048, nan, nan, PanPlus, 33.2321, 0.2131, 3.92115e-02, 0.00166926, 0.38373, 0.11138, 50766.855, 0.094, 0.10255, 0.026742, 0.37, nan, 9.98400, 0.28089
1997Y, 191.380829, 54.738060, 0.01608, 0.01661, nan, nan, PanPlus, 34.2559, 0.1654, 1.65241e-02, 0.000477308, -1.07274e+00, 0.14517, 50489.062, 0.504, 8.49373e-03, 0.0278074, 0.16, nan, 10.07960, 0.12
1998ab, 192.196823, 41.924530, 0.02715, 0.02790, nan, nan, PanPlus, 34.9923, 0.137, 7.89042e-03, 0.00023344, 0.23011, 0.074325, 50914.715, 0.059, 0.10825, 0.026515, 13.99, nan, 10.35270, 0.18
1998dh, 348.667969, 4.537250, 0.00941, 0.00817, nan, nan, PanPlus, 32.6636, 0.2586, 6.25062e-02, 0.00288113, -7.75614e-01, 0.0797382, 51030.145, 0.072, 7.85751e-02, 0.0287153, 0.20, nan, 10.75100, 0.37417
1998dk, 3.634000, -0.736360, 0.01316, 0.01197, nan, nan, PanPlus, 33.3738, 0.2001, 2.39360e-02, 0.00128508, -9.00635e-02, 0.19173, 51058.520, 0.441, 0.21301, 0.0350369, 1.77, nan, 9.41486, 0.07
1998dx, 272.799530, 49.861309, 0.05014, 0.04980, nan, nan, PanPlus, 36.6538, 0.1351, 2.11096e-03, 8.8434e-05, -1.59591e+00, 0.29564, 51072.457, 0.444, -8.28891e-02, 0.032478, 0.13, nan, 11.27930, 0.28089
1998ef, 15.861960, 32.236778, 0.01709, 0.01608, nan, nan, PanPlus, 33.9716, 0.1669, 2.62278e-02, 0.00128087, -1.19466e+00, 0.11249, 51114.203, 0.095, -8.38737e-02, 0.0295107, 3.19, nan, 10.30880, 0.15
1998eg, 339.876068, 8.605920, 0.02483, 0.02358, nan, nan, PanPlus, 35.1434, 0.1535, 7.57735e-03, 0.000518023, -5.03828e-01, 0.28877, 51111.250, 0.511, 2.81994e-02, 0.0326261, 0.22, nan, 10.76710, 0.06
1998es, 24.323330, 5.880720, 0.01057, 0.00957, nan, nan, PanPlus, 32.9208, 0.2283, 6.59045e-02, 0.00208138, 1.23373, 0.0674186, 51143.594, 0.058, 6.05822e-02, 0.0255688, 0.76, nan, 9.78837, 0.06
1999aa, 126.925117, 21.487440, 0.01442, 0.01524, nan, nan, PanPlus, 34.2127, 0.1697, 2.92777e-02, 0.000963436, 1.17014, 0.0341031, 51233.199, 0.041, -8.16842e-02, 0.0252974, 0.50, nan, 10.80860, 0.04
1999ac, 241.812546, 7.972330, 0.00948, 0.00979, nan, nan, PanPlus, 33.0716, 0.2158, 4.90852e-02, 0.00173534, 0.15926, 0.0322174, 51251.070, 0.047, 6.15969e-02, 0.0250524, 0.99, nan, 9.83179, 0.1285
1999cc, 240.675125, 37.359558, 0.03112, 0.03132, nan, nan, PanPlus, 35.6578, 0.1359, 4.40950e-03, 0.000125841, -1.60715e+00, 0.0751783, 51315.914, 0.133, -4.74910e-03, 0.0262932, 0.01, nan, 11.28960, 0.095
1999dq, 38.498669, 20.975109, 0.01412, 0.01333, nan, nan, PanPlus, 33.5183, 0.1876, 3.96154e-02, 0.0024604, 0.86631, 0.034085, 51436.609, 0.036, 4.18964e-02, 0.0282633, 1.84, nan, 10.54350, 0.45
1999ef, 14.692500, 12.745830, 0.03970, 0.03855, nan, nan, PanPlus, 36.3278, 0.136, 3.21318e-03, 0.000227588, 0.28017, 0.16647, 51457.891, 0.79, -1.36596e-02, 0.0325351, 1.22, nan, 10.24760, 0.17
1999ej, 20.739080, 33.466110, 0.01629, 0.01534, nan, nan, PanPlus, 34.2662, 0.1795, 1.60489e-02, 0.0009936, -1.52487e+00, 0.2301, 51483.012, 0.619, -9.29500e-03, 0.0356336, 1.21, nan, 10.08660, 0.16
1999gp, 37.913120, 39.381191, 0.02675, 0.02603, nan, nan, PanPlus, 35.3079, 0.1388, 8.46292e-03, 0.000321707, 1.66282, 0.0384544, 51551.387, 0.042, 3.87303e-02, 0.0256781, -0.01, nan, 10.97270, 0.28089
1999X, 133.634293, 36.511421, 0.02504, 0.02578, nan, nan, PanPlus, 35.2138, 0.1542, 6.84660e-03, 0.000732663, -5.35936e-01, 0.56245, 51208.262, 1.485, 2.44906e-02, 0.0491382, 0.35, nan, 9.86897, 0.15
2000cf, 238.234116, 65.936859, 0.03642, 0.03646, nan, nan, PanPlus, 36.1115, 0.1317, 3.41394e-03, 0.000119178, -5.21973e-01, 0.084614, 51673.246, 0.279, -2.36438e-02, 0.0273393, 0.05, nan, 9.49238, 0.28089
2000cn, 269.418427, 27.832809, 0.02289, 0.02260, nan, nan, PanPlus, 34.9992, 0.1493, 5.35896e-03, 0.000218617, -2.56516e+00, 0.15872, 51707.809, 0.07, 9.89681e-02, 0.028787, 0.02, nan, 10.73390, 0.28089
2000dk, 16.848000, 32.406441, 0.01749, 0.01649, nan, nan, PanPlus, 34.1962, 0.163, 1.58852e-02, 0.000723354, -2.04085e+00, 0.0788579, 51812.922, 0.094, -1.28649e-02, 0.0288156, 1.05, nan, 10.00120, 0.37417
1248677, 53.646217, -28.127001, 0.35070, 0.35020, nan, nan, PanPlus, 41.2898, 0.1189, 4.41306e-05, 1.11353e-06, 0.91161, 0.10811, 56554.324, 0.116, -1.12409e-01, 0.0218318, 0.14, nan, 9.84500, 0.014
1250017, 43.193733, -0.127481, 0.18260, 0.18170, nan, nan, PanPlus, 39.7538, 0.1251, 1.72976e-04, 6.85122e-06, 0.95985, 0.15242, 56553.906, 0.102, -9.16142e-02, 0.0272813, 0.00, nan, 8.79700, 0.038
1253039, 54.418591, -27.527397, 0.45400, 0.45350, nan, nan, PanPlus, 42.0227, 0.1296, 2.14254e-05, 6.0081e-07, 0.30190, 0.26104, 56574.957, 0.288, -1.01649e-01, 0.0264125, -0.11, nan, 10.79500, 0.1395
1253101, 7.465117, -43.137768, 0.46070, 0.45960, nan, nan, PanPlus, 41.9159, 0.1374, 1.92156e-05, 7.11987e-07, 1.37404, 0.36179, 56577.945, 0.435, 5.39687e-03, 0.032632, 0.90, nan, 8.52600, 0.194
1253920, 54.629311, -27.042770, 0.19600, 0.19560, nan, nan, PanPlus, 39.7731, 0.1243, 1.30866e-04, 4.03014e-06, -7.40287e-01, 0.13426, 56583.254, 0.11, -8.34888e-02, 0.0273991, 0.98, nan, 9.23400, 0.033
1257366, 53.899559, -26.969273, 0.21180, 0.21140, nan, nan, PanPlus, 40.2143, 0.1572, 6.00247e-05, 2.93473e-06, -1.41166e-01, 0.44408, 56612.039, 0.488, 0.11817, 0.0403701, 0.63, nan, 10.96500, 0.134
1257695, 7.601611, -42.298237, 0.18470, 0.18380, nan, nan, PanPlus, 39.7638, 0.1219, 1.66745e-04, 4.81736e-06, 0.37718, 0.0912232, 56613.422, 0.095, -1.13692e-01, 0.0252135, -0.04, nan, 9.85400, 0.0545
1258906, 10.262011, -44.394093, 0.35010, 0.34920, nan, nan, PanPlus, 41.3870, 0.1354, 2.70247e-05, 1.23781e-06, 3.38245e-03, 0.31184, 56621.594, 0.333, 5.17768e-03, 0.0364344, 0.08, nan, 9.19500, 0.017
1258940, 42.714821, -0.525112, 0.42690, 0.42590, nan, nan, PanPlus, 41.8840, 0.1461, 2.33681e-05, 1.16639e-06, -1.55894e-01, 0.35876, 56619.508, 0.383, -1.10911e-01, 0.0369978, -0.06, nan, 11.22300, 0.146
1259412, 36.345383, -5.324100, 0.30580, 0.30470, nan, nan, PanPlus, 41.0027, 0.1254, 5.00786e-05, 1.41664e-06, 0.88836, 0.14441, 56624.328, 0.194, -3.86056e-02, 0.0269173, -0.08, nan, 10.51400, 0.0055
1261579, 36.119595, -4.967311, 0.32330, 0.32220, nan, nan, PanPlus, 40.9761, 0.1404, 4.11791e-05, 7.06515e-08, -1.64231e-01, 0.24946, 56638.535, 0.011, -5.05325e-03, 0.0317797, 1.44, nan, 11.16300, 0.072
1262214, 53.502693, -28.660202, 0.69000, 0.68940, nan, nan, PanPlus, 43.1954, 0.188, 7.39408e-06, 2.18543e-07, 0.23507, 0.25782, 56657.238, 0.227, -1.43829e-01, 0.0704368, -0.45, nan, 8.86400, 0.0575
1262715, 53.369957, -28.442709, 0.69000, 0.68940, nan, nan, PanPlus, 43.0303, 0.1319, 8.74600e-06, 2.51767e-07, 1.00698, 0.32333, 56660.309, 0.412, -7.17251e-02, 0.0416309, -0.11, nan, 11.05200, 0.3255
1263369, 43.229519, -0.541823, 0.31340, 0.31250, nan, nan, PanPlus, 41.0687, 0.1333, 4.81850e-05, 2.05295e-06, 0.18397, 0.26925, 56665.770, 0.274, -8.58165e-02, 0.0315261, -0.06, nan, 10.84500, 0.085
1263715, 41.609894, -1.579935, 0.29280, 0.29190, nan, nan, PanPlus, 40.8451, 0.1323, 5.49886e-05, 2.10823e-06, 0.40937, 0.27968, 56667.184, 0.224, -6.03442e-02, 0.032029, -0.07, nan, 8.97700, 0.106
1275946, 10.403968, -43.637779, 0.23300, 0.23210, nan, nan, PanPlus, 40.2789, 0.1248, 1.06103e-04, 3.1401e-06, 1.52274, 0.15778, 57261.645, 0.145, -6.58076e-02, 0.0262881, -0.01, nan, 8.45800, 0.4345
1279500, 36.925739, -4.314926, 0.23600, 0.23500, nan, nan, PanPlus, 40.3670, 0.1226, 8.07197e-05, 2.32528e-06, 0.65765, 0.13866, 57252.020, 0.033, -2.51113e-02, 0.0252449, 0.01, nan, 9.69900, 0.0695
1280217, 40.894306, -1.518371, 0.36000, 0.35900, nan, nan, PanPlus, 41.2727, 0.1398, 2.76987e-05, 1.06013e-06, 1.92746, 0.37988, 57251.020, 0.251, 9.41096e-02, 0.0327559, 0.80, nan, 8.92000, 0.1485
1281668, 9.410530, -43.920338, 0.30800, 0.30710, nan, nan, PanPlus, 41.0804, 0.1329, 5.08461e-05, 1.64698e-06, 0.19984, 0.25449, 57271.207, 0.291, -1.14022e-01, 0.0311089, 0.08, nan, 10.25100, 0.0185
1281886, 41.725182, -1.009943, 0.38500, 0.38400, nan, nan, PanPlus, 41.6132, 0.1486, 2.81489e-05, 1.58335e-06, 1.21840, 0.42405, 57268.312, 0.448, -3.76171e-02, 0.0397146, 0.00, nan, 9.72700, 0.1685
1282736, 35.809322, -6.268094, 0.37000, 0.36890, nan, nan, PanPlus, 41.4188, 0.1428, 2.02887e-05, 1.14552e-06, -7.67036e-01, 0.41477, 57266.340, 0.425, 8.89310e-02, 0.0434131, 0.04, nan, 10.60300, 0.0155
1283373, 54.946724, -26.730389, 0.20800, 0.20750, nan, nan, PanPlus, 40.1436, 0.1339, 8.47618e-05, 3.52634e-06, -1.06327e+00, 0.23888, 57268.484, 0.333, -4.46003e-02, 0.0337761, 0.51, nan, 10.23100, 0.0175
1283878, 37.133163, -4.041299, 0.31450, 0.31350, nan, nan, PanPlus, 41.1157, 0.1584, 3.39688e-05, 2.3222e-06, -8.28284e-01, 0.47004, 57265.535, 0.423, -1.61491e-02, 0.0489697, -0.02, nan, 11.40900, 0.1955
1283936, 8.877557, -44.371326, 0.37000, 0.36900, nan, nan, PanPlus, 41.6535, 0.1488, 1.34612e-05, 9.87781e-07, 0.13387, 0.583, 57268.754, 0.631, 0.19571, 0.0576138, 1.32, nan, 9.65000, 0.0185
1285160, 52.398907, -28.647585, 0.75000, 0.74930, nan, nan, PanPlus, 43.3406, 0.1319, 6.48536e-06, 2.15924e-07, -3.05989e-01, 0.27818, 57272.707, 0.432, -1.67929e-01, 0.0478586, -0.62, nan, 7.97800, 0.345
1285317, 9.472534, -43.314522, 0.56600, 0.56490, nan, nan, PanPlus, 42.5169, 0.1635, 1.19044e-05, 5.79956e-07, 0.14177, 0.62777, 57268.551, 0.695, -6.17091e-02, 0.0400191, -0.03, nan, 8.73900, 0.166
1286398, 36.813190, -5.119083, 0.15120, 0.15030, nan, nan, PanPlus, 39.4315, 0.1376, 1.70862e-04, 9.41617e-06, -1.79538e+00, 0.25965, 57269.199, 0.14, -1.11916e-01, 0.0414945, 1.22, nan, 10.36300, 0.019
1287626, 35.931824, -5.961218, 0.30500, 0.30400, nan, nan, PanPlus, 40.8052, 0.1406, 4.82777e-05, 1.59811e-06, 0.14590, 0.39928, 56682.777, 0.399, -7.36881e-03, 0.0310339, 1.94, nan, 8.20300, 0.226
1289288, 10.178906, -43.948338, 0.29060, 0.28970, nan, nan, PanPlus, 40.8106, 0.1692, 3.26908e-05, 1.55121e-06, -9.81659e-01, 0.52054, 57273.699, 0.714, 0.10272, 0.0459916, -0.03, nan, 10.64500, 0.0235
1289555, 40.733051, -1.392923, 0.56000, 0.55880, nan, nan, PanPlus, 42.4128, 0.1542, 1.50450e-05, 6.99472e-07, 0.14483, 0.35806, 57275.547, 0.845, -1.35777e-01, 0.0454696, 0.59, nan, 9.27800, 0.1075
1289600, 52.047657, -27.862852, 0.42020, 0.41960, nan, nan, PanPlus, 41.9905, 0.1272, 1.61687e-05, 4.71681e-07, 1.27141, 0.26209, 57283.125, 0.363, 4.53061e-02, 0.0269567, 1.62, nan, 9.71200, 0.051
1289656, 54.301674, -27.355434, 0.54000, 0.53940, nan, nan, PanPlus, 42.4566, 0.1672, 1.16989e-05, 6.65673e-07, 4.50446e-02, 0.56406, 57269.953, 0.71, -3.49228e-02, 0.0485127, -0.19, nan, 8.72700, 0.1705
1290816, 54.172512, -27.840000, 0.21890, 0.21850, nan, nan, PanPlus, 40.3017, 0.1292, 8.32813e-05, 2.45343e-06, 1.27283, 0.2214, 56891.930, 0.373, 1.11016e-02, 0.0269727, 1.01, nan, 8.85900, 0.009
1291090, 9.463052, -43.721462, 0.29290, 0.29200, nan, nan, PanPlus, 40.8405, 0.1373, 6.34531e-05, 2.35961e-06, 1.18031, 0.22586, 56905.117, 0.223, -8.01970e-02, 0.0326928, -0.06, nan, 9.71100, 0.0445
1291794, 55.169327, -28.711853, 0.39560, 0.39510, nan, nan, PanPlus, 41.5726, 0.1614, 2.43962e-05, 1.01004e-06, -1.20342e-01, 0.4563, 57277.965, 0.297, -6.05831e-03, 0.0385352, 0.14, nan, 10.93500, 0.035
1292145, 53.630531, -29.648947, 0.49300, 0.49250, nan, nan, PanPlus, 42.4246, 0.1871, 8.84262e-06, 5.86286e-07, 0.58372, 0.66327, 57274.117, 0.924, 0.11752, 0.0610545, 0.87, nan, 9.21800, 0.3125
1292195, 53.042854, -28.293522, 0.83000, 0.82930, nan, nan, PanPlus, 43.7030, 0.1905, 3.89508e-06, 1.51057e-07, 6.00856e-02, 0.40555, 57281.043, 0.215, -2.36851e-02, 0.059953, -0.15, nan, 8.95100, 0.2375
1292336, 40.998829, -0.906124, 0.23450, 0.23360, nan, nan, PanPlus, 40.1858, 0.154, 6.25263e-05, 2.53128e-06, -7.43255e-01, 0.45232, 56903.777, 1.252, 6.13879e-02, 0.034893, 0.73, nan, 9.09900, 0.015
1292560, 35.055779, -5.361129, 0.22580, 0.22480, nan, nan, PanPlus, 40.1985, 0.1265, 1.11019e-04, 3.57289e-06, 0.28982, 0.15589, 56904.629, 0.262, -1.17210e-01, 0.0276077, -0.01, nan, 8.64600, 0.106
1293319, 36.002407, -6.497732, 0.29790, 0.29690, nan, nan, PanPlus, 40.8011, 0.1332, 5.49781e-05, 1.9789e-06, 1.85027, 0.27135, 56913.152, 0.322, -1.64429e-03, 0.0307455, 1.08, nan, 9.22900, 0.016
1293758, 8.483875, -43.349716, 0.14800, 0.14720, nan, nan, PanPlus, 39.2621, 0.1555, 1.75905e-04, 5.71376e-06, -1.33657e+00, 0.17149, 56915.676, 0.202, -3.07129e-02, 0.0396456, 0.02, nan, 11.06220, 0.007
1294014, 42.803535, -0.669095, 0.36370, 0.36270, nan, nan, PanPlus, 41.3286, 0.1554, 3.49709e-05, 1.89573e-06, 0.50085, 0.38865, 56919.332, 0.528, -4.95515e-02, 0.0413775, 0.37, nan, 9.45100, 0.622
1294743, 36.102535, -4.674933, 0.31360, 0.31260, nan, nan, PanPlus, 41.1009, 0.1362, 2.11784e-05, 1.11039e-06, -2.50791e-01, 0.36129, 56912.547, 0.45, 0.20779, 0.0378821, -0.04, nan, 10.26300, 0.0945
1295027, 35.432739, -6.940557, 0.42660, 0.42540, nan, nan, PanPlus, 41.8243, 0.1566, 2.05830e-05, 1.24869e-06, -2.51544e-01, 0.47038, 56910.383, 0.064, -3.59935e-02, 0.0489994, -0.07, nan, 10.09100, 0.0245
1295256, 53.719418, -27.832769, 0.44300, 0.44250, nan, nan, PanPlus, 41.9528, 0.1385, 2.03280e-05, 6.8295e-07, -1.46987e-01, 0.34952, 56928.207, 0.376, -9.57899e-02, 0.0284639, -0.08, nan, 8.80300, 0.3025
1295305, 36.243351, -4.250854, 0.61300, 0.61170, nan, nan, PanPlus, 42.8197, 0.135, 9.56759e-06, 4.2095e-07, -2.84214e-01, 0.32408, 56915.734, 0.579, -1.17198e-01, 0.0432115, -0.35, nan, 8.71100, 0.1325
1295921, 42.614906, -0.871765, 0.52500, 0.52390, nan, nan, PanPlus, 42.3156, 0.217, 1.08363e-05, 1.0295e-06, 1.02146, 0.95806, 56913.289, 1.095, 9.01854e-02, 0.0687144, -0.13, nan, 9.09700, 0.298
1296273, 41.079811, -0.450364, 0.39800, 0.39700, nan, nan, PanPlus, 41.3500, 0.1286, 3.64585e-05, 1.12707e-06, -1.54836e-01, 0.25144, 56926.648, 0.449, -1.11944e-01, 0.0258149, 5.78, nan, 8.56400, 0.44
1296321, 40.916874, -0.761946, 0.18530, 0.18440, nan, nan, PanPlus, 40.0817, 0.1313, 7.60874e-05, 2.71053e-06, 0.48916, 0.20122, 56930.012, 0.238, 8.78456e-02, 0.0288738, 5.78, nan, 9.38400, 0.0035
1297026, 35.820992, -5.182148, 0.25950, 0.25850, nan, nan, PanPlus, 40.5954, 0.1305, 5.77428e-05, 1.8893e-06, -7.23107e-01, 0.20477, 56928.781, 0.268, -3.46755e-02, 0.030648, 0.02, nan, 10.60700, 0.163
1297465, 51.795311, -27.822104, 0.27840, 0.27780, nan, nan, PanPlus, 41.0019, 0.124, 4.20240e-05, 1.21795e-06, 1.15040, 0.13339, 56938.883, 0.157, 4.21321e-02, 0.0268362, 4.57, nan, 10.06800, 0.001
1298281, 40.267929, -0.955257, 0.23600, 0.23510, nan, nan, PanPlus, 40.2645, 0.1321, 5.28499e-05, 1.94249e-06, -1.55578e+00, 0.22113, 56930.637, 0.27, 5.50856e-02, 0.0312832, 0.23, nan, 9.29700, 0.0785
1298893, 35.724033, -6.256828, 0.19710, 0.19620, nan, nan, PanPlus, 39.9117, 0.2187, 8.44683e-05, 6.16718e-06, -2.11304e+00, 0.70272, 56935.473, 1.383, -1.74689e-02, 0.10783, -0.19, nan, 10.78400, 0.1435
1299643, 55.102634, -26.722080, 0.38050, 0.38000, nan, nan, PanPlus, 41.5312, 0.1278, 3.25481e-05, 1.17731e-06, 0.66982, 0.25889, 56941.145, 0.3, -8.84726e-02, 0.0289304, -0.05, nan, 9.25300, 0.028
1299775, 53.438889, -29.676743, 0.16020, 0.15980, nan, nan, PanPlus, 39.0819, 0.1442, 1.30881e-04, 5.75151e-06, -4.12916e-01, 0.19728, 56940.164, 0.328, 0.19847, 0.0378583, 5.74, nan, 10.78300, 0.134
