# Created by M.D. Woods -- 2024-12-16 14:38:23.553303 -- NUM TARGETS: 102
# WARNING: 'stretch' and 'color' are NOT identical for SNPY & SALT.
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, peak_mag, peak_mag_err, algo
2020acoo, 145.30888148708254, 26.088601383976407, 0.044125, 0.04462430835039662, 59193.56125295, 59231.46868865, ATLAS-ZTF_SNPY, 37.40900370844861, 0.09651813005304719, 10.685674382711474, 0.0012919791233251478,  59200.039778347746, 0.32888074218505925, 0.5645855321021996, 0.03641307604027109,  -0.46507752772202154, 0.04782861645049448, 18.43610948549813, 0.06073639349728336, SNPY
2020fhs, 240.27615202948147, 19.45021417211042, 0.01438, 0.014869383798894492, 58937.52926285, 59053.30164045, ATLAS_SNPY, 34.554185047846744, 0.023399378971764154, 10.047730738592216, 0.0007263629335600534,  58950.399059640484, 0.08612137011860843, 0.5104713766696481, 0.00847724108319155,  -0.19305193631928305, 0.02485238914333048, 16.193749999999998, 0.051875, SNPY
2020mfd, 259.0307883569117, 40.786711283988375, 0.048, 0.04727664093002547, 59010.44736155, 59062.36462975, ATLAS-ZTF_SNPY, 36.21566147833425, 0.02139570902303882, 10.501635412079967, 0.0016352035078946753,  59013.24351517764, 0.13045942807033284, 0.3197619911491216, 0.007260205885833736,  0.33706563244158017, 0.022215701925229068, 19.452819885395414, 0.08916960954493053, SNPY
2020nta, 241.8473002365691, 13.892682894778675, 0.033953, 0.035602302911498414, 59031.35212645, 59123.23882185, ATLAS-ZTF_SNPY, 36.653014758461815, 0.17727207785894816, 10.968085313226508, 0.0006007041323623824,  59035.02285766995, 0.6260801962189604, 0.38839736897932325, 0.0473118002389008,  0.17390294816631263, 0.13949447764891948, 18.809960903060734, 0.15039438230036548, SNPY
2020vae, 270.744675, 52.115075, 0.04846, 0.04783724267661762, 58854.57377310004, 59401.25732639991, ZTF_SNPY, 36.464237171911705, 0.04085256339705993, 10.61938683424752, 0.015165662741275331,  59133.99906617325, 0.15832062592691126, 0.5047133576887215, 0.01756751043326504,  0.19695727866112053, 0.028418482573986943, 18.885407206937703, 0.08979492667693015, SNPY
2021aare, 90.91673359893066, -26.663158950760224, 0.0404, 0.04008174516121867, 59487.59772895, 59599.88216685, ATLAS-ZTF_SNPY, 32.7361523147582, 1.439777076104292, 11.555710081329153, 0.0012623597722101504,  59501.170655380665, 0.9782984127771256, 0.8903693691103239, 0.12004489217761848,  4.368419746681447, 1.2139861964110574, 18.82469405045663, 0.16969250356710489, SNPY
2021abzd, 10.8995375, 30.592322222222222, 0.018086, 0.015988893991432624, 59217.20123839984, 59803.38336810004, ZTF_SNPY, 34.526124573193066, 0.015211830139409372, 10.78600418510209, 0.0005559682094218451,  59519.076726683874, 0.0773127850387733, 0.5759388529926055, 0.009352486979509227,  0.08256881216536072, 0.015407440278770664, 16.387379115171175, 0.00795553717295239, SNPY
2021afur, 155.55415833333333, 17.861225, 0.028, 0.02895868326802631, 59251.35032409988, 59749.20917819999, ZTF_SNPY, 36.275378498838734, 0.05510997068613901, 10.30385583831088, 0.0010795880607671832,  59544.73147813051, 0.337558787346439, 0.5086855994155375, 0.03247718835600157,  0.7002202197270794, 0.0816105682298214, 19.39132588600632, 0.1233408115851951, SNPY
2021agej, 22.491984809554648, 19.43918211115813, 0.04, 0.038606370583705, 59557.27892655, 59615.23565325, ATLAS-ZTF_SNPY, 37.944683816718246, 0.2389312823552902, 10.009293562787725, 0.0023065127158425625,  59603.31197467422, 3.4902296993586917, 1.3282765761573452, 0.12360960795492495,  0.45661058926884684, 0.21457437246219319, 19.268749999999997, 0.21750000000000003, SNPY
2021agnf, 97.9791536881518, 35.55658245184793, 0.027, 0.025793625194638896, 59571.58672475, 59616.34750125, ATLAS-ZTF_SNPY, 38.92696305337128, 0.18604219747880515, 6.650223900139206, 0.2459859956584919,  59598.80484581456, 4.962661932050917, 1.1974578802946279, 0.16592140455797338,  -0.3368193878051134, 0.19427202671604907, 18.95, 0.238, SNPY
2021bls, 250.83634089611053, 61.594851830280966, 0.019, 0.018644898621909906, 59238.63045375, 59298.56669435, ATLAS-ZTF_SNPY, 34.68716878351524, 0.026593995852660084, 10.690134763061476, 0.00042944945706021567,  59246.6866728085, 0.10732737530885923, 0.27051055916390776, 0.007441075947170043,  0.010742429007086225, 0.01962918626376757, 17.45313684494441, 0.023032245897305684, SNPY
2021bmu, 19.51915847593583, 14.553705080213907, 0.053, 0.05122797187748989, 59231.23734385, 59257.24554225, ATLAS-ZTF_SNPY, 37.47214604899939, 0.149050761559473, 10.270301179807593, 0.004885489470990093,  59249.70543542506, 0.8790974007849753, 0.9130237577824969, 0.08097742291718976,  0.6535539721533221, 0.07645987073001483, 19.4413009718022, 0.15930343242055084, SNPY
2021cad, 163.93951567951174, 24.02772392247501, 0.041546, 0.04219663739599958, 59249.64870315, 59662.43854885, ATLAS-ZTF_SNPY, 36.441771056262084, 0.05050632034323741, 10.358143010854041, 0.0015162175022677541,  59249.84032129054, 0.23178250874710685, 0.27046074513518437, 0.014173244713848612,  -0.23956779795527555, 0.032778680637301966, 18.82186028382441, 0.07969261385874916, SNPY
2021diu, 240.66641094775812, 15.76214896375523, 0.037372, 0.036574475016254694, 59267.54879655, 59347.47490155, ATLAS_SNPY, 37.070634711396714, 0.8756494917267252, 10.646105484522206, 0.0012154080245486674,  59268.79760788114, 2.6556201559688595, 0.5182435444905424, 0.37308649681405753,  0.07739444130874087, 0.32782015372800166, 18.83285714285714, 0.15714285714285717, SNPY
2021fnr, 219.50783765468793, 10.184075515070733, 0.026949, 0.028493218937518137, 59287.61540915, 59336.39578095, ATLAS-ZTF_SNPY, 35.9382350177199, 0.04773718246923002, 10.287436116011223, 0.0011406832616291658,  59292.82985675432, 0.15052189005321964, 0.41922600673428345, 0.013940457859259152,  0.09149287430545945, 0.02187945954375723, 18.173327250240323, 0.04123353230622344, SNPY
2021gel, 186.63443073399623, 31.42834243488069, 0.06, 0.061134503843421346, 59291.50269805, 59641.42775205, ATLAS-ZTF_SNPY, 38.04353586765018, 1.453161241724345, 11.188940278116904, 0.0013298191181140184,  59285.38177317995, 13.768127705163652, 0.46433287170090115, 0.41158372828381673,  -0.8599945747608791, 0.4040267114425258, nan, nan, SNPY
2021jvp, 215.1956051172468, -19.78613155067654, 0.044, 0.04436986490741191, 59319.52496935, 59624.06991465, ATLAS-ZTF_SNPY, 36.782912290707614, 0.07921758227767638, 10.95457116086164, 0.0010071414066509068,  59326.583134148976, 0.19629321295644345, 0.3929294307817404, 0.015661050551898325,  -0.13500692876373246, 0.04073763790746833, 18.881124068352786, 0.14776933323514096, SNPY
2021mab, 178.79425241592884, -7.843156338771086, 0.021, 0.02171286129914082, 59304.44045585, 59692.37141005, ATLAS-ZTF_SNPY, 35.30673574034999, 0.1505727110355974, 10.713022716938031, 0.00037423560637777904,  59338.472256008135, 0.3698905442649717, 0.4668402825277321, 0.03249749447067213,  -0.003782568819202603, 0.07460630155604629, 17.34310344827586, 0.04379310344827587, SNPY
2021oyx, 358.86536871987545, -34.87484410425709, 0.049921, 0.04929318533171918, 59377.58692185, 59465.45057245, ATLAS_SNPY, 37.73709828278872, 0.30000957988026344, 10.493743273271779, 0.020040484026090783,  59361.48491605864, 0.0008951015630501081, 1.9481145820523251, 0.14529820971282714,  -0.9818982795175475, 0.163148549818433, nan, nan, SNPY
2021pom, 184.5078288184616, -20.85760188127875, 0.032269, 0.033530661561311695, 59373.29040705, 59560.64036735, ATLAS-ZTF_SNPY, 37.09787912953541, 0.313197186583686, 10.663880527855868, 0.000928960190165358,  59383.689005678396, 0.8001834667718281, 0.7749386214149483, 0.12225275363133714,  0.17390758089193661, 0.12284035476937755, 18.46, 0.152, SNPY
2021qqr, 257.3738166666666, -22.44768611111111, 0.0309549998, 0.02955232369457374, 59320.46214119997, 59455.16781250015, ZTF_SNPY, 35.793072676418554, 0.037712279588201614, 8.573645842354992, 0.09099381995104013,  59391.88251638803, 0.2291138587690242, 0.58785853846259, 0.02468225445738987,  -0.19914879593056567, 0.04826914793009807, 18.41973019223912, 0.07645269859633017, SNPY
2021twa, 32.76230999624126, 36.48174990615482, 0.012128969342354, 0.01322415937407682, 59414.58889275, 59632.25733915, ATLAS-ZTF_SNPY, 36.47656133303236, 0.06393198334339345, 9.602104848459891, 0.0012216131463648687,  59418.95788011719, 0.2025922480311708, 0.46390136853131286, 0.020130834413926556,  -0.19545965310430358, 0.041568332718936445, 18.270684684381852, 0.10372937696123892, SNPY
2021uef, 297.40179583333327, 42.23985277777778, 0.0304, 0.028759726927420775, 59125.12267359998, 59689.47050930001, ZTF_SNPY, 35.46078008932021, 0.0810549059955542, 10.32612457784449, 0.004322392798212673,  59431.61856189066, 0.1812735339022277, 0.5233623123089945, 0.027219017442772237,  0.2758011454393515, 0.03234435048086563, 19.206938838163595, 0.039692787929864144, SNPY
2021uve, 29.135696203526695, 3.8604084062493347, 0.055, 0.05335311633514992, 59428.58149315, 59596.26493355, ATLAS-ZTF_SNPY, 37.472164896438954, 0.05856112953323076, 7.813528673239915, 0.07763466766209964,  59440.35086596107, 0.27654168169556814, 0.7548083862296219, 0.026946861425925627,  0.09930975844015234, 0.03484728316761521, 18.828655841282103, 0.07386328046622533, SNPY
2021wzb, 72.76727135859213, -5.956928904982985, 0.0478, 0.04667527520538065, 59447.62130585, 59614.29573955, ATLAS-ZTF_SNPY, 36.94888373689717, 0.026280654697082337, 11.289712997692881, 0.0007520392347699466,  59456.02977374455, 0.1448751876767237, 0.5096692265188896, 0.012950142754530875,  -0.08053643388276042, 0.026767545938527537, 18.635776133168424, 0.09379491672131539, SNPY
2021xfm, 318.7536126075913, 21.91020380379556, 0.04, 0.03891714552012141, 59445.35794685, 59465.45646065, ATLAS-ZTF_SNPY, 36.42231146896544, 0.07886246955642749, 10.643884474652957, 0.0019805168293122876,  59449.06455261696, 0.39332890667827863, 0.3390281337547472, 0.02979281547113173,  0.3295301836262351, 0.08207814865458683, 19.584577429563044, 0.22506661774695394, SNPY
2021zqs, 45.879972978556346, 27.68219875824718, 0.036465, 0.03508888319738731, 59485.61957435, 59529.44588875, ATLAS-ZTF_SNPY, 36.026662057006185, 0.1101985307400158, 11.368436726427328, 0.0012292703565977665,  59486.10335656337, 0.5232065345912218, 0.4805537616394666, 0.047064663352163645,  0.38914276094879086, 0.08342749372861626, 18.80507783334488, 0.10568856967424702, SNPY
2021zsz, 92.63879631704842, -14.538870149377928, 0.035746, 0.035856816942636906, 59481.57166765, 59518.52807375, ATLAS-ZTF_SNPY, 36.51574446960576, 0.08950060706563663, 10.964851218836822, 0.005379263240545481,  59488.66479757173, 0.3629085183443227, 0.6254481148071553, 0.04811266678959754,  0.016146211767493913, 0.1062826872869225, 18.452992662704517, 0.11938226266764088, SNPY
2022aaok, 138.75348383900604, 22.589561981475406, 0.027214, 0.028056130920204717, 59896.60439125, 59966.44071105, ATLAS-ZTF_SNPY, 35.90067831313319, 0.0501998077819098, 10.475026394544468, 0.000842787923706665,  59906.352888398265, 0.1980094621256678, 0.3742760519120285, 0.013441153901833562,  -0.07750903722330578, 0.028643388393074235, 18.176144048768847, 0.05389434998997794, SNPY
2022abom, 55.288120413239035, -2.8485375859548903, 0.036, 0.03468012512222381, 59907.15666375, 59996.79349255, ATLAS-ZTF_SNPY, 36.6198491146325, 0.05228809414547709, 10.316452277637097, 0.0025523463538686332,  59923.50346968548, 0.8630947519154183, 1.2378027775599072, 0.035332488350519574,  0.1587077252004757, 0.04012279754207466, 17.842823291463798, 0.06308899816254761, SNPY
2022aecb, 74.75937846380604, -0.4419266446851301, 0.015, 0.014564146427853262, 59935.17999835, 60000.27427125, ATLAS-ZTF_SNPY, 34.03440976334343, 0.09948536716789541, 9.343034383797137, 0.0029055562056948775,  59941.77697946602, 0.1537242853573424, 0.2607285887739537, 0.00712125773194807,  0.6491320191121153, 0.06657462018403286, 17.439667732220748, 0.04185869402385778, SNPY
2022bsi, 228.61520416666664, 50.31702777777778, 0.0369, 0.03712213829560759, 59324.2861227002, 59847.138553199824, ZTF_SNPY, 40.23097697988947, 0.3431613684576805, 8.100583359671944, 0.1587618649984901,  59415.32565079646, 1.3537425320188181, 1.0924505254809682, 0.2075889499154,  0.2791084705271555, 0.1594790147439582, 20.461270154693104, 0.6354998316310929, SNPY
2022dsu, 211.37838920703345, 15.720950635018797, 0.07, 0.07061669273813125, 59610.62636385, 59688.50373495, ATLAS-ZTF_SNPY, 37.79923406332656, 0.07306123003991219, 10.258346269556945, 0.0036019101922798984,  59646.73019791314, 0.19163536607815362, 0.7757519039325795, 0.024026663334149274,  0.10151887436879035, 0.035634436931228426, 19.19761904761905, 0.18047619047619048, SNPY
2022fjx, 160.87564546077388, 19.082951470611572, 0.046, 0.04650666388353145, 59660.42957935, 59757.32658285, ATLAS-ZTF_SNPY, 36.91647024052359, 0.0515542066970654, 7.902232705509368, 0.09912341714318443,  59674.905833173056, 0.28939614387238516, 0.957392633012995, 0.02856958366913683,  0.35403787726136954, 0.03001407525785673, 18.469984504995605, 0.08850386248713, SNPY
2022ihz, 145.70094821679152, -3.607061832271141, 0.006, 0.0072601731576070585, 59694.31112255, 59766.98077765, ATLAS-ZTF_SNPY, 32.950988971828025, 0.05171316137443639, 5.0000001, 1e-07,  59703.78561938627, 0.1445619031155541, 0.4495189214902924, 0.013737150743080751,  0.15665849879827268, 0.02188573392973757, 15.434582067063987, 0.035121709623792914, SNPY
2022kbc, 181.1954625, 9.438255555555555, 0.0687, 0.07039180302106046, 59525.53990740003, 60016.350312499795, ZTF_SNPY, 38.10341772766326, 0.18647526559920286, 10.001102966465442, 0.006605906576879489,  59716.99047494603, 1.1924546833522602, 0.7049265376897482, 0.14006825683021487,  -0.0895854473675725, 0.2140990143692007, 19.339191069369214, 0.13654151512645535, SNPY
2022omn, 341.8629271758788, -25.66482783660629, 0.05, 0.049494772872738714, 59767.04287225, 59825.21797725, ATLAS-ZTF_SNPY, 37.04439757623399, 0.12119694310664762, 8.002245848661948, 0.06677605996871594,  59766.72999199172, 1.4414153062122297, 1.0900454537003628, 0.073084675614798,  0.5346526922222161, 0.07499581265148506, 18.34035676841968, 0.07713389460842972, SNPY
2022oux, 334.1940942600142, 86.93250326590747, 0.019, 0.017624587158952612, 59773.48685265, 59811.56165795, ATLAS-ZTF_SNPY, 34.91966841498158, 0.11114971542722223, 10.768114423095657, 0.0017432402130689096,  59777.52540511355, 0.38328955543586213, 0.4054755526156122, 0.031121430420254156,  0.560345605521967, 0.09730972243377105, 18.672410391129755, 0.13286179803172934, SNPY
2022rey, 268.3069708333333, 42.788525, 0.04, 0.03925605753464476, 59540.13131939992, 60099.42224540003, ZTF_SNPY, 36.61888071723889, 0.06250748561155427, 10.665653521436408, 0.0016239326144556986,  59810.17355648282, 0.24688670224418058, 0.4372843903921762, 0.024762079553749258,  0.2565322421112994, 0.04919150033105239, 19.272114572584588, 0.09273057014783993, SNPY
2022rjs, 244.12571260124486, 21.251364192883027, 0.037, 0.03694676748087407, 59799.26134245, 59843.27370145, ATLAS-ZTF_SNPY, 36.2367042405917, 0.04477010260054519, 10.48999877821179, 0.0018017453246977574,  59815.14330301588, 0.1581838983354227, 0.4476502977429933, 0.01418512642161056,  -0.03170226695653707, 0.0252055423542772, 18.47039449084592, 0.08960899701467534, SNPY
2022ubt, 289.1201163647384, 41.889354239490345, 0.052, 0.051257701839249416, 59833.34053935, 59843.35851895, ATLAS-ZTF_SNPY, 37.29588461025306, 0.049176072132401216, 10.387851541544412, 0.0032791740061456085,  59843.54675518007, 0.17180276317226878, 0.6650984153284885, 0.024251772304480647,  -0.0754875734060943, 0.025362991973970874, 18.783932077587014, 0.0965518207737394, SNPY
2022xhh, 64.17339308094819, -12.18356267210426, 0.0315, 0.031030433523826992, 59838.59263395, 60014.10670815, ATLAS-ZTF_SNPY, 36.450175704858935, 0.06386475092435351, 10.79645631191364, 0.0017011828138871884,  59868.03976808777, 0.23315690794296903, 0.439670754247899, 0.019380500215535945,  -0.20942599356709998, 0.04272915288958343, 18.091696873925237, 0.08785477337706983, SNPY
2022xnq, 1.1623692719153491, -8.099926680164582, 0.0286, 0.026503387965732046, 59864.40824955, 59911.05907035, ATLAS-ZTF_SNPY, 36.107547836173524, 0.1828936027911306, 11.059889467732273, 0.0005005721852298015,  59869.082199262426, 0.9042604380537499, 0.8771787695473002, 0.09372996282169997,  1.2300920419781698, 0.13465958761105146, 18.72804581649099, 0.11196366508457725, SNPY
2022ydr, 264.7369415088767, 74.82995898557314, 0.024931, 0.0244274878352953, 59871.27977755, 59907.21929055, ATLAS_SNPY, 35.441792418707905, 0.13797822248577335, 10.627211602301852, 0.0011031908574760728,  59882.94844684592, 0.2649383198867213, 0.41849104126562725, 0.05011301957867688,  -0.1824259281710634, 0.0897311140638788, 17.24875, 0.04375, SNPY
2022yv, 170.4280959305194, 34.358305929851426, 0.035426, 0.035685391996623586, 59591.49944235, 59734.27295425, ATLAS-ZTF_SNPY, 37.182507352377364, 0.08692838177218129, 10.917175755717277, 0.0010493485218829883,  59604.027810863874, 1.3067569879420904, 1.1650826544442199, 0.1086519339272809,  0.3677768567383581, 0.06849074875110814, 18.270666666666667, 0.13666666666666671, SNPY
2022ywc, 50.55047833824845, -42.884710249173125, 0.058, 0.059376709962812156, 59880.12562455, 59960.08117665, ATLAS_SNPY, 37.77251132726181, 0.08481546670392992, 10.869728464626363, 0.12569287012396524,  59889.381901007575, 0.5578874119390106, 1.4809648489093343, 0.04992818834999158,  -0.2521363625289871, 0.048415090120768126, 18.65857142857143, 0.14071428571428574, SNPY
2022zvu, 148.46274583333332, -7.792683333333334, 0.019323, 0.020483170027215395, 59625.31541670021, 60081.21770829987, ZTF_SNPY, 34.91564880919859, 0.034123877036642374, 10.542607440652626, 0.0012099832400037588,  59896.27906140747, 0.2095433138894693, 0.5869404195910862, 0.019055897336945904,  0.2453128968912344, 0.04003769885122546, 17.14666139688595, 0.025830557595690147, SNPY
