objname, ra, dec, z, MJDs, MJDe, origin, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err, hostMass, hostMass_err
2022xnq, 1.1623692719153491, -8.099926680164582, 0.0286, 59864.40824955, 59911.05907035, ATLAS-ZTF, 59860.78187422748, 1.2347245057208056, 0.03540534490759008, 0.009995879303055443, 4.999995350018017, 0.4763837796380699, 0.3746153847651206, 0.2236529558086005, 33.270973368198185, 1.0887178299703335, 11.059889467732273, 0.0005005721852298015
2021bmu, 19.51915847593583, 14.553705080213907, 0.053, 59231.23734385, 59257.24554225, ATLAS-ZTF, 59390.23582041791, 15.056216838460386, 2.3252076028019608e-05, 0.00010121123311454789, -4.993552727227064, 8.504749506540882, 4.054321823724283, 2.804476300738713, 28.73295306225455, 1.748178421632544, 10.270301179807593, 0.004885489470990093
2021oyx, 358.86536871987545, -34.87484410425709, 0.049921, 59377.58692185, 59465.45057245, ATLAS, 59387.005563978266, 0.0019017857521248516, 0.016883204512552607, 0.006049057113616204, 4.99999999819841, 6.194240914554869, 0.6704845814094225, 0.2947504944299786, 33.193318743942456, 1.4418834444805957, 10.493743273271779, 0.020040484026090783
2018jag, 15.951294449789689, 10.592351746809557, 0.04, 58448.37828555, 58492.23770405, ATLAS-ZTF, 58454.107410827775, 2.578597842461022, 0.00012326135258370276, 7.103151570957715e-05, -1.3279232007862696, 1.2753917137478838, -0.02611527731320696, 0.41938795667965506, 39.64258395401281, 1.1049968640258723, 11.024363619703006, 0.0011197732616178959
2023ex, 194.72340272630746, 28.126949858724423, 0.023376, 59957.61866525, 60089.34519645, ATLAS-ZTF, 59955.82198746336, 3.49296134893666, 0.10779821314753482, 0.17087965004872058, -0.295959797012042, 3.2326943988902674, 0.2317592731212658, 1.1309891052531886, 31.677546611935227, 1.2055694870456126, 9.95839376038976, 0.0018200594393620363
2022aaok, 138.75348383900604, 22.589561981475406, 0.027214, 59896.60439125, 59966.44071105, ATLAS-ZTF, 59912.90672373411, 1.8647449763375334, 0.020185655191101798, 0.006461960599148489, 0.10123184360176452, 2.2533942684246098, 0.6741327899405658, 0.23587850863943668, 32.23896563201005, 1.1397330556308638, 10.475026394544468, 0.000842787923706665
2017hle, 16.88778656365311, 32.4082286103301, 0.015, 58045.41592735, 59042.61059785, ATLAS, 58336.92308941761, 298.7858663738989, 3.2621922073627543, 1.4217073008956274, 0.0, 7.362983950408896, 0.0, 0.29628934383872507, 28.71122613511104, 1.5652356713566595, 10.811153814339129, 0.0002551265260945248
2018ame, 227.3563931337691, 25.471542558881964, 0.022, 58177.64533865, 58721.30897305, ATLAS-ZTF, 58720.589254740145, 340.67937092898865, 0.3132599069704643, 0.26144529683693757, 0.0, 5.148873866556983, 0.0, 0.5729079664567033, 31.255237963447705, 1.3442842698760034, 8.986036224321298, 0.005711110761032731
2023jah, 307.78867051880843, -44.26245447262259, 0.03, 60077.25649245, 60151.28810605, ATLAS, 60090.094227816335, 2.7909716220783594, 0.01726082418776136, 0.005265621594413343, 1.2044461050156996, 2.1029083115417846, 0.8497599804594431, 0.2408380931322079, 32.05434168975251, 1.1330051743218037, 10.263562418656065, 0.08115201845918558
2020aclx, 9.472744000000002, -21.471927999999995, 0.06, 59193.29478435, 59603.78402655, ATLAS-ZTF, 59602.92456709054, 27.38625574053367, 0.9965227849226183, 0.43817167898518994, 0.0, 7.489977418925795, 0.0, 0.846537195308238, 29.99878191738857, 1.583931156536543, 10.830670491282186, 0.00202550586383922
2021zsz, 92.63879631704842, -14.538870149377928, 0.035746, 59481.57166765, 59518.52807375, ATLAS-ZTF, 59454.77151272826, 5.04997224197723e-05, 66.22076855004673, 44.340039437724435, -1.978175098177114, 1.8533535104686814, -4.780947681634955, 0.7228369835312526, 39.38707775921776, 1.1275913162402316, 10.964851218836822, 0.005379263240545481
2024luo, 10.074032578559928, 2.7566803332949923, 0.017, 60479.40416445, 60491.40606065, ATLAS, 60493.3312905847, 1.640030242906505, 2.5748943517794624e-14, 3.4733622867281263e-14, 4.9999793040824265, 0.815196759183995, 16.558734207282853, 0.7207017428598478, 15.388070359350017, 1.0984253957728272, 9.94823443519893, 0.0014830329374277173
2022abom, 55.288120413239035, -2.8485375859548903, 0.036, 59907.15666375, 59996.79349255, ATLAS-ZTF, 59832.684239485774, 0.0, 0.11037771826765685, 0.0, 0.08443559910293774, 0.0, -0.015035017405938798, 0.0, 32.445519468357006, nan, 10.316452277637097, 0.0025523463538686332
2018efn, 221.2905622978074, 9.273927894946588, 0.024, 58300.40534135, 59044.34511415, ATLAS, 58694.768032719, 3.7410745048400713, 2.5853162887929413, 3.0867857234965035, -3.6508884625295006, 1.4956795263820528, -0.04580930864043397, 0.8104923796947084, 28.54164159881023, 1.1164979633968553, 10.432550861391366, 0.0007579384058977742
2019cdc, 212.20472173447806, 35.6142343137112, 0.02777, 58558.56347605, 58647.34267315, ATLAS-ZTF, 58523.968411424124, 0.00014792584988754243, 0.005770004444774695, 0.0003964152288457816, -3.788715648059291, 0.04156515804466254, -0.28603602980358567, 0.06349184545907766, 35.864773505402965, 1.0857982850740142, 10.584872344449861, 0.0011367594478676015
2022xkq, 76.3487977104891, -11.882253212859856, 0.007735, 59866.60842465, 60014.12444225, ATLAS-ZTF, 59879.95871754446, 0.031688122493505944, 0.6667943810799617, 0.005492893336581129, -2.21472995583147, 0.04286530952125589, 0.21309161493475398, 0.006525464623811879, 29.461153475568388, 1.085756471602928, nan, nan
2021wzb, 72.76727135859213, -5.956928904982985, 0.0478, 59447.62130585, 59614.29573955, ATLAS-ZTF, 59392.482910493105, 0.0, 0.5228813432309892, 0.0, 0.0, 0.0, 0.0, 0.0, 30.698992134555624, nan, 11.289712997692881, 0.0007520392347699466
2024jhk, 162.8512114449619, 8.558299085325991, 0.02315, 60452.33804475, 60490.97549505, ATLAS, 60464.08951551061, 1.44404554988796, 0.06938098755051193, 0.015717722354633343, 0.8562233004791264, 1.7583237522613715, 0.1477074541009127, 0.17405564720007652, 32.58273275879731, 1.1188860319519311, 10.717597614530817, 0.0005467162453691708
2018eyi, 246.30204266284116, 40.84025346715421, 0.03038, 58338.32212535, 59038.33826955, ATLAS-ZTF, 59034.176107796935, 69.77041244614156, 1.9427058693400245e-06, 4.222496329961486e-05, 4.999724221948841, 5.5197059066720335, 0.6608059077386186, 18.715029876147927, 43.06973857020583, 3.1766469431343975, 10.143590364193393, 0.0012393031211338115
2021bls, 250.83634089611053, 61.594851830280966, 0.019, 59238.63045375, 59298.56669435, ATLAS-ZTF, 59241.46357165117, 4.725843609776348e-07, 0.0001453635873619861, 1.3572111616478856e-05, -3.6009795891182113, 0.2785243178668262, 0.7967889424779814, 0.06464326505634332, 36.66347999380902, 1.0866171812196532, 10.690134763061476, 0.00042944945706021567
2023dk, 77.7763019006191, -1.0802048956828456, 0.02844, 59931.29726615, 60050.97474375, ATLAS-ZTF, 60039.13274597937, 0.07456869191446458, 0.02426288102002658, 0.014234812309735247, -4.9999999848530745, 0.0048077617301425235, 3.258286844669599, 0.355071911186807, 23.55794928386628, 1.0870947345791193, 10.658403563986226, 0.0008657073789887531
2022ydr, 264.7369415088767, 74.82995898557314, 0.024931, 59871.27977755, 59907.21929055, ATLAS, 59882.425917738045, 0.741301561556611, 0.05624266964913886, 0.03072365923637354, -3.9186589962154383, 1.4951776334076676, 0.2836017097016992, 0.3792589281727888, 31.67514726119312, 1.111090603205231, 10.627211602301852, 0.0011031908574760728
2019cp, 163.7085070947211, -7.38096439111269, 0.05, 58486.59136235, 58610.37815865, ATLAS-ZTF, 58461.87386794743, 0.0012132033480156679, 4.2205188897753146e-05, 1.140177280314352e-05, 2.95974513845509, 0.6958993807142289, 0.8504713938149208, 0.2556825892688827, 38.85002163166078, 1.0916454792085597, 10.54711612988143, 0.0023269572276193662
2021fnr, 219.50783765468793, 10.184075515070733, 0.026949, 59287.61540915, 59336.39578095, ATLAS-ZTF, 59130.48678660707, 3.991229647599539, -0.0006705118911401409, 0.02393363246781017, -4.999987419103887, 9.409347135175599, -0.42007442696136527, 27.068800323534116, nan, 4.517034347522473, 10.287436116011223, 0.0011406832616291658
2022aecb, 74.75937846380604, -0.4419266446851301, 0.015, 59935.17999835, 60000.27427125, ATLAS-ZTF, 59946.45475863912, 0.6614585330644331, 0.025598450383006722, 0.012067073825435093, 1.1863041910729422, 1.4173315837581815, 0.8812920965337956, 0.3166134183939144, 31.52971990396339, 1.108239321290334, 9.343034383797137, 0.0029055562056948775
2021agnf, 97.9791536881518, 35.55658245184793, 0.027, 59571.58672475, 59616.34750125, ATLAS-ZTF, 58805.762497340125, 5.451798250760476, 4.357743955873355e-05, 0.0002257183093785198, 2.5745910335151176, 5.615728022108842, -0.8227403567100682, 3.8744840424831617, 43.74252441812086, 1.5061427188068137, 10.947190900139208, 0.002397489194073335
2019be, 195.0605280377852, 27.95679209010926, 0.02, 58483.62853255, 58529.51429045, ATLAS-ZTF, 58492.05227643326, 0.7752654593714396, 4.013276271294931e-05, 4.944267397706351e-06, -3.1464757375323202, 0.888293961796436, 0.7415478846946604, 0.10358323573843232, 38.295028872495024, 1.0943242310562338, 10.757611545644629, 0.00038517114109421353
2022omn, 341.8629271758788, -25.66482783660629, 0.05, 59767.04287225, 59825.21797725, ATLAS-ZTF, 59660.84935817986, 0.0, 0.08140803527610758, 0.0, 0.0, 0.0, 0.0, 0.0, 32.71833181628294, nan, 8.002245848661948, 0.06677605996871594
2022ihz, 145.70094821679152, -3.607061832271141, 0.006, 59694.31112255, 59766.98077765, ATLAS-ZTF, 59706.17635248561, 0.14868081915483344, 0.35790400509543685, 0.0295405100577784, -2.0893950688387255, 0.22830063395996358, 0.20857464593585104, 0.057277804408744505, 30.16935371369383, 1.0863332868030804, 0.0, 0.0
2021mab, 178.79425241592884, -7.843156338771086, 0.021, 59304.44045585, 59692.37141005, ATLAS, 59632.094715525614, 0.5305159155213914, 0.7694651618241782, 0.18267846735689425, -0.2765291200910297, 0.9376406935038591, -1.3923638374770706, 0.16834774427652924, 34.38646287638681, 1.0954757104093327, 10.713022716938031, 0.00037423560637777904
2017fzw, 95.3950462707182, -27.214862455932412, 0.0054, 58019.61932805, 58193.28602715, ATLAS-ZTF, 58020.20514776908, 0.9256888419222378, 0.07286683908620463, 0.014492842633221582, -2.3637277775332977, 0.8718356172389891, 1.1239688711802713, 0.12269185800842802, 29.127597587582947, 1.0940606050622583, 10.436333572851673, 0.00018793949258456236
2019so, 190.6517101224863, -40.74634151127974, 0.015, 58499.57504845, 58583.45457165, ATLAS, 58500.543067170125, 0.42794057260107365, 0.004470590005734239, 0.002715609233891992, 4.999999218243944, 0.24686567430188644, 2.2305039019546054, 0.3812576546331398, 29.98718614533768, 1.0879578964443748, nan, nan
2023acdv, 203.1880694320544, -13.047160534577925, 0.023, 60306.59172345, 60444.78292425, ATLAS-ZTF, 60317.6676938419, 0.48397109815414296, 0.07097658044444517, 0.011281681922118205, -1.2097854979217448, 0.46717499970644094, 0.31246740282622093, 0.10997461392026481, 31.750962278907277, 1.0882165670547381, nan, nan
2020abmg, 123.85227076813287, -6.9577406494725675, 0.04, 59160.58267665, 59676.79681605, ATLAS-ZTF, 59191.77726777741, 2.579168791184202, 5.942687268790803e-05, 1.5133608158914174e-05, -0.0991966202764788, 2.6663996453038346, -0.2911140576909756, 0.2617888301083087, 41.412385618240904, 1.1605421444617172, 11.273524100202275, 0.0013318939814542631
2023cvq, 129.54407756604917, 25.101520167165358, 0.0286, 59998.33307715, 60047.36043675, ATLAS-ZTF, 60018.37491755097, 1.5309584747192275, 0.016274794513849212, 0.01842563781706238, 4.999991814004517, 1.17738700841772, 0.8703963082788579, 0.7779962209781962, 32.63742896422961, 1.106997090291315, 10.547609098927339, 0.0009310322625326865
2023fot, 185.44815147159014, 10.59147506777273, 0.026467, 60048.15254185, 60088.80852305, ATLAS-ZTF, 60060.50140474417, 1.0468977391174121, 0.04266887348515668, 0.010122470149328475, -0.5274108601740835, 1.3116091574736104, 0.3363652462229538, 0.20234647393487823, 32.33665976199789, 1.1045598690608738, 10.60069767104924, 0.0010828350223605655
2022an, 190.8843573053826, -41.36601790283661, 0.007, 59586.09897175, 59772.97869765, ATLAS, 59768.9532904405, 3.2166775240693823, 5.176866089729448, 1.2828281874008347, 0.6091769602222763, 5.903948062705177, 0.004576323171983021, 0.1678238412886872, 28.289399303839797, 1.4126006620206621, nan, nan
2019op, 35.424387026612415, -25.927123010010185, 0.04, 58491.28400175, 58679.57638905, ATLAS-ZTF, 58524.596111649655, 689.6663413263632, 3.259760367769908e-05, 1.0000304665480022, 3.6429627240259244, 7.27831463028866, 4.614279470816326, 1.0000307126224002, 28.0188562855216, 1.5627855653568827, 8.40685425462122, 0.0035269244904225774
2021cad, 163.93951567951174, 24.02772392247501, 0.041546, 59249.64870315, 59662.43854885, ATLAS-ZTF, 59651.19860433457, 0.6789843663427746, 4.058895362351706e-07, 2.9632217898925423e-06, 3.559914242441983, 8.887408121484912, 2.840115834488807, 4.263026573699644, 38.055102053762006, 1.8582862907369637, 10.358143010854041, 0.0015162175022677541
2023vjh, 60.663261124483185, 25.233542294649613, 0.019, 60235.49047755, 60287.42146725, ATLAS-ZTF, 58820.507059205156, 4.716263405858626, 1.5883727874377765e-05, 0.0001373702702602842, -1.9439721525645515, 3.226145533491562, 1.0693574682260105, 6.142706454004159, 38.508505910420354, 1.5184704282569361, 10.650404500305129, 0.002056533560023752
2022fjx, 160.87564546077388, 19.082951470611572, 0.046, 59660.42957935, 59757.32658285, ATLAS-ZTF, 59675.59110953892, 1.4628986620482465, 6.0146297213046366e-05, 1.1969874226365987e-05, -1.900206393683822, 1.2453970753622337, 0.49428031041311327, 0.14965754209635931, 38.7832908566745, 1.1025674992471883, 7.902232705509368, 0.09912341714318443
2022xhh, 64.17339308094819, -12.18356267210426, 0.0315, 59838.59263395, 60014.10670815, ATLAS-ZTF, 59868.87877388467, 0.797498845604423, 0.014918331462546359, 0.0029789778283168516, 0.5671357207023231, 0.8371889022844586, 1.0716973478005347, 0.13357730256019085, 31.453813038113424, 1.0934568183867488, 10.79645631191364, 0.0017011828138871884
2018hkw, 39.59514195668058, -11.738924787800649, 0.027, 58056.40554975, 58904.25789245, ATLAS-ZTF, 58053.05510007547, 0.1495450126567448, 37.815469950420585, 8.654017355410309, -4.999999757751429, 0.02406749120941809, -2.7571391705251664, 0.17699426084974892, 33.50210101036643, 1.0860801070138244, 10.363890745262498, 0.0009738245140280028
2023yrs, 96.72038766520177, -24.614797554209087, 0.023312, 60265.25424765, 60426.02591545, ATLAS-ZTF, 60287.00064534996, 0.0007806278990756255, 0.00033614245224824335, 0.00030581992816660676, 4.999275573259396, 0.14553712851362643, 3.3918187174083707, 0.5552611047358758, 29.335960974731428, 1.0892824597050195, nan, nan
2022skw, 28.936148073710967, -25.248763345321876, 0.07, 59809.30440545, 59842.23453745, ATLAS-ZTF, 59778.267543947164, 0.435507872603921, 0.1914324678272903, 0.07894302453435169, -4.827013483970936, 0.1920314749730423, 0.8233855702290441, 0.40199146224443544, 28.597738942594468, 1.0878736902793826, 9.753736398646302, 0.06527938593441808
2022rjs, 244.12571260124486, 21.251364192883027, 0.037, 59799.26134245, 59843.27370145, ATLAS-ZTF, 59849.08570416361, 1.206648653227603, 0.0033773231726876487, 0.0036537039536023302, -0.4812356689032754, 1.116107776524277, 2.5581537856909207, 0.6939211192378557, 28.4766411117242, 1.104199108676634, 10.48999877821179, 0.0018017453246977574
2020nta, 241.8473002365691, 13.892682894778675, 0.033953, 59031.35212645, 59123.23882185, ATLAS-ZTF, 59037.369486155134, 1.5988951729159453, 4.243518950724788e-06, 6.968271842086937e-06, -2.7912691801999836, 1.233116997982716, 1.873745263121468, 1.0420059414519454, 37.414859566349605, 1.1134788929592703, 10.968085313226508, 0.0006007041323623824
2021jvp, 215.1956051172468, -19.78613155067654, 0.044, 59319.52496935, 59624.06991465, ATLAS-ZTF, 59330.87700411208, 1432.620109921263, 6.463161263678174e-06, 0.00018007655214799108, 2.6107267773946408, 7.88835330143557, 1.5824863683945094, 1.0000000595447252, 38.652519338551684, 1.6306082610130894, 10.95457116086164, 0.0010071414066509068
2022yv, 170.4280959305194, 34.358305929851426, 0.035426, 59591.49944235, 59734.27295425, ATLAS-ZTF, 59733.84152675, 151.59347045795948, 1.7311340171639922, 0.27242710176183227, 0.0, 7.172941737030456, 0.0, 0.24211503808735355, 29.399173273896395, 1.5442195357311128, 10.917175755717277, 0.0010493485218829883
2023bhm, 70.72920636772062, 0.6183744592240744, 0.015419, 59976.83921515, 60044.99866465, ATLAS-ZTF, 59991.6521318515, 0.1432044145440159, 0.383012210692764, 0.008375296504436417, 0.516469927962051, 0.2809204755600214, 0.12368538800880462, 0.01887845472434346, 30.747405893221504, 1.086590447768886, 10.944880130229151, 0.0007042302707270253
2020acoo, 145.30888148708254, 26.088601383976407, 0.044125, 59193.56125295, 59231.46868865, ATLAS-ZTF, 59200.65523179908, 1.033451942861575, 0.0003517509021237885, 0.00040597534795657657, -4.4455666806956975, 1.4475038329796996, -0.8828620721320104, 0.8816611514631311, 40.58016922298505, 1.1162740044480344, 10.685674382711474, 0.0012919791233251478
2021twa, 32.76230999624126, 36.48174990615482, 0.012128969342354, 59414.58889275, 59632.25733915, ATLAS-ZTF, 59098.81747073014, 7.660311207466293, 6.574408387867128e-06, 7.359226291705937e-06, 4.999871708265136, 8.63467757519295, 0.42519079832461143, 1.2030725952914718, 42.44827009734047, 1.7198910137909218, 9.602104848459891, 0.0012216131463648687
2019ecx, 139.17509236444656, 18.965033597613104, 0.029, 58595.31241675, 58845.50873145, ATLAS-ZTF, 58602.794047432566, 0.005355802619305905, 0.0396400552393774, 0.0077036266388445665, -0.9354092266440034, 2.569378305635981, 0.15627841050682, 0.16498990366042593, 32.890837097479285, 1.1549890249837071, 10.885391744707425, 0.0007733096933051221
2024bjb, 167.9824902652031, 3.1337018866174584, 0.0298, 60340.55316815, 60387.24992245, ATLAS-ZTF, 60348.2187594257, 1.3816119731782237, 0.010544695986807762, 0.004303775853164789, 1.6622022280243742, 1.3479038786425441, 1.1238463369934668, 0.27658018811308827, 31.84266969877116, 1.1059585601243231, 10.881913964858091, 0.000479011282422774
2021xfm, 318.7536126075913, 21.91020380379556, 0.04, 59445.35794685, 59465.45646065, ATLAS-ZTF, 59144.513649452434, 16.09813693950491, 4.970049399824308e-06, 8.036813701198262e-05, -2.506400249622207, 8.376119607737106, 0.7428577790225086, 11.139288834420416, 40.65690281675476, 2.392877068167895, 10.643884474652957, 0.0019805168293122876
2020fhs, 240.27615202948147, 19.45021417211042, 0.01438, 58937.52926285, 59053.30164045, ATLAS, 58952.914142672846, 0.4444134831574047, 0.12402009120635521, 0.011525360307590875, -1.5713163170624422, 0.2840237848895404, 0.34494603864464374, 0.06281246322987642, 30.992919292333042, 1.0866479912507812, 10.047730738592216, 0.0007263629335600534
2018ast, 175.28319910299444, 24.819698025713883, 0.012, 58205.46261535, 59049.25442935, ATLAS-ZTF, 58183.93049885442, 0.43982121815133723, 0.00031667993435852815, 7.039861105397203e-05, -2.449423268421964, 0.31811968244932776, 1.6980710617498598, 0.15898144656461985, 33.308435110299236, 1.0870987834806807, 10.576333453409633, 0.0016985891680060662
2023mkp, 204.8457138175562, 51.04977363195092, 0.015293, 60106.33883255, 60172.27178905, ATLAS-ZTF, 60191.53041743993, 0.09074278200205299, 0.18435444220460834, 0.5558616464330262, -1.9843196901131244, 0.07758686093491374, 6.3121477676558815, 1.7569144844374944, 12.717064722728216, 1.1185802240963503, 10.235440101474703, 0.0009147764240383092
2021pom, 184.5078288184616, -20.85760188127875, 0.032269, 59373.29040705, 59560.64036735, ATLAS-ZTF, 59964.4096546189, 40.8210412112785, 0.006373048364009485, 0.015009086670881603, 0.12504011373130397, 6.878005921030267, 0.7527548935665529, 1.7768905082326625, 33.26005351886923, 1.536275375622856, 10.663880527855868, 0.000928960190165358
2018gro, 332.955, 38.7004166666667, 0.0217, 58338.39035880007, 58798.14386569988, ZTF, 58388.48576965184, 6.061806646997866, 7.894602503307911e-05, 0.00010784093588488726, 1.8772984348586919, 6.724099252072238, 0.6414420440308054, 0.37728900412426564, 38.6274036993778, 1.4968494848381086, 10.817750899221942, 0.0005965220878086435
2019noh, 346.419825, 27.6659805555556, 0.0249, 58273.431909699924, 60119.45535880001, ZTF, 58688.48202979844, 0.9141251592081971, 2.2083966063885997e-05, 1.2840066504216777e-05, 4.999999777104362, 0.10089048980267679, 1.2850295069502164, 0.4121368107611393, 38.57041935744905, 1.0876753011168083, 10.77252153435704, 0.0007017531518671983
2019bwi, 141.354254166667, 65.4675027777778, 0.02968, 58214.209687499795, 59550.430439800024, ZTF, 58569.9496640682, 0.5842221638195042, 7.680866452286318e-05, 7.643322586584496e-06, -0.6228551920897096, 0.5379596142822409, 0.6483552461683033, 0.07663964757088008, 38.254078986851745, 1.0889146796940534, 8.839761027821579, 0.012505917069982822
2021abzd, 10.8995375, 30.592322222222222, 0.018086, 58292.476967600174, 59840.359502300154, ZTF, 59213.29450746029, 666.8831841561805, 7.88691072497571e-06, 0.050456624792461394, -0.8389942677966689, 6.560195387506489, 0.1705045255663426, 2.0332075801635416, 42.116263078577134, 1.5109691913838574, 10.78600418510209, 0.0005559682094218451
2019moq, 6.61545160003238, 38.1232395512729, 0.0596, 58283.44841440022, 59418.466307899915, ZTF, 58695.32924977802, 0.007563615708932048, 5.2862055468723605e-05, 3.834606650694389e-06, -2.628203901580302, 0.6796652306017998, 0.2883268572491786, 0.06522623787276535, 39.42581065327835, 1.090750368072642, 10.979192644467481, 0.0047669442378859665
2019luv, 328.812516666667, -12.1489944444444, 0.06, 58294.46099539986, 59841.21200230019, ZTF, 59331.39892241031, 0.0012935761551489122, 0.00044193430766940883, 0.0006455950845132807, -4.999999999930914, 1.5677013118408896, -5.918444634994903, 3.958724042891186, 55.25357071865689, 1.2661789611761027, 9.828101197306356, 0.006206509407890266
