# Created by M.D. Woods -- 2024-12-13 12:46:37.127385 -- HUBBLE RESID STD: 0.18085991177428387
# Cuts: {'z': 0.015, 'c': (-0.6, 0.6), 'x1': (-3.2, 3.2), 'c_err': 0.1, 'x1_err': 1, 't0_err': 1, 'mu_err': 0.2}
# Avg. 'c': -0.01044533231640625 +/- 0.02987041234375
# Avg. 'x1': -0.029012013945312505 +/- 0.2419791515625
objname, ra, dec, z, z_cmb, origin, mu, mu_err, x1, x1_err, t0, t0_err, c, c_err, hostMass, hostMass_err
2021kut, 157.87405495000002, 6.24264155, 0.03127, 0.03249, ATLAS_NORM, 35.77601, 0.11731, 0.62055, 0.10189, 59351.0625, 0.0764, -0.0930823, 0.0131476, 9.622622681143602, 0.0020781517107085878
2021kxf, 204.448079898, 1.32927969812, 0.07897, 0.08003, ATLAS_NORM, 37.86883, 0.1161, -0.177064, 0.24184, 59349.2109, 0.2246, -0.0632436, 0.0285349, 9.9110730874409, 0.005223371200882653
2021lat, 220.224124, 24.971658, 0.03386, 0.0345, ATLAS_NORM, 36.252, 0.11652, 1.37481, 0.1144, 59353.5469, 0.0942, 0.14608, 0.0138592, 9.387203545232211, 0.0032292710967188718
2021llv, 212.956705064, 18.0085719096, 0.08275, 0.0836, ATLAS_NORM, 37.82766, 0.13144, 0.98579, 0.30645, 59353.4922, 0.2465, 0.0486297, 0.038698, 10.105216922153375, 0.006102612721654677
2021lma, 160.383852098, 52.6510161544, 0.06425, 0.06492, ATLAS_NORM, 37.35338, 0.11576, 1.2292, 0.28721, 59354.543, 0.1609, -0.0193439, 0.0239929, 9.533976314288921, 0.009085843024054215
2021lxg, 324.73114175556, 34.205322844444, 0.06776, 0.06668, ATLAS_NORM, 37.37721, 0.12507, 0.26668, 0.3019, 59355.0898, 0.3003, 0.11317, 0.0389924, 10.167064747089544, 0.00301049388128681
2021lxo, 210.41132639, 19.49643992, 0.05975, 0.0606, ATLAS_NORM, 37.31288, 0.13087, -2.9964, 0.24356, 59353.832, 0.2222, -0.027858, 0.0439783, 10.339209654305733, 0.0025870020633009154
2021lyi, 153.742120997, -3.53919758611, 0.07632, 0.07761, ATLAS_NORM, 37.54589, 0.14124, -0.863799, 0.39214, 59354.543, 0.2157, 0.0288295, 0.0491722, 10.603231816916699, 0.0019283147039829104
2021mhv, 186.014375, 35.703639, 0.04682, 0.04772, ATLAS_NORM, 36.54772, 0.11143, 0.56089, 0.13739, 59355.4883, 0.1104, 0.0730467, 0.0262819, 9.8003833507424, 0.0023026334620266675
2021mim, 235.089020072, 7.28152761418, 0.03823, 0.0387, ATLAS_NORM, 36.18833, 0.11621, -2.10404, 0.12646, 59362.0391, 0.1148, 0.10864, 0.022274, 6.633868749870435, 0.23028935626140193
2021mld, 230.004766703, 22.8866719214, 0.08149, 0.082, ATLAS_NORM, 37.81122, 0.12662, 1.33239, 0.30538, 59362.1133, 0.2854, 0.0929313, 0.0315598, 8.447853332966279, 0.0703869877295921
2021nya, 184.508542, 24.718, 0.06446, 0.06553, ATLAS_NORM, 37.41877, 0.12691, 0.70946, 0.35781, 59375.3203, 0.225, 0.0490282, 0.0252307, 10.098269786406858, 0.0056641321284001565
2021qdi, 173.654735455, 5.31503363636, 0.0631, 0.06438, ATLAS_NORM, 37.07164, 0.13075, 0.10495, 0.58858, 59390.2305, 0.4274, 0.0571671, 0.0579975, 10.46706377023839, 0.005293516170004889
2021vio, 263.525407979, 8.51287745052, 0.09298, 0.09282, ATLAS_NORM, 38.21412, 0.15302, 0.8519, 0.7005, 59443.3789, 0.4067, 0.10575, 0.0696123, 10.276438638431909, 0.013736714020460969
2021vts, 244.60325, 38.13335, 0.07341, 0.07355, ATLAS_NORM, 37.64219, 0.11328, 0.73708, 0.22681, 59450.9844, 0.1783, -0.143511, 0.0230157, 8.707227524430797, 0.039785141013358
2021wfg, 325.105172621, 11.7489169654, 0.0794, 0.07817, ATLAS_NORM, 37.47385, 0.1218, 0.33378, 0.24114, 59455.1172, 0.1564, -0.00449243, 0.0425221, 8.423119068059078, 0.319832751055343
2021wkv, 247.892333, 40.568081, 0.02733, 0.0274, ATLAS_NORM, 35.4829, 0.12976, -0.424207, 0.12978, 59458.0039, 0.1242, 0.0120538, 0.0186056, 3.807502070236879, 0.6294458926832945
2021wue, 18.9473943907, 1.50583442118, 0.0784, 0.07726, ATLAS_NORM, 37.68311, 0.11992, 1.68096, 0.27638, 59458.4375, 0.3325, 0.00761284, 0.0261099, 4.986880998833659, 0.6454356446384375
2021xgx, 253.789292, 26.663631, 0.03438, 0.0344, ATLAS_NORM, 36.00675, 0.12179, 1.47514, 0.18385, 59463.0742, 0.076, 0.0839019, 0.0247002, 10.909969809082643, 0.0020802669148737474
2021ymj, 257.97575252, 34.15365124, 0.0841, 0.084, ATLAS_NORM, 37.81156, 0.13781, -1.62619, 0.43868, 59475.1133, 0.1529, -0.0225017, 0.0496964, 10.785203506091655, 0.005366528377796961
2021zfs, 323.124292, 5.346311, 0.01963, 0.01848, ATLAS_NORM, 34.66573, 0.14498, -1.5296, 0.10353, 59484.6836, 0.0371, -0.15239, 0.0487757, 9.721652287405103, 0.0035230473482094782
2022edq, 197.947698878, 17.4608050542, 0.07178, 0.07282, ATLAS_NORM, 37.49082, 0.11482, 0.19404, 0.2158, 59653.5234, 0.1379, -0.0395416, 0.0300766, 11.021435815991799, 0.0035513799816060646
2022H, 147.438673821, 6.29658798999, 0.06123, 0.06242, ATLAS_NORM, 37.21686, 0.13694, -1.64072, 0.37817, 59583.2109, 0.9131, 0.0161775, 0.0469067, 10.4470109715195, 0.00549469185058093
2022I, 153.9748731, -2.69352033056, 0.0514, 0.05266, ATLAS_NORM, 37.121, 0.12313, 0.30123, 0.26297, 59588.6133, 0.2782, 0.13121, 0.0340583, 10.299757401611801, 0.006946037028591058
2022kj, 161.122988684, 23.8370135689, 0.04357, 0.04467, ATLAS_NORM, 36.65106, 0.1119, 0.8191, 0.11377, 59604.3789, 0.1692, -0.140042, 0.0176381, 8.259905592561154, 0.04358989251339105
2022mox, 203.68675, 33.889739, 0.02336, 0.02413, ATLAS_NORM, 35.2407, 0.14696, -0.568917, 0.17755, 59755.6367, 0.0753, -0.0614479, 0.0255954, 10.418249944966519, 0.002301933861148795
2022mxe, 233.1892158375, 23.0864173875, 0.05156, 0.052, ATLAS_NORM, 37.24298, 0.11467, 0.58121, 0.18549, 59756.8594, 0.1934, 0.14158, 0.0195312, 9.884200869885724, 0.010139790579862104
2022mzs, 205.647875, 30.190911, 0.03474, 0.03553, ATLAS_NORM, 36.06503, 0.11411, 1.26185, 0.0959652, 59761.9609, 0.0798, -0.0394204, 0.0110008, 6.05035303078017, 0.29380948017345
