objname, objname, ra, dec, z, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err, host_mass, host_mass_err
2018efn, 2018efn, 221.2905622978074, 9.273927894946588, 0.024, 58691.43270965297, 2.038968723762082, 2.142248209998521, 2.902347720685329, -5.791024541725585, 2.074679779159381, -0.05918186017274663, 0.8992862661502398, 28.458160716883516, 3.5193206734286555, 10.432550861391366, 0.0007579384058977742
2019cdc, 2019cdc, 212.20472173447806, 35.6142343137112, 0.02777, 58576.978986055416, 0.3861858164855221, 0.051588240076098794, 0.004092808353126116, -0.8007241130611084, 0.5395436886642134, 0.43222204188758984, 0.06083995913636346, 31.803090745264697, 5.871193583231459, 10.584872344449861, 0.0011367594478676015
2022xkq, 2022xkq, 76.3487977104891, -11.882253212859856, 0.007735, 59879.95869233423, 0.03164828696390032, 0.6668013272300093, 0.005517522646726928, -2.214792095185652, 0.04325141100371064, 0.21308503508341586, 0.006520848596147229, 29.461152265899955, 5.632825026058552, 0.0, 0.0
2021wzb, 2021wzb, 72.76727135859213, -5.956928904982985, 0.0478, 59443.25366784781, 1.1552640808658907, 0.06491310105736711, 0.07985115980585747, -2.069138230941781, 2.686211125016167, 0.08894702683569866, 0.8438292288950596, 32.38252881835867, 0.6406761288393907, 11.289712997692881, 0.0007520392347699466
2024jhk, 2024jhk, 162.8512114449619, 8.558299085325991, 0.02315, 60464.07910835405, 1.4558138061584032, 0.06934301745164494, 0.015675386491941917, 0.8605734843205352, 1.801489065024655, 0.1476280779866869, 0.17382746027298754, 32.58422923071365, 4.269576351363329, 10.717597614530817, 0.0005467162453691708
2018eyi, 2018eyi, 246.30204266284116, 40.84025346715421, 0.03038, 59037.95991545621, 0.259471670302446, 1.3414418521031435, 0.2550171041818956, -15.831530916480336, 2.0388585798017003, -0.03295500338144252, 0.12409316122884703, 27.35205205005999, 1.425724467606925, 10.143590364193393, 0.0012393031211338115
2021bls, 2021bls, 250.83634089611053, 61.594851830280966, 0.019, 59250.09287426564, 1.467840250050358, 0.006191652385464942, 0.002884230264939299, 2.767231707031717, 1.5306708445008381, 1.7840578968077194, 0.3356444572456127, 30.622377503681406, 5.583897332378508, 10.690134763061476, 0.00042944945706021567
2023dk, 2023dk, 77.7763019006191, -1.0802048956828456, 0.02844, 60041.641872139175, 0.05470612373028416, 4.397062314583571e-09, 4.987507631720642e-10, -633709.4048101997, 69767.02816934277, 6.715578892641177, 0.05489455975157675, -96926.66426761169, 10697.447015188287, 10.658403563986226, 0.0008657073789887531
2022ydr, 2022ydr, 264.7369415088767, 74.82995898557314, 0.024931, 59882.43060868856, 0.7302110587443167, 0.05596890676938471, 0.030876808710337295, -3.9042474524008526, 1.5631515159675233, 0.2871373741505656, 0.382799500709517, 31.67211370483055, 2.874338651737389, 10.627211602301852, 0.0011031908574760728
2019cp, 2019cp, 163.7085070947211, -7.38096439111269, 0.05, 58461.35672832095, 3.8663892194199434, 0.01819537272674295, 0.017371804635700455, 3.984915720422677, 7.5646107895133055, 0.6155215904541729, 0.5559655276595045, 33.120535374657884, 3.900995836826973, 10.54711612988143, 0.0023269572276193662
2021fnr, 2021fnr, 219.50783765468793, 10.184075515070733, 0.026949, 59294.13567221601, 1.0501156544851256, 0.01517062523403352, 0.007070604732437442, -3.6759289418922454, 1.7850460560888084, 0.955016999911289, 0.33197517162483, 31.13412351231473, 4.660184636174526, 10.287436116011223, 0.0011406832616291658
2019be, 2019be, 195.0605280377852, 27.95679209010926, 0.02, 58492.46632869926, 1.4955050133357872, 0.022339326070648143, 0.006018388259602057, -0.0775992990580503, 2.713960342345037, 0.6826490699143934, 0.18786544453527215, 32.076157910778974, 5.406696403638565, 10.757611545644629, 0.00038517114109421353
2022omn, 2022omn, 341.8629271758788, -25.66482783660629, 0.05, 59744.7068963771, 0.0020309309802541975, 0.07347063243123386, 0.056293921299953614, 1.8598387670481593, 1.5788158915944022, 0.09594065588888986, 0.542066579232883, 32.82836773119973, 1.7500466712273046, 8.002245848661948, 0.06677605996871594
2022ihz, 2022ihz, 145.70094821679152, -3.607061832271141, 0.006, 59706.17638949714, 0.14873916157375788, 0.358054119068957, 0.029595301097039742, -2.090005461470583, 0.22854433387651965, 0.2083375716251675, 0.057359273054602145, 30.16951151537119, 3.6859797424781147, 0.0, 0.0
2021mab, 2021mab, 178.79425241592884, -7.843156338771086, 0.021, 59627.21484575614, 0.513415268935205, 0.12953559410616214, 0.02375988113711735, 8.569201330233774, 2.1894409882847174, -0.3334642117525587, 0.12954908573129184, 34.5188383512685, 4.009317536523515, 10.713022716938031, 0.00037423560637777904
2017fzw, 2017fzw, 95.3950462707182, -27.214862455932412, 0.0054, 58020.2036664827, 0.926441842733766, 0.07297297578133102, 0.014514857215459333, -2.3606060623650253, 0.8773912543181538, 1.1230926571123794, 0.1226936523316669, 29.129106012248823, 4.364081858018985, 10.436333572851673, 0.00018793949258456236
2019so, 2019so, 190.6517101224863, -40.74634151127974, 0.015, 58543.79720413381, 0.20482125489070313, 0.02603454479368862, 0.01568353323825698, 25.510081176731774, 2.4113811161270546, 1.1123465446355956, 0.4277203288167879, 34.54437474560689, 3.6057249592218996, 0.0, 0.0
2023acdv, 2023acdv, 203.1880694320544, -13.047160534577925, 0.023, 60317.66781291831, 0.4797933412628481, 0.07099172530090543, 0.011166408272976523, -1.2109622376121645, 0.4661247927795914, 0.31197063900474264, 0.10754878997804544, 31.752030946176326, 4.631037942304799, 0.0, 0.0
2020abmg, 2020abmg, 123.85227076813287, -6.9577406494725675, 0.04, 59166.55559711174, 0.006196425594680477, 0.008867308339309507, 0.0060285596751351155, 7.437407308218785, 2.4959582544479915, 1.2822425868859573, 0.4723961922079555, 32.44236088355522, 4.523607049559697, 11.273524100202275, 0.0013318939814542631
2023cvq, 2023cvq, 129.54407756604917, 25.101520167165358, 0.0286, 60010.71503744441, 1.7786162258016702, 0.01906128785101062, 0.07766127234833514, -3.4968949837446934, 4.34351843787417, 0.8421202754451405, 2.7304828398527774, 31.25007604707836, 4.6977917953850366, 10.547609098927339, 0.0009310322625326865
2023fot, 2023fot, 185.44815147159014, 10.59147506777273, 0.026467, 60060.49032879731, 1.042939437458699, 0.04269201067897573, 0.010109620342360594, -0.5382507056968583, 1.3215701968905347, 0.3363998503835165, 0.20191598442971276, 32.334309564413914, 4.588653490620831, 10.60069767104924, 0.0010828350223605655
2022an, 2022an, 190.8843573053826, -41.36601790283661, 0.007, 59768.94420546735, 3.1798523637662583, 5.17618227991374, 1.2916255017083695, 0.5768136955755226, 15.555599637171575, 0.004505100041120603, 0.16920592658068576, 28.284803393137885, 1.5979315555490836, 0.0, 0.0
2019op, 2019op, 35.424387026612415, -25.927123010010185, 0.04, 58499.28411858147, 0.8133470192187815, 0.006984571396328217, 0.006790941367729092, -3.7628346003501374, 2.30819263090404, 1.42493648923643, 0.6244496231514984, 30.56262616554685, 3.912468643461302, 8.40685425462122, 0.0035269244904225774
2021cad, 2021cad, 163.93951567951174, 24.02772392247501, 0.041546, 59662.00457135, 253.29346521834304, 0.49419003702516023, 0.35715715885979404, 0.0, 124.12507329387171, 0.0, 1.1576633429434844, 30.760265035783913, 16.65915105311962, 10.358143010854041, 0.0015162175022677541
2022fjx, 2022fjx, 160.87564546077388, 19.082951470611572, 0.046, 59680.68633120355, 0.7810818193247542, 0.03203987033818304, 0.004803795417847139, 7.481205388601982, 2.623151639233901, 0.18551684036219618, 0.11056031718842071, 34.32255736549188, 5.86791119667668, 7.902232705509368, 0.09912341714318443
2022xhh, 2022xhh, 64.17339308094819, -12.18356267210426, 0.0315, 59868.87574495339, 0.7984622708354436, 0.014922456944323906, 0.002976082977474399, 0.5644991682402007, 0.8414357374594512, 1.0715132577001458, 0.1333763974541754, 31.453658028548716, 6.047165413924051, 10.79645631191364, 0.0017011828138871884
2018hkw, 2018hkw, 39.59514195668058, -11.738924787800649, 0.027, 58053.397912015935, 0.12717223347135587, 27.62622478824226, 5.412167059193798, -7.209737635302886, 0.32162977000498455, -2.5118647894693957, 0.14841460173600604, 32.77396336130592, 2.2264941424809375, 10.363890745262498, 0.0009738245140280028
2023yrs, 2023yrs, 96.72038766520177, -24.614797554209087, 0.023312, 60288.1967683551, 0.5154091711956426, 0.0543698635152162, 0.03625791986264864, 14.610148996714305, 2.6573485768687126, -0.05423797419769626, 0.48881923696403223, 35.55358635262462, 2.551385794222256, 0.0, 0.0
2022skw, 2022skw, 28.936148073710967, -25.248763345321876, 0.07, 59799.015808102224, 0.7712124524659885, 0.005061182992939345, 0.0022913799334589474, 15.809357318803333, 4.961920748560909, 1.443690129462825, 0.33185149805833003, 33.85100498394468, 6.3700136466131365, 9.753736398646302, 0.06527938593441808
2022rjs, 2022rjs, 244.12571260124486, 21.251364192883027, 0.037, 59849.09074561567, 1.2100479403343343, 0.0033264640932432923, 0.0035987469871872446, -0.47706867481336046, 1.1285648521183282, 2.567784770351687, 0.6939703301108253, 28.465052777318526, 4.214260552888902, 10.48999877821179, 0.0018017453246977574
2020nta, 2020nta, 241.8473002365691, 13.892682894778675, 0.033953, 59090.04562483166, 0.09501614359032828, 474.0146526765959, 104.98312042352542, -5.182674792927479, 0.06236706085765736, -4.232527192845787, 0.189087513144043, 35.12550237452841, 5.60673732186103, 10.968085313226508, 0.0006007041323623824
2022yv, 2022yv, 170.4280959305194, 34.358305929851426, 0.035426, 59733.84152675, 192.43337278075705, 1.7311340171639902, 0.297549568856655, 0.0, 31.826201579009496, 0.0, 0.2641228192779495, 29.399173273896395, 5.398424526846929, 10.917175755717277, 0.0010493485218829883
2023bhm, 2023bhm, 70.72920636772062, 0.6183744592240744, 0.015419, 59991.650920785774, 0.14313654414218036, 0.38302440203612653, 0.008360261179227065, 0.5160538161750444, 0.28092882375921985, 0.12365011024856386, 0.01884480061253813, 30.747412797226815, 5.1812749910771805, 10.944880130229151, 0.0007042302707270253
2020acoo, 2020acoo, 145.30888148708254, 26.088601383976407, 0.044125, 59202.94768462682, 2.08098441911352, 0.027348643290690124, 0.005847508499063756, 0.3560264229273762, 3.9387999361312276, 0.13346892241390748, 0.23527541057520993, 33.55939518701974, 5.484088512446072, 10.685674382711474, 0.0012919791233251478
2019ecx, 2019ecx, 139.17509236444656, 18.965033597613104, 0.029, 58578.87217681138, 1.312022380385315, 0.0632683141915981, 0.01856358961708572, 7.461294165399197, 1.8048947620812024, 0.17657183270063576, 0.2097826853367042, 33.60742828918085, 3.9793415988944285, 10.885391744707425, 0.0007733096933051221
2024bjb, 2024bjb, 167.9824902652031, 3.1337018866174584, 0.0298, 60348.228424582834, 1.3814335236238549, 0.010567014647837924, 0.004331130029847426, 1.6497109236468437, 1.3649949916305384, 1.1225467059088496, 0.27772000565190136, 31.842335814118766, 5.2897355609246794, 10.881913964858091, 0.000479011282422774
2018ast, 2018ast, 175.28319910299444, 24.819698025713883, 0.012, 58653.89842531547, 0.4581968542916002, 1.3402640037239324e-26, 1.474702981947264e-26, 1.1397362028763878, 0.5507861594573401, 32.51092095122398, 0.5639606988787577, -2.031140679704876, 62.98190600368272, 10.576333453409633, 0.0016985891680060662
2023mkp, 2023mkp, 204.8457138175562, 51.04977363195092, 0.015293, 60181.957841592906, 0.12034831677374314, 0.006084348545131941, 0.012057778845325263, -7.4132488460495924, 0.18822933123339866, 5.871224421715116, 0.6759035701567412, 16.903988937635326, 2.811438163359294, 10.235440101474703, 0.0009147764240383092
